Year,Day           Jan      Feb      Mar      Apr      May      Jun      Jul      Aug      Sep      Oct      Nov      Dec
1931, 30          -                 -        -        -        -        -        -        -        -        -        -
1931, 31          -                 -                 -                 -        -                 -                 -
1932,  1          -        -        -        -        -        -        -        -        -        -        -        -
1932,  2          -        -        -        -        -        -        -        -        -        -        -        -
1932,  3          -        -        -        -        -        -        -        -        -        -        -        -
1932,  4          -        -        -        -        -        -        -        -        -        -        -        -
1932,  5          -        -        -        -        -        -        -        -        -        -        -        -
1932,  6          -        -        -        -        -        -        -        -        -        -        -        -
1932,  7          -        -        -        -        -        -        -        -        -        -        -        -
1932,  8          -        -        -        -        -        -        -        -        -        -        -        -
1932,  9          -        -        -        -        -        -        -        -        -        -        -        -
1932, 10          -        -        -        -        -        -        -        -        -        -        -        -
1932, 11          -        -        -        -        -        -        -        -        -        -        -        -
1932, 12          -        -        -        -        -        -        -        -        -        -        -        -
1932, 13          -        -        -        -        -        -        -        -        -        -        -        -
1932, 14          -        -        -        -        -        -        -        -        -        -        -        -
1932, 15          -        -        -        -        -        -        -        -        -        -        -        -
1932, 16          -        -        -        -        -        -        -        -        -        -        -        -
1932, 17          -        -        -        -        -        -        -        -        -        -        -        -
1932, 18          -        -        -        -        -        -        -        -        -        -        -        -
1932, 19          -        -        -        -        -        -        -        -        -        -        -        -
1932, 20          -        -        -        -        -        -        -        -        -        -        -        -
1932, 21          -        -        -        -        -        -        -        -        -        -        -        -
1932, 22          -        -        -        -        -        -        -        -        -        -        -        -
1932, 23          -        -        -        -        -        -        -        -        -        -        -        -
1932, 24          -        -        -        -        -        -        -        -        -        -        -        -
1932, 25          -        -        -        -        -        -        -        -        -        -        -        -
1932, 26          -        -        -        -        -        -        -        -        -        -        -        -
1932, 27          -        -        -        -        -        -        -        -        -        -        -        -
1932, 28          -        -        -        -        -        -        -        -        -        -        -        -
1932, 29          -        -        -        -        -        -        -        -        -        -        -        -
1932, 30          -                 -        -        -        -        -        -        -        -        -        -
1932, 31          -                 -                 -                 -        -                 -                 -
1933,  1          -        -        -        -        -        -        -        -        -        -        -        -
1933,  2          -        -        -        -        -        -        -        -        -        -        -        -
1933,  3          -        -        -        -        -        -        -        -        -        -        -        -
1933,  4          -        -        -        -        -        -        -        -        -        -        -        -
1933,  5          -        -        -        -        -        -        -        -        -        -        -        -
1933,  6          -        -        -        -        -        -        -        -        -        -        -        -
1933,  7          -        -        -        -        -        -        -        -        -        -        -        -
1933,  8          -        -        -        -        -        -        -        -        -        -        -        -
1933,  9          -        -        -        -        -        -        -        -        -        -        -        -
1933, 10          -        -        -        -        -        -        -        -        -        -        -        -
1933, 11          -        -        -        -        -        -        -        -        -        -        -        -
1933, 12          -        -        -        -        -        -        -        -        -        -        -        -
1933, 13          -        -        -        -        -        -        -        -        -        -        -        -
1933, 14          -        -        -        -        -        -        -        -        -        -        -        -
1933, 15          -        -        -        -        -        -        -        -        -        -        -        -
1933, 16          -        -        -        -        -        -        -        -        -        -        -        -
1933, 17          -        -        -        -        -        -        -        -        -        -        -        -
1933, 18          -        -        -        -        -        -        -        -        -        -        -        -
1933, 19          -        -        -        -        -        -        -        -        -        -        -        -
1933, 20          -        -        -        -        -        -        -        -        -        -        -        -
1933, 21          -        -        -        -        -        -        -        -        -        -        -        -
1933, 22          -        -        -        -        -        -        -        -        -        -        -        -
1933, 23          -        -        -        -        -        -        -        -        -        -        -        -
1933, 24          -        -        -        -        -        -        -        -        -        -        -        -
1933, 25          -        -        -        -        -        -        -        -        -        -        -        -
1933, 26          -        -        -        -        -        -        -        -        -        -        -        -
1933, 27          -        -        -        -        -        -        -        -        -        -        -        -
1933, 28          -        -        -        -        -        -        -        -        -        -        -        -
1933, 29          -                 -        -        -        -        -        -        -        -        -        -
1933, 30          -                 -        -        -        -        -        -        -        -        -        -
1933, 31          -                 -                 -                 -        -                 -                 -
1934,  1          -        -        -        -        -      74.048   74.106   73.975   73.826   73.783   73.716   73.756
1934,  2          -        -        -        -        -      74.112   74.064   73.969   73.826   73.847   73.683   73.835
1934,  3          -        -        -        -        -      74.054   74.112   74.000   73.811   73.753   73.673   73.631
1934,  4          -        -        -        -        -      74.094   74.082   73.978   73.808   73.655   73.762   73.838
1934,  5          -        -        -        -        -      74.103   74.076   73.923   73.865   73.780   73.692   73.713
1934,  6          -        -        -        -        -      74.097   74.076   73.936   73.804   73.811   73.661   73.667
1934,  7          -        -        -        -        -      74.030   74.057   73.933   73.707   73.899   73.670   73.649
1934,  8          -        -        -        -        -      74.070   74.024   73.917   73.649   73.838   73.710   73.634
1934,  9          -        -        -        -        -      74.131   74.024   73.954   73.786   73.750   73.667   73.655
1934, 10          -        -        -        -        -      74.112   74.021   73.948   73.811   73.740   73.670   73.603
1934, 11          -        -        -        -        -      74.128   74.039   73.869   73.774   73.786   73.655   73.637
1934, 12          -        -        -        -        -      74.076   74.051   73.841   73.753   73.661   73.655   73.765
1934, 13          -        -        -        -        -      74.137   74.051   73.896   73.798   73.686   73.643   73.655
1934, 14          -        -        -        -        -      74.115   74.036   73.881   73.814   73.765   73.619   73.643
1934, 15          -        -        -        -        -      74.112   74.045   73.850   73.789   73.734   73.707   73.655
1934, 16          -        -        -        -        -      74.082   74.009   73.841   73.850   73.695   73.634   73.686
1934, 17          -        -        -        -        -      74.051   74.024   73.926   73.820   73.722   73.725   73.622
1934, 18          -        -        -        -        -      74.076   74.033   73.908   73.811   73.704   73.600   73.646
1934, 19          -        -        -        -        -      74.118   74.051   73.942   73.801   73.664   73.655   73.561
1934, 20          -        -        -        -        -      74.121   74.045   73.926   73.808   73.661   73.515   73.753
1934, 21          -        -        -        -        -      74.158   74.012   73.884   73.823   73.652   73.652   73.548
1934, 22          -        -        -        -        -      74.112   73.963   73.926   73.814   73.728   73.676   73.506
1934, 23          -        -        -        -        -      74.109   73.966   73.856   73.792   73.680   73.695   73.640
1934, 24          -        -        -        -        -      74.149   73.960   73.911   73.798   73.686   73.652   73.692
1934, 25          -        -        -        -        -      74.091   73.990   73.893   73.814   73.698   73.612   73.552
1934, 26          -        -        -        -        -      74.070   73.957   73.902   73.808   73.740   73.573   73.768
1934, 27          -        -        -        -        -      74.057   73.966   73.829   73.881   73.686   73.683   73.631
1934, 28          -        -        -        -        -      74.085   74.009   73.777   73.847   73.762   73.664   73.570
1934, 29          -                 -        -        -      74.112   73.960   73.808   73.817   73.859   73.661   73.637
1934, 30          -                 -        -        -      74.112   73.948   73.814   73.817   73.801   73.570   73.634
1934, 31          -                 -                 -               74.015   73.789            73.768            73.594
1935,  1        73.701   73.719   73.762   73.878   74.079   73.997   74.067   74.131   73.993   73.914   73.792   73.762
1935,  2        73.640   73.759   73.747   73.933   73.939   73.990   74.073   74.091   73.942   73.884   73.765   73.725
1935,  3        73.683   73.750   73.765   73.923   73.844   74.018   74.088   74.070   73.920   74.051   73.725   73.771
1935,  4        73.612   73.765   73.725   73.884   73.878   74.042   74.128   74.106   73.990   74.134   73.838   73.725
1935,  5        73.683   73.686   73.747   73.869   73.966   74.039   74.106   74.088   74.009   73.887   73.896   73.765
1935,  6        73.686   73.722   73.765   73.875   73.978   74.036   74.061   74.039   73.954   73.829   73.869   73.716
1935,  7        73.640   73.704   73.710   73.832   73.914   74.039   74.042   74.042   73.948   73.862   73.801   73.728
1935,  8        73.600   73.695   73.747   73.798   74.000   74.039   74.064   74.048   73.933   73.853   73.804   73.771
1935,  9        73.585   73.707   73.753   73.808   73.990   74.009   74.082   74.048   73.929   73.829   73.728   73.765
1935, 10        73.744   73.698   73.762   73.832   74.054   74.003   74.106   74.051   73.951   73.853   73.826   73.744
1935, 11        73.783   73.661   73.777   73.856   74.051   74.045   74.128   74.067   73.966   73.841   73.747   73.719
1935, 12        73.704   73.719   73.792   73.844   73.993   74.048   74.173   74.097   73.920   73.811   73.527   73.707
1935, 13        73.622   73.680   73.789   73.847   73.981   74.064   74.158   74.091   73.856   73.804   73.698   73.673
1935, 14        73.765   73.704   73.783   73.911   73.981   74.018   74.112   74.061   73.875   73.869   73.731   73.695
1935, 15        73.713   73.710   73.804   73.948   74.000   74.064   74.128   74.039   73.914   73.765   73.683   73.686
1935, 16        73.750   73.722   73.844   73.939   74.042   74.054   74.137   74.018   73.905   73.756   73.597   73.768
1935, 17        73.750   73.750   73.908   73.902   73.993   73.951   74.094   74.021   73.899   73.817   73.619   73.771
1935, 18        73.814   73.774   73.823   73.939   74.027   73.993   74.118   74.027   73.936   73.844   73.716   73.786
1935, 19        73.737   73.753   73.841   73.939   74.000   74.045   74.112   74.036   73.951   73.878   73.768   73.762
1935, 20        73.765   73.777   73.841   73.939   74.027   74.112   74.103   74.042   73.911   73.783   73.872   73.722
1935, 21        73.664   73.795   73.838   73.923   73.972   74.094   74.121   74.082   73.896   73.789   73.808   73.747
1935, 22        73.710   73.737   73.878   73.933   73.993   74.140   74.131   73.966   73.911   73.844   73.820   73.701
1935, 23        73.707   73.737   73.878   73.945   74.006   74.155   74.115   73.948   73.899   73.814   73.701   73.686
1935, 24        73.744   73.780   73.887   73.939   74.009   74.125   74.146   73.951   73.899   73.777   73.725     -
1935, 25        73.701   73.698   73.832   73.917   74.009   74.125   74.079   73.990   73.926   73.923   73.765   73.740
1935, 26        73.762   73.765   73.869   73.951   73.993   74.094   74.070   74.021   73.951   73.832   73.756   73.774
1935, 27        73.740   73.771   73.859   73.957   74.006   74.158   74.085   74.024   73.853   73.832   73.765   73.808
1935, 28        73.701   73.722   73.899   73.990   74.009   74.134   74.134   74.054   73.859   73.774   73.820   73.744
1935, 29        73.722            73.957   73.893   74.027   74.134   74.088   74.012   73.972   73.744   73.847   73.707
1935, 30        73.719            73.933   74.082   74.027   74.118   74.137   73.960   73.902   73.774   73.759   73.701
1935, 31        73.683            73.881            74.012            74.137   74.003            73.768            73.747
1936,  1        73.725   73.768   73.704   74.170   74.347   74.344   74.310   74.225   74.048   74.054   73.972   73.801
1936,  2        73.695   73.698   73.707   74.149   74.396   74.356   74.246   74.176   74.018   74.003     -      73.847
1936,  3        73.811   73.713   73.734   74.106   74.393   74.390   74.317   74.173   74.030   73.966     -      73.850
1936,  4        73.719   73.704   73.838   74.268   74.368   74.350   74.298   74.155   74.012   73.963     -      73.893
1936,  5        73.823   73.704   73.762   74.192   74.368   74.323   74.259   74.097   74.003   73.963     -      73.881
1936,  6        73.713   73.698   73.716   74.259   74.405   74.317   74.256   74.121   74.051   73.987     -      73.920
1936,  7        73.737   73.710     -      74.231   74.396   74.307   74.274   74.134   74.070   74.009     -      73.954
1936,  8        73.683   73.719   73.719   74.356   74.344   74.307   74.283   74.121   74.057   74.012   73.969   73.795
1936,  9        73.716   73.728   73.722   74.262   74.411   74.320   74.253   74.112   74.042   73.966   74.045   73.820
1936, 10        73.753   73.771   73.707   74.234   74.396   74.314   74.259   74.088   73.993   74.021   73.929   73.856
1936, 11        73.750   73.707   73.701   74.271   74.371   74.283   74.250   74.100   74.018   73.975   74.021   73.869
1936, 12        73.753   73.734   73.716   74.280   74.368   74.320   74.234   74.106   74.030   74.079   74.000   73.814
1936, 13        73.887   73.661   73.704   74.280   74.426   74.332   74.250   74.082   73.948   73.954   73.978   73.850
1936, 14        73.689   73.701     -      74.280   74.402   74.295   74.240   74.003   73.936   73.881   74.082   73.923
1936, 15        73.744     -      73.716   74.329   74.426   74.286   74.219   74.045   74.030   73.951   73.960   73.896
1936, 16        73.731   73.701   73.734   74.442   74.344   74.289   74.222   74.045   74.048   73.963   73.963   73.905
1936, 17        73.704   73.722   73.713   74.429   74.417   74.317   74.213   74.064   74.009   73.969   74.027   73.838
1936, 18        73.652   73.823   73.762   74.371   74.384   74.320   74.198   74.057   73.948   74.003     -      73.814
1936, 19        73.683   73.737   73.750   74.353   74.460   74.350   74.195   74.100   73.942   73.954     -      73.768
1936, 20        73.747     -      73.902   74.341   74.371   74.286   74.173   73.975   74.012   73.975   73.997   73.972
1936, 21        73.704   73.716   73.872   74.368   74.371   74.320   74.170   73.942   74.036   73.997   73.997   73.926
1936, 22        73.737     -      73.975   74.432   74.344   74.298   74.185   74.009   74.018   73.966   73.917   73.875
1936, 23        73.707   73.704   73.862   74.371   74.384   74.295   74.228   74.085   74.003   73.914   73.893   73.869
1936, 24          -      73.795   73.829   74.347   74.423   74.323   74.210   74.079   74.024   73.948   73.917   73.914
1936, 25          -      73.777   73.872   74.350   74.365   74.283   74.225   74.003   73.997   73.972   73.951   73.789
1936, 26        73.737   73.716   74.048   74.387   74.338   74.283   74.219   73.990   73.990   73.902   73.926   73.829
1936, 27          -      73.920   74.112   74.329   74.374   74.310   74.222   73.987   74.030   73.929   73.911   73.945
1936, 28        73.737   73.832   74.195   74.378   74.347   74.307   74.222   73.957   74.009   73.933   73.966   73.926
1936, 29        73.701     -      74.146   74.365   74.368   74.283   74.204   74.070   73.951   73.993     -      73.765
1936, 30        73.686            74.143   74.371     -        -      74.195   74.112   73.929   73.969     -      73.869
1936, 31        73.744            74.268              -               74.201   74.054              -               74.042
1937,  1        73.954   74.240   74.298   74.201   74.417   74.579   74.612   74.545   74.463   74.310   74.225   74.295
1937,  2        73.801   74.106   74.271   74.253   74.405   74.548   74.618   74.524   74.466   74.176   74.414   74.192
1937,  3        74.137   74.115   74.225   74.222   74.448   74.594   74.585   74.551   74.493   74.213   74.274   74.216
1937,  4        74.018   74.076   74.234   74.185   74.466   74.603   74.582   74.545   74.432   74.268   74.265   74.201
1937,  5        74.067   74.103   74.228   74.253   74.454   74.576   74.579   74.554   74.335   74.271   74.301   74.198
1937,  6        73.808   74.140   74.210   74.387   74.457   74.557   74.609   74.521   74.405   74.329   74.250   74.192
1937,  7        73.917   74.115   74.234   74.314   74.475   74.612   74.609   74.509   74.426   74.335   74.256   74.359
1937,  8        73.884   74.076   74.234   74.289   74.475   74.585   74.591   74.496   74.405   74.268   74.262   74.527
1937,  9        74.033   74.182   74.250   74.185   74.533   74.615   74.573   74.521   74.429   74.246   74.426   74.429
1937, 10        73.929   74.158   74.240   74.304   74.509   74.539   74.576   74.515   74.420   74.237   74.201   74.320
1937, 11        74.015   74.158   74.219   74.298   74.521   74.597   74.527   74.527   74.457   74.243   74.176   74.231
1937, 12        74.106   74.173   74.155   74.307   74.518   74.606   74.551   74.566   74.420   74.338   74.170   74.192
1937, 13        73.945   74.146   74.170   74.320   74.512   74.618   74.509   74.554   74.314   74.271   74.121   74.195
1937, 14        74.094   74.164   74.158   74.338   74.365   74.570   74.554   74.521   74.457   74.250   74.246   74.195
1937, 15        74.030   74.219   74.146   74.243   74.448   74.557   74.579   74.557   74.475   74.216   74.253   74.189
1937, 16        73.987   74.106   74.222   74.286   74.509   74.570   74.655   74.560   74.414   74.213   74.277   74.167
1937, 17        74.061   74.134   74.189   74.283   74.548   74.539   74.612   74.560   74.396   74.192   74.295   74.161
1937, 18        74.112   74.137   74.176   74.307   74.582   74.536   74.566   74.478   74.411   74.259   74.298   74.128
1937, 19        74.054   74.152   74.195   74.338   74.570   74.530   74.576   74.533   74.524   74.246   74.274   74.189
1937, 20        73.899   74.125   74.192   74.332   74.566   74.588   74.576   74.527   74.402   74.286   74.234   74.143
1937, 21        74.253   74.112   74.262   74.204   74.560   74.624   74.570   74.521   74.387   74.347   74.243   74.170
1937, 22        74.112   74.243   74.271   74.246   74.548   74.579   74.579   74.347   74.347   74.176   74.271   74.304
1937, 23        74.070   74.207   74.246   74.268   74.609   74.585   74.576   74.445   74.359   74.289   74.317   74.240
1937, 24        74.061   74.189   74.164   74.317   74.594   74.588   74.591   74.466   74.332   74.371   74.344   74.158
1937, 25        74.259   74.225   74.070   74.347   74.576   74.576   74.573   74.484   74.323   74.341   74.283   74.140
1937, 26        74.198   74.250   74.216   74.335   74.566   74.570   74.658   74.472   74.368   74.250   74.268   74.356
1937, 27        74.073   74.231   74.222   74.341   74.576   74.579   74.728   74.475   74.301   74.219   74.213   74.131
1937, 28        74.085   74.219   74.204   74.390   74.557   74.576   74.576   74.432   74.268   74.176   74.256   74.204
1937, 29        74.118            74.219   74.393   74.579   74.606   74.585   74.442   74.295   74.259   74.402   74.115
1937, 30        74.070            74.207   74.390   74.594   74.576   74.582   74.457   74.292   74.332   74.353   74.082
1937, 31        74.195            74.213            74.600            74.554   74.460            74.240            73.954
1938,  1        74.015   74.103   74.189   74.609   74.606   74.548   74.487   74.484   74.402   74.350   74.250   74.103
1938,  2        74.140   74.082   74.164   74.524   74.560   74.591   74.487   74.563   74.374   74.341   74.207   74.064
1938,  3        74.121   74.118   74.140   74.557   74.524   74.579   74.463   74.527   74.396   74.329   74.225   74.185
1938,  4        74.158   74.140   74.125   74.536   74.518   74.557   74.493   74.542   74.420   74.335   74.243   74.243
1938,  5        74.161   74.100   74.143   74.506   74.509   74.606   74.524   74.518   74.371   74.307   74.234   74.100
1938,  6        74.082   74.134   74.216   74.457   74.591   74.579   74.487   74.502   74.356   74.210   74.213   74.243
1938,  7        74.137   74.155   74.192   74.359   74.606   74.606   74.475   74.472   74.356   74.298   74.222   74.173
1938,  8        74.143   74.152   74.240   74.378   74.560   74.597   74.499   74.454   74.295   74.335   74.326   74.131
1938,  9        74.161   74.170   74.231   74.402   74.545   74.591   74.524   74.469   74.271   74.301   74.350   74.076
1938, 10        74.134   74.185   74.134   74.478   74.563   74.551   74.502   74.454   74.301   74.323   74.237   74.137
1938, 11        74.057   74.170   74.100   74.585   74.570   74.588   74.469   74.521   74.310   74.323   74.228   74.161
1938, 12        74.054   74.155   74.118   74.484   74.597   74.585   74.499   74.573   74.353   74.301   74.155   74.219
1938, 13        74.125   74.185   74.085   74.484   74.582   74.545   74.506   74.563   74.338   74.310   74.362   74.234
1938, 14        74.097   74.115   74.112   74.515   74.530   74.563   74.524   74.551   74.295   74.314   74.475   74.280
1938, 15        74.094   74.149   74.088   74.469   74.438   74.545   74.548   74.560   74.362   74.307   74.243   74.100
1938, 16        74.088   74.140   74.082   74.509   74.563   74.533   74.521   74.521   74.317   74.301   74.173   74.088
1938, 17        74.021   74.192   74.143   74.548   74.570   74.557   74.490   74.524   74.301   74.280   74.265   74.213
1938, 18        74.082   74.164   74.219   74.554   74.536   74.566   74.512   74.493   74.292   74.253   74.195   74.103
1938, 19        74.097   74.103   74.265   74.560   74.527   74.566   74.496   74.509   74.332   74.329   74.182   74.100
1938, 20        74.115   74.201   74.265   74.588   74.606   74.557   74.469   74.502   74.314   74.356   74.253   74.085
1938, 21        74.061   74.198   74.408   74.502   74.566   74.551   74.402   74.496   74.286   74.280   74.179   74.073
1938, 22        74.073   74.210   74.396   74.603   74.566   74.554   74.463   74.496   74.515   74.189   74.320   74.067
1938, 23        74.097   74.134   74.423   74.545   74.557   74.554   74.512   74.502   74.423   74.265   74.146   74.070
1938, 24        74.057   74.143   74.472   74.524   74.670   74.527   74.512   74.438   74.356   74.359   74.134   74.161
1938, 25        74.128   74.179   74.435   74.536   74.548   74.496   74.493   74.472   74.399   74.341   74.140   74.088
1938, 26        74.149   74.161   74.509   74.545   74.576   74.463   74.509   74.469   74.411   74.350   74.125   74.048
1938, 27        74.109     -      74.496   74.579   74.542   74.438   74.463   74.472   74.426   74.256   74.146   74.429
1938, 28        74.106     -      74.502   74.570   74.530   74.493   74.466   74.408   74.429   74.222   74.298   74.173
1938, 29        74.106            74.445   74.576   74.493   74.509   74.530   74.438   74.332   74.228   74.323   74.185
1938, 30        74.112            74.448   74.600   74.536   74.496   74.518   74.374   74.323   74.137   74.173   74.088
1938, 31        74.131            74.490            74.551            74.512   74.420            74.210            74.121
1939,  1        74.149   74.057   74.246   74.307   74.615   74.557   74.682   74.551   74.414   74.234   74.213   74.036
1939,  2        74.146   74.030   74.173   74.405   74.594   74.588   74.615   74.484   74.399   74.210   74.158   74.051
1939,  3        73.939   74.061   74.182   74.411   74.603   74.612   74.621   74.548   74.387   74.198   74.161   74.064
1939,  4        73.987   74.067   74.164   74.417     -      74.685   74.570   74.533   74.429   74.250   74.152   74.088
1939,  5        74.054   74.048   74.164   74.399   74.591   74.652   74.573   74.524   74.402   74.250   74.115   74.045
1939,  6        74.100   74.030   74.246   74.423   74.627   74.573   74.649   74.506   74.396   74.289   74.189   74.067
1939,  7        74.088   74.057   74.271   74.448   74.627   74.600   74.557   74.496   74.396   74.250   74.173   74.182
1939,  8        74.115   74.042   74.228   74.445   74.612   74.624   74.603   74.490   74.359   74.253   74.295   74.042
1939,  9        74.079   74.018   74.179   74.475   74.643   74.624   74.576   74.618   74.350   74.253   74.149   74.067
1939, 10        74.182   74.076   74.222   74.408   74.673   74.591   74.582   74.536   74.390   74.295   74.213   74.012
1939, 11        74.131   74.128   74.176   74.429   74.691   74.603   74.609   74.499   74.362   74.246   74.289   73.945
1939, 12        74.100   74.131   74.164   74.533   74.634   74.716   74.576   74.530   74.362   74.320   74.128   73.975
1939, 13        74.039   74.009   74.250   74.554   74.640   74.609   74.591   74.570   74.350   74.283   74.121   74.036
1939, 14        74.045   74.051   74.225   74.545   74.631   74.631   74.631   74.530   74.396   74.384   74.112   74.024
1939, 15        74.070   74.094   74.198   74.518   74.621   74.615   74.594   74.533   74.378   74.243   74.085   74.033
1939, 16        74.076   74.115   74.280   74.432   74.643   74.615   74.591   74.518   74.384   74.314   74.185   74.073
1939, 17        74.064   74.134   74.268   74.429   74.631   74.518   74.588   74.487   74.289   74.185   74.091   74.061
1939, 18        73.975   74.161   74.262   74.502   74.603   74.530   74.548   74.457   74.268   74.185   74.103   74.027
1939, 19        74.051   74.027   74.237   74.530   74.588   74.582   74.521   74.445   74.317   74.307   74.048   73.872
1939, 20        74.048   74.125   74.274   74.594   74.557   74.612   74.496   74.448   74.304   74.192   73.966   74.045
1939, 21        74.045   74.097   74.253   74.536   74.603   74.591   74.487   74.499   74.271   74.228   73.981   74.201
1939, 22        74.176   74.182   74.256   74.615   74.624   74.557   74.524   74.539   74.314   74.222   74.024   74.091
1939, 23        74.064   74.158   74.256   74.576   74.612   74.640   74.524   74.463   74.304   74.182   74.051   74.042
1939, 24        74.067   74.192   74.234   74.530   74.603   74.615   74.524   74.478   74.231   74.179   73.926   74.091
1939, 25        74.100   74.149   74.207   74.542   74.591   74.588   74.502   74.475   74.323     -      73.911   74.027
1939, 26        74.039   74.106   74.250   74.573   74.643   74.560   74.496   74.435   74.234   74.128   74.039   74.000
1939, 27        74.057   74.213   74.246   74.530   74.658   74.563   74.493   74.426   74.225   74.204   74.064   73.963
1939, 28        74.067   74.143   74.262   74.509   74.609   74.566   74.487   74.423   74.231   74.237   74.076   73.987
1939, 29        74.045            74.274   74.597   74.719   74.588   74.478   74.432   74.292   74.158   74.079   73.997
1939, 30        73.920            74.298   74.597   74.566   74.627   74.560   74.368   74.253   74.219   74.079   74.048
1939, 31        74.018            74.356              -               74.566   74.390            74.152            74.115
1940,  1        74.076   73.933   73.856   73.960   74.353   74.499   74.597   74.499   74.381   74.295   74.128   74.170
1940,  2        74.033   73.884   73.859   73.954   74.374   74.533   74.579   74.499   74.393   74.271   74.259   74.210
1940,  3        74.024   73.948   73.832   73.936   74.405   74.548   74.557   74.524   74.411   74.271   74.250   74.179
1940,  4        73.990   73.890   73.862   74.012   74.384   74.530   74.566   74.530   74.381   74.277   74.189   74.286
1940,  5        73.975   73.890   73.890   74.051   74.420   74.542   74.563   74.545   74.350   74.292   74.216   74.204
1940,  6        73.993   73.881   73.908   74.103   74.411   74.518   74.563   74.554   74.347   74.335   74.329   74.164
1940,  7        73.948   73.914   73.905   74.061   74.466   74.490   74.545   74.496   74.359   74.356   74.237   74.335
1940,  8        73.926   73.923   73.902   74.091   74.405   74.506   74.554   74.502   74.344   74.304   74.201   74.256
1940,  9        73.954   73.872   73.908   74.167   74.402   74.478   74.551   74.499   74.353   74.289   74.198   74.137
1940, 10        73.954   73.865   73.920   74.155   74.423   74.506   74.551   74.478   74.478   74.283   74.179   74.329
1940, 11        73.926   73.939   73.911   74.176   74.408   74.515   74.475   74.484   74.435   74.307   74.225   74.161
1940, 12        73.975   73.862   73.905   74.195   74.396   74.506   74.493   74.506   74.384   74.332   74.448   74.140
1940, 13        73.942   73.875   73.853   74.256   74.393   74.563   74.542   74.478   74.381   74.335   74.207   74.161
1940, 14        73.929   73.859   73.896   74.335   74.390   74.515   74.554   74.463   74.332   74.216   74.125   74.216
1940, 15        74.061   73.951   73.933   74.253   74.356   74.588   74.566   74.432   74.335   74.219   74.121   74.192
1940, 16        74.024   73.926   73.917   74.250   74.408   74.527   74.542   74.469   74.332   74.231   74.268   74.185
1940, 17        73.987   73.890   73.914   74.204   74.466   74.533   74.536   74.463   74.365   74.289   74.298   74.198
1940, 18        74.054   73.872   73.865   74.359   74.487   74.570   74.527   74.460   74.350   74.210   74.216   74.253
1940, 19        74.131   73.841   73.926   74.341   74.396   74.606   74.524   74.484   74.347   74.216   74.204   74.219
1940, 20        74.079   73.856   73.905   74.192   74.414   74.597   74.560   74.432   74.341   74.256   74.289   74.259
1940, 21        74.112   73.875   73.920   74.173   74.420   74.545   74.554   74.420   74.365   74.198   74.192   74.228
1940, 22        73.993   73.881   73.945   74.259   74.417   74.548   74.551   74.448   74.341   74.228   74.274   74.250
1940, 23        73.914   73.923   73.951   74.323   74.432   74.557   74.548   74.417   74.341   74.307   74.112   74.189
1940, 24        73.899   73.881   73.957   74.338   74.420   74.490   74.554   74.399   74.368   74.228   74.222   74.231
1940, 25        73.942   73.917   73.969   74.353   74.438   74.600   74.560   74.414   74.310   74.198   74.158   74.222
1940, 26        73.917   73.902   73.963   74.356   74.460   74.570   74.582   74.371   74.356   74.185   74.073   74.158
1940, 27        73.966   73.847   73.923   74.356   74.484   74.603   74.557   74.344   74.405   74.182   74.131   74.192
1940, 28        73.954   73.884   73.902   74.365   74.502   74.573   74.542   74.332   74.356   74.158   74.207   74.173
1940, 29        73.896   73.899   73.887   74.359   74.457   74.624   74.542   74.381   74.268   74.131   74.219   74.121
1940, 30        73.917            73.920   74.381   74.475   74.609   74.585   74.387   74.280   74.115   74.158   74.326
1940, 31        73.926            73.945            74.448            74.548   74.384            74.143            74.344
1941,  1        74.289   74.304   74.307   74.359   74.457   74.384   74.341   74.274   74.225   74.152   73.993   73.933
1941,  2        74.228   74.283   74.314   74.396   74.384   74.381   74.323   74.274   74.170   74.070   74.128   74.015
1941,  3        74.359   74.286   74.280   74.399   74.472   74.362   74.295   74.268   74.158   74.112   74.091   74.036
1941,  4        74.350   74.295   74.301   74.365   74.490   74.347   74.314   74.265   74.155   74.054   74.064   74.006
1941,  5        74.368   74.295   74.329   74.347   74.451   74.344   74.326   74.256   74.198   74.134   74.000   74.003
1941,  6        74.335   74.277   74.317   74.353   74.429   74.362   74.317   74.237   74.256   74.018   73.829   74.170
1941,  7        74.307   74.283   74.301   74.402   74.438   74.362   74.326   74.262   74.228   74.094   74.070   73.990
1941,  8        74.307   74.353   74.259   74.417   74.457   74.448   74.396   74.274   74.128   74.164   74.182   73.969
1941,  9        74.301   74.384   74.262   74.423   74.423   74.381   74.335   74.256   74.103   74.036   74.109   74.079
1941, 10        74.320   74.359   74.310   74.414   74.420   74.347   74.341   74.195   74.195   74.088   74.094   74.070
1941, 11        74.289   74.365   74.250   74.414   74.445   74.332   74.307   74.289   74.161   74.085   74.100   73.972
1941, 12        74.323   74.329   74.292   74.429   74.442   74.314   74.280   74.237   74.161   74.039   74.015   73.917
1941, 13        74.301   74.341   74.335   74.463   74.435   74.326   74.283   74.225   74.134   74.048   74.021   73.881
1941, 14        74.301   74.362   74.359   74.487   74.432   74.362   74.283   74.271   74.198   74.161   74.045   74.054
1941, 15        74.231   74.365   74.338   74.512   74.417   74.359   74.280   74.210   74.225   74.143   74.054   74.045
1941, 16        74.219   74.356   74.329   74.448   74.426   74.350   74.298   74.195   74.164   74.039   74.018   74.076
