Year,Day           Jan      Feb      Mar      Apr      May      Jun      Jul      Aug      Sep      Oct      Nov      Dec
1973,  9        74.794*  74.867   74.811   75.177   75.357   75.377   75.209   74.962   74.717   74.399   74.287   74.158
1973, 10        74.837   74.859   74.830   75.229   75.356   75.355   75.166   74.954   74.745   74.352   74.273   74.294
1973, 11        74.838   74.794   74.894   75.354   75.409   75.358   75.148   74.976   74.765   74.367   74.266   74.272
1973, 12        74.794   74.793   74.983   75.347   75.412   75.354   75.141   74.964   74.678   74.400   74.304   74.234
1973, 13        74.775   74.823   74.967   75.326   75.443   75.339   75.195   74.948   74.631   74.449   74.269   74.223
1973, 14        74.790   74.787   74.931   75.344   75.407   75.339   75.216   74.932   74.573   74.551   74.283   74.234
1973, 15        74.776   74.794   74.993   75.322   75.373   75.276   75.161   74.881   74.580   74.497   74.144   74.219
1973, 16        74.814   74.785   75.026   75.322   75.389   75.249   75.114   74.864   74.562   74.470   74.155   74.189
1973, 17        74.776   74.807   74.853   75.361   75.385   75.204   75.076   74.858   74.512   74.430   74.310   74.093
1973, 18        74.737   74.826   75.172   75.322   75.386   75.239   75.072   74.852   74.513   74.371   74.251   74.242
1973, 19        74.752   74.827   75.157   75.296   75.414   75.243   75.070   74.837   74.572   74.367   74.209   74.201
1973, 20        74.786   74.797   75.114   75.247   75.362   75.250   75.048   74.838   74.564   74.349   74.184   74.199
1973, 21        74.750   74.771   75.069   75.302   75.358   75.263   75.001   74.874   74.526   74.343   74.186   74.330
1973, 22        74.757   74.783   75.017   75.359   75.377   75.256   74.982   74.822   74.549   74.342   74.276   74.366
1973, 23        74.900   74.798   75.086   75.367   75.352   75.257   74.958   74.829   74.533   74.346   74.240   74.390
1973, 24        74.873   74.799   75.130   75.358   75.325   75.246   74.958   74.780   74.450   74.311   74.200   74.312
1973, 25        74.847   74.773   75.099   75.292   75.294   75.248*  74.959   74.803   74.484   74.293   74.210   74.353
1973, 26        74.806   74.764   75.051   75.272   75.306   75.214   74.970   74.801   74.505   74.330   74.167   74.429
1973, 27        74.721   74.726   75.010   75.216   75.319   75.227   75.042   74.806   74.535   74.265   74.175   74.409
1973, 28        74.705   74.750   75.078   75.337   75.337   75.227   75.034   74.817   74.504   74.147   74.259   74.554
1973, 29        74.772            75.114   75.375   75.366   75.230   75.001   74.824   74.500   74.087   74.322   74.514
1973, 30        74.844            75.106   75.326   75.354   75.228   74.977   74.838   74.471   74.116   74.330   74.679
1973, 31        74.794            75.106            75.394            74.954   74.807            74.289            74.516
1974,  1        74.549   74.746   74.705   74.742   75.089   75.291   75.195   75.003   74.705   74.411   74.192   74.005
1974,  2        74.553   74.645   74.610   74.761   75.024   75.259   75.192   74.936   74.650   74.378   74.113   73.817
1974,  3        74.549   74.638   74.632   74.759   75.049   75.260   75.208   74.943   74.577   74.396   74.133   74.099
1974,  4        74.594   74.677   74.679   74.808   75.070   75.251   75.207   74.969   74.608   74.399   74.156   74.145
1974,  5        74.603   74.703   74.735   74.907   75.029   75.252   75.233   74.988   74.606   74.414   74.078   74.160
1974,  6        74.578   74.652   74.758   74.870   75.078   75.210   75.216   74.958   74.590   74.397   74.155   74.143
1974,  7        74.653   74.662   74.796   74.943   75.152   75.203   75.231   74.952   74.585   74.433   74.171   74.158
1974,  8        74.543   74.668   74.659   74.818   75.072   75.204   75.215   74.944   74.601   74.355   74.147   74.188
1974,  9        74.444   74.670   74.662   74.686   75.054   75.199   75.218   74.839   74.639   74.344   74.116   74.288
1974, 10        74.482   74.649   74.780   74.873   75.104   75.200   75.162   74.829   74.564   74.357   74.102   74.272
1974, 11        74.505   74.701   74.785   74.915   75.062   75.301   75.151   74.850   74.599   74.283   74.075   74.237
1974, 12        74.578   74.652   74.724   74.844   75.118   75.242   75.154   74.862   74.606   74.306   74.147   74.215
1974, 13        74.603   74.656   74.763   74.891   75.218   75.239   75.174   74.864   74.650   74.239   74.263   74.195
1974, 14        74.651   74.611   74.780   74.911   75.152   75.205   75.159   74.819   74.608   74.359   74.262   74.140
1974, 15        74.574   74.628   74.759   75.156   75.208   75.192   75.114   74.801   74.680   74.367   74.309   74.088
1974, 16        74.500   74.615   74.728   75.026   75.178   75.180   75.085   74.795   74.600   74.282   74.292   74.135
1974, 17        74.474   74.654   74.887   75.049   75.210   75.208   75.101   74.797   74.611   74.352   74.246   74.206
1974, 18        74.451   74.624   74.864   74.990   75.196   75.203   75.129   74.829   74.497   74.292   74.256   74.285
1974, 19        74.507   74.608   74.850   74.940   75.174   75.203   75.092   74.814   74.532   74.266   74.177   74.231
1974, 20        74.438   74.654   74.742   74.980   75.195   75.239   75.038   74.786   74.541   74.231   74.136   74.208
1974, 21        74.511   74.601   74.710   74.987   75.218   75.199   75.058   74.782   74.502   74.257   74.076   74.152
1974, 22        74.528   74.600   74.804   75.002   75.271   75.201   75.042   74.787   74.502   74.346   74.135   74.173
1974, 23        74.534   74.835   74.803   75.063   75.286   75.166   75.035   74.787   74.472   74.239   74.187   74.207
1974, 24        74.539   74.670   74.819   74.980   75.314   75.157*  75.009   74.774   74.482   74.207   74.260   74.199
1974, 25        74.542   74.633   74.763   75.035   75.343   75.139   74.978   74.742   74.532   74.252   74.182   74.126
1974, 26        74.526   74.660   74.833   75.031   75.308   75.116   74.963   74.745   74.487   74.263   74.169   74.182
1974, 27        74.684   74.656   74.787   75.034   75.260   75.121   74.974   74.793   74.474   74.176   74.148   74.278
1974, 28        74.639   74.672   74.689   75.065   75.264   75.124   74.981   74.750   74.451   74.177   74.130   74.221
1974, 29        74.659            74.621   75.061   75.247   75.154   74.967   74.704   74.542   74.184   74.163   74.227
1974, 30        74.689            74.624   75.052   75.254   75.196   74.980   74.721   74.519   74.163   74.124   74.192
1974, 31        74.846            74.698            75.284            75.016   74.769            74.195            74.162
1975,  1        74.167   74.364   74.535   74.621   74.675   74.735   74.655   74.581   74.420   74.421   74.366   74.433
1975,  2        74.139   74.383   74.452   74.610   74.732   74.739   74.691   74.579   74.445   74.388   74.275   74.249
1975,  3        74.180   74.387   74.460   74.463   74.723   74.698   74.662   74.565   74.413   74.537   74.280   74.206
1975,  4        74.184   74.344   74.451   74.632   74.668   74.700   74.665   74.581   74.434   74.388   74.326   74.146
1975,  5        74.116   74.367   74.423   74.615   74.700   74.685   74.662   74.551   74.420   74.373   74.277   74.196
1975,  6        74.091   74.399   74.436   74.626   74.679   74.742   74.645   74.460   74.415   74.445   74.251   74.193
1975,  7        74.159   74.420   74.397   74.621   74.728   74.720   74.651   74.476   74.369   74.345   74.241   74.101
1975,  8        74.125   74.435   74.413   74.623   74.750   74.705   74.671   74.511   74.455   74.338   74.282   74.084
1975,  9        74.206   74.379   74.412   74.631   74.765   74.680   74.684   74.540   74.419   74.238   74.229   74.041
1975, 10        74.169   74.395   74.392   74.626   74.756   74.721   74.644   74.532   74.377   74.312   74.344   74.191
1975, 11        74.257   74.364   74.376   74.643   74.759   74.689   74.690   74.521   74.423   74.347   74.447   74.223
1975, 12        74.380   74.345   74.402   74.637   74.721   74.721   74.630   74.510   74.414   74.328   74.275   74.141
1975, 13        74.277   74.386   74.468   74.633   74.742   74.754   74.612   74.510   74.402   74.342   74.262   74.082
1975, 14        74.221   74.375   74.321   74.632   74.742   74.730   74.633   74.545   74.395   74.328   74.239   74.236
1975, 15        74.223   74.337   74.433   74.609   74.723   74.713   74.655   74.491   74.415   74.329   74.302   74.229
1975, 16        74.262   74.313   74.440   74.625   74.767   74.769   74.629   74.490   74.394   74.400   74.273   74.158
1975, 17        74.240   74.267   74.381   74.630   74.726   74.728   74.631   74.503   74.351   74.282   74.269   74.201
1975, 18        74.375   74.351   74.399   74.614   74.735   74.775   74.619   74.514   74.309   74.112   74.230   74.223
1975, 19        74.411   74.369   74.399   74.832   74.733   74.752   74.649   74.485   74.350   74.177   74.195   74.152
1975, 20        74.248   74.350   74.477   74.846   74.735   74.720   74.665   74.465   74.374   74.306   74.170   74.014
1975, 21        74.367   74.349   74.474   74.706   74.730   74.731   74.661   74.477   74.403   74.367   74.215   74.144
1975, 22        74.326   74.334   74.469   74.712   74.726   74.734   74.673   74.451   74.439   74.326   74.273   74.267
1975, 23        74.299   74.315   74.612   74.663   74.719   74.742   74.669   74.423   74.386   74.268   74.215   74.272
1975, 24        74.315   74.304   74.459   74.723   74.683   74.733   74.677   74.445   74.278   74.296   74.137   74.268
1975, 25        74.280   74.455   74.572   74.686   74.653   74.671   74.738   74.457   74.179   74.324   74.054   74.265
1975, 26        74.516   74.745   74.583   74.725   74.707   74.658   74.671   74.476   74.339   74.299   74.109   74.196
1975, 27        74.361   74.613   74.554   74.743   74.738   74.674   74.652   74.493   74.397   74.281   74.163   74.315
1975, 28        74.337   74.501   74.559   74.738   74.727   74.674   74.660   74.480   74.399   74.295   74.221   74.320
1975, 29        74.331            74.600   74.700   74.691   74.659   74.625   74.415   74.383   74.269   74.156   74.317
1975, 30        74.344            74.661   74.657   74.680   74.632   74.633   74.363   74.410   74.198   74.261   74.363
1975, 31        74.368            74.661            74.719            74.608   74.360            74.222            74.341
1976,  1        74.234   74.316   74.452   74.942   75.091   75.121   75.069   74.861   74.759   74.503   74.387   74.298
1976,  2        74.199   74.441   74.269   74.974   75.106   75.163   75.136   74.850   74.671   74.501   74.400   74.301
1976,  3        74.337   74.375   74.349   75.031   75.221   75.194   75.100   74.893   74.694   74.472   74.412   74.211
1976,  4        74.338   74.360   74.420   75.023   75.227   75.157   75.050   74.894   74.761   74.461   74.384   74.161
1976,  5        74.267   74.284   74.506   75.131   75.207   75.163   75.067   74.899   74.706   74.472   74.395   74.289
1976,  6        74.316   74.314   74.591   75.089   75.133   75.179   75.057   74.817   74.669   74.484   74.480   74.290
1976,  7        74.340   74.327   74.651   75.064   75.048   75.207   75.048   74.748   74.673   74.475   74.397   74.314
1976,  8        74.232   74.363   74.628   75.036   75.212   75.185   75.046   74.793   74.642   74.410   74.356   74.219
1976,  9        74.303   74.321   74.612   75.046   75.187   75.140   75.029   74.803   74.612   74.349   74.345   74.242
1976, 10        74.249   74.299   74.619   75.096   75.146   75.155   75.013   74.816   74.702   74.480   74.365   74.340
1976, 11        74.184   74.320   74.645   75.007   75.138   75.160   75.014   74.828   74.729   74.458   74.342   74.398
1976, 12        74.262   74.274   74.596   75.034   75.176   75.054   75.013   74.838   74.659   74.470   74.339   74.355
1976, 13        74.328   74.308   74.733   75.080   75.177   75.096   75.019   74.851   74.674   74.549   74.409   74.319
1976, 14        74.445   74.277   74.708   75.033   75.167   75.135   75.008   74.819   74.658   74.527   74.475   74.413
1976, 15        74.408   74.286   74.699   75.035   75.136   75.122   75.007   74.848   74.618   74.546   74.356   74.370
1976, 16        74.417   74.291   74.583   75.037   75.100   75.130   75.008   74.858   74.570   74.528   74.345   74.244
1976, 17        74.348   74.286   74.641   75.037   75.162   75.107   75.061   74.841   74.541   74.456   74.338   74.285
1976, 18        74.336   74.270   74.582   75.031   75.133   75.065   75.049   74.813   74.587   74.446   74.346   74.258
1976, 19        74.325   74.402   74.617   75.044   75.224   75.073   75.033   74.809   74.624   74.384   74.340   74.248
1976, 20        74.355   74.355   74.638   75.041   75.234   75.081   75.030   74.818   74.579   74.351   74.271   74.256
1976, 21        74.318   74.333   74.796   74.980   75.231   75.040   74.969   74.819   74.578   74.511   74.312   74.331
1976, 22        74.344   74.393   74.795   75.053   75.266   75.051   74.929   74.806   74.634   74.598   74.349   74.314
1976, 23        74.290   74.411   74.850   75.096   75.288   75.049   74.944   74.745   74.682   74.551   74.376   74.311
1976, 24        74.260   74.449   74.837   75.038   75.268   75.049   74.947   74.722   74.639   74.403   74.311   74.295
1976, 25        74.248   74.444   74.860   74.920   75.253   75.070   74.916   74.737   74.621   74.352   74.242   74.314
1976, 26        74.302   74.458   74.835   74.973   75.263   75.118   74.956   74.724   74.538   74.353   74.243   74.287
1976, 27        74.324   74.521   74.877   75.100   75.300   75.096   74.956   74.726   74.513   74.395   74.296   74.275
1976, 28        74.328   74.469   74.999   75.118   75.255   75.107   74.870   74.759   74.552   74.535   74.270   74.212
1976, 29        74.341   74.519   74.848   75.145   75.213   75.072   74.838   74.776   74.646   74.559   74.295   74.281
1976, 30        74.294            74.794   75.137   75.198   75.012   74.856   74.735   74.517   74.453   74.353   74.328
1976, 31        74.312            74.874            75.193            74.872   74.749            74.365            74.306
1977,  1        74.312   74.231   74.179   74.514   74.607   74.538   74.690   74.592   74.570   74.349   74.397   74.398
1977,  2        74.287   74.171   74.184   74.480   74.635   74.555   74.663   74.582   74.555   74.438   74.365   74.607
1977,  3        74.254   74.187   74.135   74.631   74.588   74.549   74.611   74.568   74.523   74.476   74.340   74.498
1977,  4        74.252   74.178   74.060   74.445   74.565   74.562   74.621   74.585   74.504   74.505   74.339   74.450
1977,  5        74.219   74.199   74.185   74.577   74.580   74.535   74.587   74.585   74.521   74.538   74.221   74.216
1977,  6        74.197   74.235   74.225   74.727   74.635   74.513   74.549   74.606   74.499   74.544   74.258   74.207
1977,  7        74.232   74.219   74.209   74.578   74.584   74.510   74.543   74.593   74.460   74.444   74.169   74.379
1977,  8        74.202   74.180   74.197   74.636   74.551   74.538   74.608   74.611   74.442   74.444   74.270   74.353
1977,  9        74.204   74.156   74.189   74.609   74.429   74.470   74.606   74.577   74.498   74.532   74.320   74.542
1977, 10        74.154   74.140   74.203   74.553   74.544   74.483   74.566   74.558   74.579   74.535   74.375   74.424
1977, 11        74.296   74.146   74.223   74.540   74.588   74.509   74.560   74.588   74.469   74.492   74.546   74.412
1977, 12        74.262   74.137   74.223   74.544   74.628   74.515   74.586   74.625   74.462   74.569   74.426   74.451
1977, 13        74.226   74.155   74.258   74.556   74.589   74.507   74.636   74.608   74.445   74.475   74.345   74.423
1977, 14        74.197   74.195   74.348   74.547   74.571   74.488   74.612   74.606   74.479   74.435   74.383   74.504
1977, 15        74.233   74.173   74.348   74.547   74.580   74.486   74.620   74.605   74.439   74.451   74.397   74.564
1977, 16        74.281   74.152   74.451   74.545   74.599   74.490   74.609   74.537   74.459   74.427   74.416   74.581
1977, 17        74.251   74.143   74.484   74.530   74.618   74.530   74.636   74.629   74.478   74.392   74.412   74.493
1977, 18        74.254   74.113   74.279   74.523   74.592   74.514   74.614   74.666   74.466   74.435   74.498   74.450
1977, 19        74.242   74.130   74.426   74.511   74.572   74.569   74.628   74.624   74.434   74.432   74.456   74.526
1977, 20        74.242   74.151   74.396   74.507   74.574   74.553   74.641   74.642   74.311   74.433   74.360   74.548
1977, 21        74.213   74.180   74.470   74.515   74.561   74.546   74.618   74.592   74.420   74.490   74.476   74.655
1977, 22        74.214   74.113   74.323   74.517   74.561   74.535   74.547   74.694   74.424   74.469   74.413   74.778
1977, 23        74.212   74.042   74.429   74.465   74.559   74.534   74.607   74.653   74.415   74.401   74.322   74.816
1977, 24        74.196   74.033   74.518   74.482   74.562   74.517   74.640   74.602   74.356   74.412   74.478   74.736
1977, 25        74.183   74.128   74.484   74.532   74.561   74.537   74.623   74.579   74.410   74.418   74.349   74.858
1977, 26        74.194   74.139   74.471   74.586   74.540   74.560   74.570   74.570   74.486   74.446   74.416   74.834
1977, 27        74.244   74.139   74.439   74.618   74.556   74.559   74.598   74.583   74.573   74.414   74.405   74.791
1977, 28        74.201   74.198   74.419   74.622   74.516   74.555   74.576   74.586   74.508   74.406   74.358   74.789*
1977, 29        74.293            74.456   74.676   74.487   74.651   74.588   74.582   74.497   74.354   74.366   74.750*
1977, 30        74.295            74.486   74.644   74.514   74.641   74.580   74.509   74.510   74.338   74.318   74.713
1977, 31        74.316            74.529            74.512            74.546   74.512            74.354            74.646
1978,  1        74.554   74.797   74.544   74.703   74.999   74.917   74.779   74.635   74.457   74.364   74.184   74.184
1978,  2        74.671   74.757   74.562   74.710   74.991   74.934   74.747   74.604   74.481   74.298   74.258   74.148
1978,  3        74.731   74.752   74.517   74.660   74.970   74.935   74.727   74.633   74.472   74.255   74.182   74.043
1978,  4        74.692   74.746   74.566   74.736   74.929   74.916   74.739   74.634   74.462   74.322   74.183   74.265
1978,  5        74.650   74.720   74.550   74.830   74.921   74.926   74.762   74.609   74.428   74.293   74.164   74.275
1978,  6        74.540   74.708   74.533   74.784   74.934   74.917   74.754   74.602   74.483   74.340   74.202   74.213
1978,  7        74.563   74.694   74.510   74.861   74.953   74.890   74.746   74.575   74.400   74.367   74.151   74.103
1978,  8        74.744   74.732   74.475   74.887   74.931   74.905   74.748   74.622   74.391   74.307   74.165   74.139
1978,  9        74.933   74.751   74.474   74.874   74.991   74.907   74.755   74.652   74.354   74.335   74.221   74.142
1978, 10        74.929   74.733   74.462   74.844   75.019   74.891   74.773   74.600   74.347   74.338   74.119   74.182
1978, 11        74.910   74.754   74.459   74.889   74.961   74.913   74.733   74.574   74.398   74.281   74.146   74.203
1978, 12        74.810   74.759   74.448   74.962   74.936   74.909   74.758   74.576   74.326   74.325   74.026   74.229
1978, 13        74.739   74.703   74.428   75.000   74.917   74.922   74.732   74.589   74.299   74.271   74.083   74.345
1978, 14        74.692   74.685   74.437   75.023   74.881   74.922   74.710   74.577   74.338   74.199   74.265   74.277
1978, 15        74.836   74.690   74.490   74.987   74.857   74.914   74.708   74.559   74.460   74.242   74.182   74.326
1978, 16        74.827   74.675   74.453   74.964   74.888   74.871   74.698   74.592   74.393   74.203   74.117   74.227
1978, 17        74.758   74.688   74.460   74.953   74.912   74.869   74.672   74.643   74.316   74.229   74.119   74.293
1978, 18        74.753   74.678   74.496   74.914   74.954   74.897   74.679   74.569   74.245   74.269   74.336   74.228
1978, 19        74.771   74.676   74.531   74.864   74.984   74.875   74.675   74.572   74.282   74.241   74.241   74.244
1978, 20        74.671   74.654   74.460   74.888   74.992   74.882   74.680   74.557   74.350   74.240   74.100   74.107
1978, 21        74.785   74.647   74.507   75.005   74.978   74.839   74.667   74.539   74.374   74.267   74.084   74.321
1978, 22        74.816   74.660   74.573   75.015   74.990   74.892   74.669   74.556   74.326   74.274   74.088   74.279
1978, 23        74.815   74.657   74.583   75.031   74.953   74.867   74.712   74.531   74.336   74.218   74.124   74.321
1978, 24        74.790   74.635   74.575   75.019   74.944   74.856   74.660   74.443   74.368   74.207   74.199   74.211
1978, 25        74.742   74.580   74.534   74.978   74.954   74.832   74.653   74.456   74.319   74.260   74.132   74.221
1978, 26        74.763   74.600   74.516   74.965   74.949   74.806   74.678   74.506   74.321   74.269   74.098   74.329
1978, 27        74.890   74.590   74.587   74.963   74.940   74.832   74.731   74.442   74.370   74.248   73.990   74.279
1978, 28        74.821   74.563   74.661   74.972   74.940   74.831   74.680   74.485   74.318   74.266   74.132   74.228
1978, 29        74.817            74.666   74.982   74.932   74.830   74.653   74.557   74.306   74.182   74.181   74.174
1978, 30        74.806            74.645   74.987   74.920   74.789   74.596   74.510   74.319   74.209   74.268   74.167
1978, 31        74.792            74.649            74.945            74.601   74.452            74.254            74.227
1979,  1        74.318   74.395   74.179   74.521   74.878   74.787   74.707   74.645   74.530   74.412   74.291   74.280
1979,  2        74.293   74.386   74.225   74.580   74.836   74.815   74.751   74.691   74.552   74.378   74.313   74.230
1979,  3        74.422   74.350   74.216   74.717   74.819   74.817   74.744   74.679   74.549   74.367   74.285   74.370
1979,  4        74.479   74.370   74.235   74.596   74.906   74.801   74.723   74.671   74.493   74.394   74.284   74.390
1979,  5        74.375   74.390   74.280   74.765   74.905   74.807   74.713   74.685   74.491   74.399   74.250   74.312
1979,  6        74.281   74.321   74.303   74.984   74.867   74.770   74.711   74.613   74.487   74.538   74.245   74.322
1979,  7        74.258   74.263   74.327   74.797   74.799   74.759   74.724   74.648   74.470   74.527   74.248   74.294
1979,  8        74.276   74.322   74.343   74.715   74.835   74.783   74.724   74.672   74.451   74.457   74.311   74.352
1979,  9        74.338   74.301   74.364   74.580   74.881   74.780   74.695   74.603   74.466   74.382   74.218   74.362
1979, 10        74.313   74.286   74.418   74.705   74.847   74.784   74.681   74.589   74.518   74.386   74.292   74.203
1979, 11        74.298   74.281   74.474   74.709   74.821   74.853   74.692   74.582   74.465   74.415   74.221   74.276
1979, 12        74.292   74.269   74.476   74.691   74.840   74.807   74.701   74.533   74.431   74.416   74.222   74.266
1979, 13        74.258   74.269   74.445   74.646   74.876   74.810   74.692   74.568   74.454   74.484   74.208   74.140
1979, 14        74.381   74.262   74.588   74.728   74.847   74.794   74.672   74.687   74.527   74.411   74.219   74.216
1979, 15        74.373   74.230   74.505   74.752   74.830   74.813   74.675   74.629   74.577   74.409   74.250   74.253
1979, 16        74.324   74.231   74.483   74.758   74.839   74.808   74.678   74.581   74.569   74.349   74.256   74.306
1979, 17        74.257   74.259   74.442   74.778   74.814   74.782   74.621   74.596   74.612   74.356   74.363   74.224
1979, 18        74.311   74.226   74.418   74.767   74.803   74.721   74.646   74.582   74.629   74.327   74.196   74.159
1979, 19        74.283   74.241   74.422   74.763   74.793   74.721   74.660   74.578   74.541   74.334   74.153   74.049
1979, 20        74.266   74.258   74.461   74.774   74.797   74.718   74.655   74.545   74.573   74.381   74.211   74.101
1979, 21        74.303   74.237   74.457   74.761   74.828   74.738   74.654   74.544   74.596   74.393   74.163   74.192
1979, 22        74.374   74.263   74.482   74.778   74.797   74.757   74.661   74.514   74.476   74.357   74.204   74.187
1979, 23        74.308   74.200   74.474   74.783   74.767*  74.826   74.630   74.533   74.439   74.374   74.206   74.158
1979, 24        74.242   74.228   74.485   74.757   74.685*  74.759   74.634   74.554   74.437   74.413   74.243   74.108
1979, 25        74.291   74.153   74.535   74.741   74.528   74.725   74.641   74.600   74.487   74.384   74.169   73.983
1979, 26        74.359   74.113   74.633   74.760   74.673   74.731   74.685   74.542   74.471   74.369   74.221   74.161
1979, 27        74.357   74.201   74.625   74.804   74.793   74.773   74.653   74.534   74.445   74.327   74.427   74.217
1979, 28        74.378   74.225   74.543   74.817   74.801   74.747   74.655   74.525   74.454*  74.337   74.343   74.268
1979, 29        74.414            74.578   74.849   74.805   74.713   74.653   74.553   74.431   74.311   74.372   74.283
1979, 30        74.401            74.525   74.817   74.813   74.693   74.640   74.579   74.419   74.285   74.375   74.254
1979, 31        74.393            74.595            74.818            74.671   74.520            74.246            74.220
1980,  1        74.192   74.397   74.195   74.517   74.783   74.823   74.801   74.776   74.588   74.382   74.309   74.216
1980,  2        74.170   74.410   74.176   74.547   74.798   74.777   74.795   74.791   74.618   74.405   74.246   74.169
1980,  3        74.150   74.388   74.192   74.525   74.817   74.795   74.803   74.798   74.603   74.322   74.252   74.211
1980,  4        74.125   74.373   74.172   74.535   74.793   74.793   74.798   74.786   74.576   74.372   74.341   74.184
1980,  5        74.043   74.346   74.159   74.640   74.763   74.788   74.793   74.750   74.644   74.400   74.286   74.179
1980,  6        74.090   74.300   74.182   74.564   74.786   74.753   74.768   74.802   74.601   74.359   74.332   74.164
1980,  7        74.338   74.297   74.159   74.587   74.833   74.769   74.802   74.784   74.573   74.342   74.272   74.137
1980,  8        74.332   74.308   74.139   74.585   74.860   74.855   74.784   74.794   74.536   74.423   74.214   74.202
1980,  9        74.263   74.284   74.200   74.592   74.868   74.856   74.774   74.777   74.570   74.317   74.258   74.179
1980, 10        74.236   74.284   74.178   74.655   74.824   74.831   74.779   74.725   74.562   74.297   74.298   74.248
1980, 11        74.404   74.286   74.310   74.715   74.805   74.826   74.801   74.704   74.659   74.365   74.244   74.163
1980, 12        74.638   74.287   74.245   74.684   74.800   74.812   74.770   74.740   74.499   74.338   74.221   74.208
1980, 13        74.363   74.277   74.147   74.791   74.780   74.810   74.774   74.730   74.446   74.315   74.208   74.226
1980, 14        74.370   74.284   74.205   74.642   74.792   74.797   74.776   74.751   74.471   74.300   74.208   74.256
1980, 15        74.271   74.243   74.241   74.774   74.813   74.755   74.781   74.744   74.450   74.250   74.209   74.161
1980, 16        74.190   74.210   74.158   74.731   74.818   74.775   74.767   74.694   74.484   74.233   74.175   74.136
1980, 17        74.249   74.252   74.193   74.769   74.775   74.799   74.764   74.674   74.523   74.245   74.152   74.242
1980, 18        74.367   74.291   74.336   74.785   74.821   74.796   74.764   74.684   74.437   74.349   74.118   74.386
1980, 19        74.421   74.236   74.256   74.749   74.807   74.738   74.755   74.700   74.459   74.328   74.178   74.329
1980, 20        74.425   74.194   74.249   74.764   74.788   74.818   74.755   74.630   74.485   74.295   74.206   74.291
1980, 21        74.412   74.216   74.224   74.764   74.815   74.822   74.780   74.626   74.420   74.292   74.226   74.307
1980, 22        74.393   74.139   74.356   74.728   74.841   74.817   74.804   74.630   74.459   74.248   74.212   74.300
1980, 23        74.462   74.231   74.404   74.692   74.828   74.806   74.805   74.627   74.441   74.200   74.201   74.329
1980, 24        74.415   74.283   74.385   74.744   74.806   74.815   74.808   74.620   74.372   74.175   74.173   74.254
1980, 25        74.356   74.222   74.444   74.757   74.766   74.807   74.823   74.620   74.397   74.141   74.177   74.213
1980, 26        74.375   74.199   74.491   74.761   74.788   74.811   74.783   74.613   74.493   74.545   74.170   74.296
1980, 27        74.377   74.220   74.504   74.706   74.812   74.778   74.754   74.612   74.455   74.439   74.089   74.264
1980, 28        74.404   74.205   74.506   74.667   74.799   74.753   74.759   74.521   74.408   74.326   74.116   74.305
1980, 29        74.387   74.219   74.488   74.709   74.780   74.766   74.803   74.533   74.368   74.288   74.271   74.295
1980, 30        74.399            74.478   74.759   74.767   74.794   74.819   74.554   74.425   74.283   74.258   74.254
1980, 31        74.379            74.463            74.818            74.797   74.582            74.393            74.277
1981,  1        74.257   74.096   74.553   74.432   74.487   74.640   74.658   74.680   74.552   74.418   74.421   74.342
1981,  2        74.330   74.167   74.548   74.483   74.508   74.622   74.671   74.690   74.562   74.460   74.429   74.413
1981,  3        74.253   74.148   74.484   74.455   74.518   74.627   74.706   74.678   74.551   74.473   74.416   74.386
1981,  4        74.282   74.147   74.443   74.453   74.506   74.658   74.720   74.663   74.542   74.498   74.410   74.358
1981,  5        74.252   74.123   74.382   74.504   74.512   74.660   74.715   74.667   74.555   74.453   74.398   74.326
1981,  6        74.244   74.111   74.464   74.482   74.488   74.695   74.741   74.660   74.554   74.499   74.450   74.313
1981,  7        74.299   74.088   74.470   74.456   74.528   74.664   74.741   74.622   74.558   74.595   74.435   74.304
1981,  8        74.261   74.101   74.464   74.435   74.534   74.654   74.775   74.600   74.616   74.484   74.446   74.269
1981,  9        74.234   74.130   74.483   74.451   74.531   74.691   74.772   74.673   74.601   74.445   74.412   74.296
1981, 10        74.256   74.049   74.489   74.439   74.493   74.684   74.758   74.674   74.677   74.414   74.387   74.286
1981, 11        74.255   74.149   74.476   74.432   74.511*  74.708   74.758   74.688   74.608   74.397   74.410   74.288
1981, 12        74.213   74.164   74.493   74.310   74.611   74.674   74.743   74.707   74.610   74.359   74.366   74.272
1981, 13        74.161   74.102   74.534   74.365   74.661   74.652   74.746   74.686   74.624   74.378   74.398   74.289
1981, 14        74.144   74.101   74.485   74.540   74.612   74.650   74.714   74.656   74.590   74.384   74.353   74.283
1981, 15        74.118   74.090   74.523   74.458   74.555   74.667   74.717   74.677   74.563   74.406   74.300   74.261
1981, 16        74.129   74.116   74.432   74.527   74.603   74.694*  74.730   74.674   74.487   74.399   74.304   74.297
1981, 17        74.156   74.146   74.489   74.467   74.594     -      74.720   74.655   74.427   74.373   74.356   74.240
1981, 18        74.184   74.159   74.483   74.488   74.618     -      74.702   74.654   74.520   74.466   74.390   74.211
1981, 19        74.197   74.175   74.440   74.472   74.633     -      74.684   74.647   74.558   74.528   74.378   74.223
1981, 20        74.139   74.189   74.407   74.448   74.622   74.637*  74.694   74.626   74.534   74.480   74.308   74.251
1981, 21        74.130   74.272   74.421   74.457   74.637   74.656   74.696   74.630   74.512   74.394   74.414   74.289
1981, 22        74.165   74.280   74.414   74.440   74.607   74.722   74.684   74.613   74.441   74.296   74.439   74.264
