t,v,s,f,q
2017-01-02T17:06:00Z,74.194,0.000,"0,0,0,0",v
2017-01-02T17:12:00Z,74.193,0.000,"0,0,0,0",v
2017-01-02T17:18:00Z,74.189,0.000,"0,0,0,0",v
2017-01-02T17:24:00Z,74.189,0.000,"0,0,0,0",v
2017-01-02T17:30:00Z,74.185,0.001,"0,0,0,0",v
2017-01-02T17:36:00Z,74.183,0.000,"0,0,0,0",v
2017-01-02T17:42:00Z,74.181,0.000,"0,0,0,0",v
2017-01-02T17:48:00Z,74.181,0.001,"0,0,0,0",v
2017-01-02T17:54:00Z,74.185,0.000,"0,0,0,0",v
2017-01-02T18:00:00Z,74.183,0.000,"0,0,0,0",v
2017-01-02T18:06:00Z,74.183,0.000,"0,0,0,0",v
2017-01-02T18:12:00Z,74.183,0.000,"0,0,0,0",v
2017-01-02T18:18:00Z,74.18,0.000,"0,0,0,0",v
2017-01-02T18:24:00Z,74.176,0.001,"0,0,0,0",v
2017-01-02T18:30:00Z,74.172,0.000,"0,0,0,0",v
2017-01-02T18:36:00Z,74.169,0.000,"0,0,0,0",v
2017-01-02T18:42:00Z,74.168,0.000,"0,0,0,0",v
2017-01-02T18:48:00Z,74.165,0.000,"0,0,0,0",v
2017-01-02T18:54:00Z,74.164,0.000,"0,0,0,0",v
2017-01-02T19:00:00Z,74.164,0.000,"0,0,0,0",v
2017-01-02T19:06:00Z,74.163,0.000,"0,0,0,0",v
2017-01-02T19:12:00Z,74.162,0.000,"0,0,0,0",v
2017-01-02T19:18:00Z,74.16,0.000,"0,0,0,0",v
2017-01-02T19:24:00Z,74.158,0.000,"0,0,0,0",v
2017-01-02T19:30:00Z,74.158,0.000,"0,0,0,0",v
2017-01-02T19:36:00Z,74.158,0.000,"0,0,0,0",v
2017-01-02T19:42:00Z,74.157,0.000,"0,0,0,0",v
2017-01-02T19:48:00Z,74.156,0.000,"0,0,0,0",v
2017-01-02T19:54:00Z,74.156,0.000,"0,0,0,0",v
2017-01-02T20:00:00Z,74.156,0.000,"0,0,0,0",v
2017-01-02T20:06:00Z,74.158,0.000,"0,0,0,0",v
2017-01-02T20:12:00Z,74.159,0.000,"0,0,0,0",v
2017-01-02T20:18:00Z,74.159,0.000,"0,0,0,0",v
2017-01-02T20:24:00Z,74.16,0.000,"0,0,0,0",v
2017-01-02T20:30:00Z,74.16,0.000,"0,0,0,0",v
2017-01-02T20:36:00Z,74.16,0.000,"0,0,0,0",v
2017-01-02T20:42:00Z,74.161,0.000,"0,0,0,0",v
2017-01-02T20:48:00Z,74.161,0.000,"0,0,0,0",v
2017-01-02T20:54:00Z,74.163,0.000,"0,0,0,0",v
2017-01-02T21:00:00Z,74.167,0.001,"0,0,0,0",v
2017-01-02T21:06:00Z,74.169,0.000,"0,0,0,0",v
2017-01-02T21:12:00Z,74.169,0.000,"0,0,0,0",v
2017-01-02T21:18:00Z,74.17,0.000,"0,0,0,0",v
2017-01-02T21:24:00Z,74.17,0.000,"0,0,0,0",v
2017-01-02T21:30:00Z,74.17,0.000,"0,0,0,0",v
2017-01-02T21:36:00Z,74.169,0.000,"0,0,0,0",v
2017-01-02T21:42:00Z,74.168,0.000,"0,0,0,0",v
2017-01-02T21:48:00Z,74.169,0.000,"0,0,0,0",v
2017-01-02T21:54:00Z,74.169,0.000,"0,0,0,0",v
2017-01-02T22:00:00Z,74.169,0.000,"0,0,0,0",v
2017-01-02T22:06:00Z,74.169,0.000,"0,0,0,0",v
2017-01-02T22:12:00Z,74.168,0.000,"0,0,0,0",v
2017-01-02T22:18:00Z,74.169,0.000,"0,0,0,0",v
2017-01-02T22:24:00Z,74.167,0.000,"0,0,0,0",v
2017-01-02T22:30:00Z,74.166,0.000,"0,0,0,0",v
2017-01-02T22:36:00Z,74.166,0.000,"0,0,0,0",v
2017-01-02T22:42:00Z,74.165,0.000,"0,0,0,0",v
2017-01-02T22:48:00Z,74.164,0.001,"0,0,0,0",v
2017-01-02T22:54:00Z,74.163,0.000,"0,0,0,0",v
2017-01-02T23:00:00Z,74.162,0.000,"0,0,0,0",v
2017-01-02T23:06:00Z,74.162,0.000,"0,0,0,0",v
2017-01-02T23:12:00Z,74.16,0.001,"0,0,0,0",v
2017-01-02T23:18:00Z,74.158,0.000,"0,0,0,0",v
2017-01-02T23:24:00Z,74.156,0.000,"0,0,0,0",v
2017-01-02T23:30:00Z,74.155,0.000,"0,0,0,0",v
2017-01-02T23:36:00Z,74.156,0.000,"0,0,0,0",v
2017-01-02T23:42:00Z,74.156,0.000,"0,0,0,0",v
2017-01-02T23:48:00Z,74.154,0.000,"0,0,0,0",v
2017-01-02T23:54:00Z,74.153,0.000,"0,0,0,0",v
2017-01-03T00:00:00Z,74.153,0.000,"0,0,0,0",v
2017-01-03T00:06:00Z,74.152,0.001,"0,0,0,0",v
2017-01-03T00:12:00Z,74.149,0.000,"0,0,0,0",v
2017-01-03T00:18:00Z,74.146,0.001,"0,0,0,0",v
2017-01-03T00:24:00Z,74.145,0.000,"0,0,0,0",v
2017-01-03T00:30:00Z,74.144,0.000,"0,0,0,0",v
2017-01-03T00:36:00Z,74.144,0.000,"0,0,0,0",v
2017-01-03T00:42:00Z,74.143,0.000,"0,0,0,0",v
2017-01-03T00:48:00Z,74.142,0.000,"0,0,0,0",v
2017-01-03T00:54:00Z,74.143,0.000,"0,0,0,0",v
2017-01-03T01:00:00Z,74.143,0.000,"0,0,0,0",v
2017-01-03T01:06:00Z,74.142,0.000,"0,0,0,0",v
2017-01-03T01:12:00Z,74.142,0.000,"0,0,0,0",v
2017-01-03T01:18:00Z,74.139,0.000,"0,0,0,0",v
2017-01-03T01:24:00Z,74.139,0.001,"0,0,0,0",v
2017-01-03T01:30:00Z,74.138,0.000,"0,0,0,0",v
2017-01-03T01:36:00Z,74.136,0.000,"0,0,0,0",v
2017-01-03T01:42:00Z,74.136,0.000,"0,0,0,0",v
2017-01-03T01:48:00Z,74.134,0.000,"0,0,0,0",v
2017-01-03T01:54:00Z,74.134,0.000,"0,0,0,0",v
2017-01-03T02:00:00Z,74.133,0.000,"0,0,0,0",v
2017-01-03T02:06:00Z,74.131,0.000,"0,0,0,0",v
2017-01-03T02:12:00Z,74.129,0.000,"0,0,0,0",v
2017-01-03T02:18:00Z,74.128,0.000,"0,0,0,0",v
2017-01-03T02:24:00Z,74.125,0.000,"0,0,0,0",v
2017-01-03T02:30:00Z,74.123,0.000,"0,0,0,0",v
2017-01-03T02:36:00Z,74.122,0.000,"0,0,0,0",v
2017-01-03T02:42:00Z,74.122,0.000,"0,0,0,0",v
2017-01-03T02:48:00Z,74.122,0.000,"0,0,0,0",v
2017-01-03T02:54:00Z,74.122,0.000,"0,0,0,0",v
2017-01-03T03:00:00Z,74.123,0.000,"0,0,0,0",v
2017-01-03T03:06:00Z,74.126,0.000,"0,0,0,0",v
2017-01-03T03:12:00Z,74.13,0.001,"0,0,0,0",v
2017-01-03T03:18:00Z,74.133,0.001,"0,0,0,0",v
2017-01-03T03:24:00Z,74.139,0.001,"0,0,0,0",v
2017-01-03T03:30:00Z,74.143,0.000,"0,0,0,0",v
2017-01-03T03:36:00Z,74.149,0.001,"0,0,0,0",v
2017-01-03T03:42:00Z,74.151,0.000,"0,0,0,0",v
2017-01-03T03:48:00Z,74.155,0.001,"0,0,0,0",v
2017-01-03T03:54:00Z,74.16,0.000,"0,0,0,0",v
2017-01-03T04:00:00Z,74.163,0.000,"0,0,0,0",v
2017-01-03T04:06:00Z,74.166,0.001,"0,0,0,0",v
2017-01-03T04:12:00Z,74.168,0.000,"0,0,0,0",v
2017-01-03T04:18:00Z,74.169,0.000,"0,0,0,0",v
2017-01-03T04:24:00Z,74.169,0.000,"0,0,0,0",v
2017-01-03T04:30:00Z,74.169,0.000,"0,0,0,0",v
2017-01-03T04:36:00Z,74.168,0.000,"0,0,0,0",v
2017-01-03T04:42:00Z,74.169,0.000,"0,0,0,0",v
2017-01-03T04:48:00Z,74.167,0.000,"0,0,0,0",v
2017-01-03T04:54:00Z,74.167,0.000,"0,0,0,0",v
2017-01-03T05:00:00Z,74.165,0.000,"0,0,0,0",v
2017-01-03T05:06:00Z,74.164,0.000,"0,0,0,0",v
2017-01-03T05:12:00Z,74.162,0.000,"0,0,0,0",v
2017-01-03T05:18:00Z,74.162,0.000,"0,0,0,0",v
2017-01-03T05:24:00Z,74.16,0.000,"0,0,0,0",v
2017-01-03T05:30:00Z,74.156,0.000,"0,0,0,0",v
2017-01-03T05:36:00Z,74.154,0.001,"0,0,0,0",v
2017-01-03T05:42:00Z,74.149,0.001,"0,0,0,0",v
2017-01-03T05:48:00Z,74.144,0.001,"0,0,0,0",v
2017-01-03T05:54:00Z,74.138,0.001,"0,0,0,0",v
2017-01-03T06:00:00Z,74.134,0.001,"0,0,0,0",v
2017-01-03T06:06:00Z,74.129,0.001,"0,0,0,0",v
2017-01-03T06:12:00Z,74.127,0.000,"0,0,0,0",v
2017-01-03T06:18:00Z,74.125,0.000,"0,0,0,0",v
2017-01-03T06:24:00Z,74.125,0.000,"0,0,0,0",v
2017-01-03T06:30:00Z,74.125,0.000,"0,0,0,0",v
2017-01-03T06:36:00Z,74.13,0.001,"0,0,0,0",v
2017-01-03T06:42:00Z,74.131,0.000,"0,0,0,0",v
2017-01-03T06:48:00Z,74.134,0.001,"0,0,0,0",v
2017-01-03T06:54:00Z,74.136,0.001,"0,0,0,0",v
2017-01-03T07:00:00Z,74.139,0.000,"0,0,0,0",v
2017-01-03T07:06:00Z,74.141,0.001,"0,0,0,0",v
2017-01-03T07:12:00Z,74.145,0.000,"0,0,0,0",v
2017-01-03T07:18:00Z,74.147,0.001,"0,0,0,0",v
2017-01-03T07:24:00Z,74.154,0.001,"0,0,0,0",v
2017-01-03T07:30:00Z,74.16,0.000,"0,0,0,0",v
2017-01-03T07:36:00Z,74.163,0.001,"0,0,0,0",v
2017-01-03T07:42:00Z,74.166,0.000,"0,0,0,0",v
2017-01-03T07:48:00Z,74.169,0.001,"0,0,0,0",v
2017-01-03T07:54:00Z,74.171,0.000,"0,0,0,0",v
2017-01-03T08:00:00Z,74.172,0.000,"0,0,0,0",v
2017-01-03T08:06:00Z,74.171,0.000,"0,0,0,0",v
2017-01-03T08:12:00Z,74.176,0.001,"0,0,0,0",v
2017-01-03T08:18:00Z,74.18,0.001,"0,0,0,0",v
2017-01-03T08:24:00Z,74.184,0.001,"0,0,0,0",v
2017-01-03T08:30:00Z,74.187,0.001,"0,0,0,0",v
2017-01-03T08:36:00Z,74.19,0.000,"0,0,0,0",v
2017-01-03T08:42:00Z,74.19,0.000,"0,0,0,0",v
2017-01-03T08:48:00Z,74.188,0.001,"0,0,0,0",v
2017-01-03T08:54:00Z,74.187,0.000,"0,0,0,0",v
2017-01-03T09:00:00Z,74.184,0.000,"0,0,0,0",v
2017-01-03T09:06:00Z,74.181,0.001,"0,0,0,0",v
2017-01-03T09:12:00Z,74.175,0.000,"0,0,0,0",v
2017-01-03T09:18:00Z,74.173,0.001,"0,0,0,0",v
2017-01-03T09:24:00Z,74.168,0.001,"0,0,0,0",v
2017-01-03T09:30:00Z,74.166,0.000,"0,0,0,0",v
2017-01-03T09:36:00Z,74.164,0.001,"0,0,0,0",v
2017-01-03T09:42:00Z,74.165,0.000,"0,0,0,0",v
2017-01-03T09:48:00Z,74.161,0.000,"0,0,0,0",v
2017-01-03T09:54:00Z,74.16,0.000,"0,0,0,0",v
2017-01-03T10:00:00Z,74.159,0.001,"0,0,0,0",v
2017-01-03T10:06:00Z,74.156,0.000,"0,0,0,0",v
2017-01-03T10:12:00Z,74.152,0.000,"0,0,0,0",v
2017-01-03T10:18:00Z,74.152,0.000,"0,0,0,0",v
2017-01-03T10:24:00Z,74.148,0.000,"0,0,0,0",v
2017-01-03T10:30:00Z,74.146,0.001,"0,0,0,0",v
2017-01-03T10:36:00Z,74.144,0.000,"0,0,0,0",v
2017-01-03T10:42:00Z,74.142,0.000,"0,0,0,0",v
2017-01-03T10:48:00Z,74.144,0.000,"0,0,0,0",v
2017-01-03T10:54:00Z,74.144,0.000,"0,0,0,0",v
2017-01-03T11:00:00Z,74.143,0.000,"0,0,0,0",v
2017-01-03T11:06:00Z,74.139,0.001,"0,0,0,0",v
2017-01-03T11:12:00Z,74.134,0.001,"0,0,0,0",v
2017-01-03T11:18:00Z,74.132,0.000,"0,0,0,0",v
2017-01-03T11:24:00Z,74.132,0.000,"0,0,0,0",v
2017-01-03T11:30:00Z,74.133,0.000,"0,0,0,0",v
2017-01-03T11:36:00Z,74.134,0.000,"0,0,0,0",v
2017-01-03T11:42:00Z,74.137,0.001,"0,0,0,0",v
2017-01-03T11:48:00Z,74.142,0.000,"0,0,0,0",v
2017-01-03T11:54:00Z,74.145,0.000,"0,0,0,0",v
2017-01-03T12:00:00Z,74.147,0.001,"0,0,0,0",v
2017-01-03T12:06:00Z,74.149,0.000,"0,0,0,0",v
2017-01-03T12:12:00Z,74.15,0.000,"0,0,0,0",v
2017-01-03T12:18:00Z,74.152,0.000,"0,0,0,0",v
2017-01-03T12:24:00Z,74.153,0.000,"0,0,0,0",v
2017-01-03T12:30:00Z,74.155,0.000,"0,0,0,0",v
2017-01-03T12:36:00Z,74.155,0.000,"0,0,0,0",v
2017-01-03T12:42:00Z,74.158,0.000,"0,0,0,0",v
2017-01-03T12:48:00Z,74.162,0.001,"0,0,0,0",v
2017-01-03T12:54:00Z,74.167,0.001,"0,0,0,0",v
2017-01-03T13:00:00Z,74.171,0.001,"0,0,0,0",v
2017-01-03T13:06:00Z,74.178,0.000,"0,0,0,0",v
2017-01-03T13:12:00Z,74.181,0.001,"0,0,0,0",v
2017-01-03T13:18:00Z,74.185,0.000,"0,0,0,0",v
2017-01-03T13:24:00Z,74.186,0.000,"0,0,0,0",v
2017-01-03T13:30:00Z,74.186,0.000,"0,0,0,0",v
2017-01-03T13:36:00Z,74.187,0.000,"0,0,0,0",v
2017-01-03T13:42:00Z,74.19,0.000,"0,0,0,0",v
2017-01-03T13:48:00Z,74.19,0.000,"0,0,0,0",v
2017-01-03T13:54:00Z,74.193,0.001,"0,0,0,0",v
2017-01-03T14:00:00Z,74.194,0.000,"0,0,0,0",v
2017-01-03T14:06:00Z,74.193,0.000,"0,0,0,0",v
2017-01-03T14:12:00Z,74.19,0.000,"0,0,0,0",v
2017-01-03T14:18:00Z,74.189,0.001,"0,0,0,0",v
2017-01-03T14:24:00Z,74.184,0.001,"0,0,0,0",v
2017-01-03T14:30:00Z,74.18,0.001,"0,0,0,0",v
2017-01-03T14:36:00Z,74.175,0.000,"0,0,0,0",v
2017-01-03T14:42:00Z,74.169,0.001,"0,0,0,0",v
2017-01-03T14:48:00Z,74.161,0.001,"0,0,0,0",v
2017-01-03T14:54:00Z,74.156,0.001,"0,0,0,0",v
2017-01-03T15:00:00Z,74.15,0.001,"0,0,0,0",v
2017-01-03T15:06:00Z,74.148,0.000,"0,0,0,0",v
2017-01-03T15:12:00Z,74.143,0.000,"0,0,0,0",v
2017-01-03T15:18:00Z,74.141,0.001,"0,0,0,0",v
2017-01-03T15:24:00Z,74.136,0.000,"0,0,0,0",v
2017-01-03T15:30:00Z,74.132,0.001,"0,0,0,0",v
2017-01-03T15:36:00Z,74.128,0.001,"0,0,0,0",v
2017-01-03T15:42:00Z,74.126,0.000,"0,0,0,0",v
2017-01-03T15:48:00Z,74.123,0.000,"0,0,0,0",v
2017-01-03T15:54:00Z,74.122,0.000,"0,0,0,0",v
2017-01-03T16:00:00Z,74.12,0.000,"0,0,0,0",v
2017-01-03T16:06:00Z,74.12,0.000,"0,0,0,0",v
2017-01-03T16:12:00Z,74.12,0.000,"0,0,0,0",v
2017-01-03T16:18:00Z,74.122,0.000,"0,0,0,0",v
2017-01-03T16:24:00Z,74.125,0.001,"0,0,0,0",v
2017-01-03T16:30:00Z,74.125,0.000,"0,0,0,0",v
2017-01-03T16:36:00Z,74.127,0.000,"0,0,0,0",v
2017-01-03T16:42:00Z,74.13,0.000,"0,0,0,0",v
2017-01-03T16:48:00Z,74.132,0.000,"0,0,0,0",v
2017-01-03T16:54:00Z,74.133,0.000,"0,0,0,0",v
2017-01-03T17:00:00Z,74.134,0.000,"0,0,0,0",v
2017-01-03T17:06:00Z,74.137,0.001,"0,0,0,0",v
2017-01-03T17:12:00Z,74.144,0.001,"0,0,0,0",v
2017-01-03T17:18:00Z,74.147,0.001,"0,0,0,0",v
2017-01-03T17:24:00Z,74.151,0.001,"0,0,0,0",v
2017-01-03T17:30:00Z,74.159,0.000,"0,0,0,0",v
2017-01-03T17:36:00Z,74.16,0.001,"0,0,0,0",v
2017-01-03T17:42:00Z,74.166,0.001,"0,0,0,0",v
2017-01-03T17:48:00Z,74.171,0.000,"0,0,0,0",v
2017-01-03T17:54:00Z,74.17,0.000,"0,0,0,0",v
2017-01-03T18:00:00Z,74.173,0.001,"0,0,0,0",v
2017-01-03T18:06:00Z,74.175,0.000,"0,0,0,0",v
2017-01-03T18:12:00Z,74.175,0.000,"0,0,0,0",v
2017-01-03T18:18:00Z,74.176,0.000,"0,0,0,0",v
2017-01-03T18:24:00Z,74.176,0.000,"0,0,0,0",v
2017-01-03T18:30:00Z,74.176,0.001,"0,0,0,0",v
2017-01-03T18:36:00Z,74.18,0.000,"0,0,0,0",v
2017-01-03T18:42:00Z,74.183,0.000,"0,0,0,0",v
2017-01-03T18:48:00Z,74.185,0.000,"0,0,0,0",v
2017-01-03T18:54:00Z,74.185,0.000,"0,0,0,0",v
2017-01-03T19:00:00Z,74.186,0.001,"0,0,0,0",v
2017-01-03T19:06:00Z,74.186,0.000,"0,0,0,0",v
2017-01-03T19:12:00Z,74.187,0.000,"0,0,0,0",v
2017-01-03T19:18:00Z,74.187,0.000,"0,0,0,0",v
2017-01-03T19:24:00Z,74.186,0.000,"0,0,0,0",v
2017-01-03T19:30:00Z,74.185,0.000,"0,0,0,0",v
2017-01-03T19:36:00Z,74.184,0.000,"0,0,0,0",v
2017-01-03T19:42:00Z,74.184,0.000,"0,0,0,0",v
2017-01-03T19:48:00Z,74.182,0.000,"0,0,0,0",v
2017-01-03T19:54:00Z,74.179,0.000,"0,0,0,0",v
2017-01-03T20:00:00Z,74.176,0.001,"0,0,0,0",v
2017-01-03T20:06:00Z,74.174,0.000,"0,0,0,0",v
2017-01-03T20:12:00Z,74.171,0.000,"0,0,0,0",v
2017-01-03T20:18:00Z,74.17,0.000,"0,0,0,0",v
2017-01-03T20:24:00Z,74.169,0.000,"0,0,0,0",v
2017-01-03T20:30:00Z,74.168,0.000,"0,0,0,0",v
2017-01-03T20:36:00Z,74.168,0.000,"0,0,0,0",v
2017-01-03T20:42:00Z,74.169,0.000,"0,0,0,0",v
2017-01-03T20:48:00Z,74.167,0.001,"0,0,0,0",v
2017-01-03T20:54:00Z,74.165,0.000,"0,0,0,0",v
2017-01-03T21:00:00Z,74.163,0.000,"0,0,0,0",v
2017-01-03T21:06:00Z,74.16,0.001,"0,0,0,0",v
2017-01-03T21:12:00Z,74.156,0.001,"0,0,0,0",v
2017-01-03T21:18:00Z,74.152,0.000,"0,0,0,0",v
2017-01-03T21:24:00Z,74.148,0.000,"0,0,0,0",v
2017-01-03T21:30:00Z,74.146,0.000,"0,0,0,0",v
2017-01-03T21:36:00Z,74.144,0.000,"0,0,0,0",v
2017-01-03T21:42:00Z,74.145,0.000,"0,0,0,0",v
2017-01-03T21:48:00Z,74.145,0.000,"0,0,0,0",v
2017-01-03T21:54:00Z,74.145,0.000,"0,0,0,0",v
2017-01-03T22:00:00Z,74.146,0.000,"0,0,0,0",v
2017-01-03T22:06:00Z,74.148,0.001,"0,0,0,0",v
2017-01-03T22:12:00Z,74.149,0.000,"0,0,0,0",v
2017-01-03T22:18:00Z,74.149,0.000,"0,0,0,0",v
2017-01-03T22:24:00Z,74.15,0.000,"0,0,0,0",v
2017-01-03T22:30:00Z,74.15,0.000,"0,0,0,0",v
2017-01-03T22:36:00Z,74.151,0.000,"0,0,0,0",v
2017-01-03T22:42:00Z,74.149,,"0,0,0,0",v
2017-01-03T22:48:00Z,74.15,0.000,"0,0,0,0",v
2017-01-03T22:54:00Z,74.148,0.001,"0,0,0,0",v
2017-01-03T23:00:00Z,74.147,0.000,"0,0,0,0",v
2017-01-03T23:06:00Z,74.148,0.000,"0,0,0,0",v
2017-01-03T23:12:00Z,74.147,0.000,"0,0,0,0",v
2017-01-03T23:18:00Z,74.146,0.000,"0,0,0,0",v
2017-01-03T23:24:00Z,74.146,0.000,"0,0,0,0",v
2017-01-03T23:30:00Z,74.146,0.000,"0,0,0,0",v
2017-01-03T23:36:00Z,74.146,0.000,"0,0,0,0",v
2017-01-03T23:42:00Z,74.143,0.000,"0,0,0,0",v
2017-01-03T23:48:00Z,74.143,0.000,"0,0,0,0",v
2017-01-03T23:54:00Z,74.142,0.000,"0,0,0,0",v
2017-01-04T00:00:00Z,74.14,,"0,0,0,0",v
2017-01-04T00:06:00Z,74.14,0.000,"0,0,0,0",v
2017-01-04T00:12:00Z,74.14,0.001,"0,0,0,0",v
2017-01-04T00:18:00Z,74.136,0.001,"0,0,0,0",v
2017-01-04T00:24:00Z,74.138,0.000,"0,0,0,0",v
2017-01-04T00:30:00Z,74.136,0.000,"0,0,0,0",v
2017-01-04T00:36:00Z,74.136,0.000,"0,0,0,0",v
2017-01-04T00:42:00Z,74.132,0.000,"0,0,0,0",v
2017-01-04T00:48:00Z,74.129,,"0,0,0,0",v
2017-01-04T00:54:00Z,74.127,0.001,"0,0,0,0",v
2017-01-04T01:00:00Z,74.126,0.000,"0,0,0,0",v
2017-01-04T01:06:00Z,74.126,0.000,"0,0,0,0",v
2017-01-04T01:12:00Z,74.125,0.000,"0,0,0,0",v
2017-01-04T01:18:00Z,74.125,0.000,"0,0,0,0",v
2017-01-04T01:24:00Z,74.125,0.000,"0,0,0,0",v
2017-01-04T01:30:00Z,74.125,0.000,"0,0,0,0",v
2017-01-04T01:36:00Z,74.124,0.000,"0,0,0,0",v
2017-01-04T01:42:00Z,NA,,"1,1,1,1",p
2017-01-04T01:48:00Z,74.125,,"0,0,0,0",v
2017-01-04T01:54:00Z,74.125,0.001,"0,0,0,0",v
2017-01-04T02:00:00Z,74.125,0.001,"0,0,0,0",v
2017-01-04T02:06:00Z,74.128,0.001,"0,0,0,0",v
2017-01-04T02:12:00Z,NA,,"1,1,1,1",p
2017-01-04T02:18:00Z,NA,,"1,1,1,1",p
2017-01-04T02:24:00Z,NA,,"1,1,1,1",p
2017-01-04T02:30:00Z,NA,,"1,1,1,1",p
2017-01-04T02:36:00Z,NA,,"1,1,1,1",p
2017-01-04T02:42:00Z,NA,,"1,1,1,1",p
2017-01-04T02:48:00Z,74.145,,"0,0,0,0",v
2017-01-04T02:54:00Z,74.147,0.001,"0,0,0,0",v
2017-01-04T03:00:00Z,74.149,,"0,0,0,0",v
2017-01-04T03:06:00Z,74.151,0.001,"0,0,0,0",v
2017-01-04T03:12:00Z,NA,,"1,1,1,1",p
2017-01-04T03:18:00Z,74.156,,"0,0,0,0",v
2017-01-04T03:24:00Z,74.16,0.001,"0,0,0,0",v
2017-01-04T03:30:00Z,74.163,0.001,"0,0,0,0",v
2017-01-04T03:36:00Z,74.167,0.000,"0,0,0,0",v
2017-01-04T03:42:00Z,74.168,0.000,"0,0,0,0",v
2017-01-04T03:48:00Z,74.171,0.000,"0,0,0,0",v
2017-01-04T03:54:00Z,74.171,0.000,"0,0,0,0",v
2017-01-04T04:00:00Z,74.172,0.000,"0,0,0,0",v
2017-01-04T04:06:00Z,74.17,0.000,"0,0,0,0",v
2017-01-04T04:12:00Z,74.17,0.000,"0,0,0,0",v
2017-01-04T04:18:00Z,74.169,0.000,"0,0,0,0",v
2017-01-04T04:24:00Z,74.168,0.001,"0,0,0,0",v
2017-01-04T04:30:00Z,74.167,,"0,0,0,0",v
2017-01-04T04:36:00Z,74.167,0.000,"0,0,0,0",v
2017-01-04T04:42:00Z,74.168,0.000,"0,0,0,0",v
2017-01-04T04:48:00Z,NA,,"1,1,1,1",p
2017-01-04T04:54:00Z,NA,,"1,1,1,1",p
2017-01-04T05:00:00Z,74.17,,"0,0,0,0",v
2017-01-04T05:06:00Z,74.171,0.000,"0,0,0,0",v
2017-01-04T05:12:00Z,74.172,,"0,0,0,0",v
2017-01-04T05:18:00Z,74.173,0.000,"0,0,0,0",v
2017-01-04T05:24:00Z,NA,,"1,1,1,1",p
2017-01-04T05:30:00Z,NA,,"1,1,1,1",p
2017-01-04T05:36:00Z,74.177,,"0,0,0,0",v
2017-01-04T05:42:00Z,74.181,0.000,"0,0,0,0",v
2017-01-04T05:48:00Z,74.179,0.000,"0,0,0,0",v
2017-01-04T05:54:00Z,74.182,0.000,"0,0,0,0",v
2017-01-04T06:00:00Z,74.182,0.000,"0,0,0,0",v
2017-01-04T06:06:00Z,74.184,,"0,0,0,0",v
2017-01-04T06:12:00Z,74.184,0.000,"0,0,0,0",v
2017-01-04T06:18:00Z,74.185,0.000,"0,0,0,0",v
2017-01-04T06:24:00Z,74.187,,"0,0,0,0",v
2017-01-04T06:30:00Z,74.19,0.000,"0,0,0,0",v
2017-01-04T06:36:00Z,74.191,0.000,"0,0,0,0",v
2017-01-04T06:42:00Z,74.195,0.000,"0,0,0,0",v
2017-01-04T06:48:00Z,74.196,0.001,"0,0,0,0",v
2017-01-04T06:54:00Z,74.2,0.001,"0,0,0,0",v
2017-01-04T07:00:00Z,74.202,0.000,"0,0,0,0",v
2017-01-04T07:06:00Z,74.204,0.000,"0,0,0,0",v
2017-01-04T07:12:00Z,74.206,0.000,"0,0,0,0",v
2017-01-04T07:18:00Z,74.208,0.000,"0,0,0,0",v
2017-01-04T07:24:00Z,74.208,0.000,"0,0,0,0",v
2017-01-04T07:30:00Z,74.209,0.000,"0,0,0,0",v
2017-01-04T07:36:00Z,74.208,0.000,"0,0,0,0",v
2017-01-04T07:42:00Z,74.209,0.000,"0,0,0,0",v
2017-01-04T07:48:00Z,74.209,0.000,"0,0,0,0",v
2017-01-04T07:54:00Z,74.211,0.000,"0,0,0,0",v
2017-01-04T08:00:00Z,74.211,0.000,"0,0,0,0",v
2017-01-04T08:06:00Z,74.211,0.000,"0,0,0,0",v
2017-01-04T08:12:00Z,74.212,0.000,"0,0,0,0",v
2017-01-04T08:18:00Z,74.213,0.000,"0,0,0,0",v
2017-01-04T08:24:00Z,74.215,0.000,"0,0,0,0",v
2017-01-04T08:30:00Z,74.219,0.001,"0,0,0,0",v
2017-01-04T08:36:00Z,74.222,,"0,0,0,0",v
2017-01-04T08:42:00Z,74.226,0.000,"0,0,0,0",v
2017-01-04T08:48:00Z,74.227,0.001,"0,0,0,0",v
2017-01-04T08:54:00Z,74.229,0.001,"0,0,0,0",v
2017-01-04T09:00:00Z,74.231,0.000,"0,0,0,0",v
2017-01-04T09:06:00Z,74.231,0.000,"0,0,0,0",v
2017-01-04T09:12:00Z,74.231,0.000,"0,0,0,0",v
2017-01-04T09:18:00Z,74.231,0.000,"0,0,0,0",v
2017-01-04T09:24:00Z,74.232,0.000,"0,0,0,0",v
2017-01-04T09:30:00Z,74.231,0.000,"0,0,0,0",v
2017-01-04T09:36:00Z,74.231,0.000,"0,0,0,0",v
2017-01-04T09:42:00Z,74.231,0.000,"0,0,0,0",v
2017-01-04T09:48:00Z,74.232,0.000,"0,0,0,0",v
2017-01-04T09:54:00Z,74.231,0.000,"0,0,0,0",v
2017-01-04T10:00:00Z,74.232,0.000,"0,0,0,0",v
2017-01-04T10:06:00Z,74.234,0.000,"0,0,0,0",v
2017-01-04T10:12:00Z,74.235,0.000,"0,0,0,0",v
2017-01-04T10:18:00Z,74.235,0.000,"0,0,0,0",v
2017-01-04T10:24:00Z,74.236,0.000,"0,0,0,0",v
