Sim	Year	Month	QM	ontNTS	ontNBS	erieOut	stlouisontOut	iceInd
1339	2049	11	43	6715	333	6382	1034	0
1340	2049	11	44	6783	373	6410	1227	0
1341	2049	12	45	7450	987	6463	1133	0
1342	2049	12	46	7304	567	6737	1091	0
1343	2049	12	47	7717	1033	6684	1112	0
1344	2049	12	48	8967	2258	6709	1516	0
1345	2050	1	1	8795	1917	6878	1820	0
1346	2050	1	2	8679	1865	6814	1750	2
1347	2050	1	3	9002	2323	6679	1825	2
1348	2050	1	4	9924	3111	6813	2031	1
1349	2050	2	5	8350	1623	6727	1842	1
1350	2050	2	6	7231	676	6555	1648	1
1351	2050	2	7	7053	497	6556	1338	1
1352	2050	2	8	8903	2261	6642	1135	1
1353	2050	3	9	10285	3373	6912	2000	1
1354	2050	3	10	10613	3517	7096	2808	1
1355	2050	3	11	9573	2621	6952	3302	0
1356	2050	3	12	10195	3012	7183	3973	0
1357	2050	4	13	11456	4020	7436	4491	0
1358	2050	4	14	10823	3251	7572	4177	0
1359	2050	4	15	9839	2099	7740	3617	0
1360	2050	4	16	10505	2563	7942	3461	0
1361	2050	5	17	9539	1710	7829	3503	0
1362	2050	5	18	9283	1509	7774	2881	0
1363	2050	5	19	8624	869	7755	2167	0
1364	2050	5	20	9436	1773	7663	2010	0
1365	2050	6	21	8663	997	7666	1421	0
1366	2050	6	22	8603	938	7665	1199	0
1367	2050	6	23	8264	680	7584	1159	0
1368	2050	6	24	8176	731	7445	905	0
1369	2050	7	25	7784	350	7434	770	0
1370	2050	7	26	7556	316	7240	734	0
1371	2050	7	27	7016	-85	7101	675	0
1372	2050	7	28	8001	828	7173	644	0
1373	2050	8	29	7584	414	7170	824	0
1374	2050	8	30	6974	-90	7064	851	0
1375	2050	8	31	7179	212	6967	780	0
1376	2050	8	32	7907	981	6926	865	0
1377	2050	9	33	7357	520	6837	1045	0
1378	2050	9	34	8342	1446	6896	1157	0
1379	2050	9	35	6563	-236	6799	1399	0
1380	2050	9	36	6732	23	6709	1038	0
1381	2050	10	37	7912	1039	6873	1053	0
1382	2050	10	38	6879	71	6808	1473	0
1383	2050	10	39	6977	276	6701	1456	0
1384	2050	10	40	5910	-601	6511	1620	0
1385	2050	11	41	6192	-177	6369	1420	0
1386	2050	11	42	6201	-145	6346	1382	0
1387	2050	11	43	6858	495	6363	1343	0
1388	2050	11	44	7505	920	6585	1749	0
1389	2050	12	45	7127	527	6600	1998	0
1390	2050	12	46	6937	420	6517	1761	0
1391	2050	12	47	7181	676	6505	1689	0
1392	2050	12	48	8544	1845	6699	1771	0
1393	2051	1	1	7346	442	6904	1632	0
1394	2051	1	2	7589	814	6775	1636	0
1395	2051	1	3	7700	972	6728	1823	0
1396	2051	1	4	7087	459	6628	1645	0
1397	2051	2	5	6534	24	6510	1368	2
1398	2051	2	6	6812	349	6463	1154	2
1399	2051	2	7	8713	2077	6636	1270	1
1400	2051	2	8	8388	1608	6780	1274	1
1401	2051	3	9	8650	1821	6829	1126	1
1402	2051	3	10	8804	1682	7122	1783	1
1403	2051	3	11	11134	4104	7030	2721	0
1404	2051	3	12	10905	3802	7103	3447	0
1405	2051	4	13	10481	3204	7277	3329	0
1406	2051	4	14	11280	3828	7452	3807	0
1407	2051	4	15	9415	2073	7342	3671	0
1408	2051	4	16	9574	2215	7359	3322	0
1409	2051	5	17	8371	1090	7281	2814	0
1410	2051	5	18	7818	673	7145	1971	0
1411	2051	5	19	7931	808	7123	1424	0
1412	2051	5	20	7817	696	7121	1364	0
1413	2051	6	21	8059	882	7177	1253	0
1414	2051	6	22	7944	632	7312	1171	0
1415	2051	6	23	8175	832	7343	1059	0
1416	2051	6	24	7926	752	7174	1181	0
1417	2051	7	25	7300	248	7052	1137	0
1418	2051	7	26	7119	138	6981	1071	0
1419	2051	7	27	7356	346	7010	1074	0
1420	2051	7	28	7283	307	6976	1190	0
1421	2051	8	29	7252	374	6878	1197	0
1422	2051	8	30	6847	-31	6878	1165	0
1423	2051	8	31	6561	-200	6761	1144	0
1424	2051	8	32	6547	-162	6709	935	0
1425	2051	9	33	6709	43	6666	1000	0
1426	2051	9	34	6115	-550	6665	957	0
1427	2051	9	35	6222	-408	6630	1000	0
1428	2051	9	36	5718	-786	6504	1066	0
1429	2051	10	37	5847	-574	6421	1063	0
1430	2051	10	38	6391	53	6338	1254	0
1431	2051	10	39	6014	-273	6287	1253	0
1432	2051	10	40	6991	722	6269	1333	0
1433	2051	11	41	6244	39	6205	1491	0
1434	2051	11	42	6068	-21	6089	1465	0
1435	2051	11	43	6078	105	5973	1417	0
1436	2051	11	44	6467	424	6043	1484	0
1437	2051	12	45	7119	1097	6022	1776	0
1438	2051	12	46	6737	594	6143	1918	0
1439	2051	12	47	6387	270	6117	1689	0
1440	2051	12	48	6339	333	6006	1444	2
1441	2052	1	1	6309	271	6038	1586	2
1442	2052	1	2	5946	-52	5998	1565	1
1443	2052	1	3	6664	582	6082	1318	1
1444	2052	1	4	6844	663	6181	1300	1
1445	2052	2	5	7805	1563	6242	1549	1
1446	2052	2	6	8892	2514	6378	1982	1
1447	2052	2	7	10485	4081	6404	2933	1
1448	2052	2	8	10100	3642	6458	4046	0
1449	2052	3	9	8059	1698	6361	3618	0
1450	2052	3	10	7325	1014	6311	2670	0
1451	2052	3	11	6983	687	6296	2300	0
1452	2052	3	12	7869	1577	6292	2446	0
1453	2052	4	13	7861	1582	6279	2925	0
1454	2052	4	14	8161	1909	6252	3045	0
1455	2052	4	15	8118	1647	6471	3069	0
1456	2052	4	16	8233	1694	6539	2732	0
1457	2052	5	17	7206	600	6606	2222	0
1458	2052	5	18	8338	1660	6678	2183	0
1459	2052	5	19	7147	556	6591	2428	0
1460	2052	5	20	7368	766	6602	2063	0
1461	2052	6	21	7261	672	6589	1984	0
1462	2052	6	22	7610	947	6663	1788	0
1463	2052	6	23	8016	1241	6775	1832	0
1464	2052	6	24	7174	413	6761	1937	0
1465	2052	7	25	6695	21	6674	1673	0
1466	2052	7	26	6438	-160	6598	1321	0
1467	2052	7	27	6712	132	6580	1072	0
1468	2052	7	28	6999	394	6605	986	0
1469	2052	8	29	7213	564	6649	953	0
1470	2052	8	30	7333	716	6617	1042	0
1471	2052	8	31	6032	-444	6476	1123	0
1472	2052	8	32	7019	539	6480	891	0
1473	2052	9	33	8227	1502	6725	986	0
1474	2052	9	34	6913	239	6674	1247	0
1475	2052	9	35	7098	525	6573	1266	0
1476	2052	9	36	6412	-98	6510	1156	0
1477	2052	10	37	6805	311	6494	1060	0
1478	2052	10	38	6218	-110	6328	1101	0
1479	2052	10	39	7271	886	6385	1028	0
1480	2052	10	40	7673	1232	6441	1446	0
1481	2052	11	41	7272	756	6516	1426	0
1482	2052	11	42	6489	134	6355	1246	0
1483	2052	11	43	6766	531	6235	1100	0
1484	2052	11	44	6537	261	6276	1111	0
1485	2052	12	45	6631	446	6185	962	0
1486	2052	12	46	6523	256	6267	931	0
1487	2052	12	47	6711	541	6170	905	0
1488	2052	12	48	6782	419	6363	785	0
1489	2053	1	1	7421	1018	6403	928	0
1490	2053	1	2	6456	424	6032	1036	2
1491	2053	1	3	6357	390	5967	1229	2
1492	2053	1	4	7492	1383	6109	1583	1
1493	2053	2	5	7515	1364	6151	1872	1
1494	2053	2	6	6780	742	6038	1404	1
1495	2053	2	7	7891	1745	6146	1054	1
1496	2053	2	8	7509	1265	6244	1106	1
1497	2053	3	9	7688	1376	6312	1047	1
1498	2053	3	10	9091	2656	6435	1502	1
1499	2053	3	11	9193	2636	6557	2233	0
1500	2053	3	12	9107	2458	6649	2530	0
1501	2053	4	13	8538	1739	6799	2486	0
1502	2053	4	14	8354	1554	6800	2238	0
1503	2053	4	15	8803	1955	6848	2659	0
1504	2053	4	16	7912	1125	6787	2778	0
1505	2053	5	17	7632	991	6641	2313	0
1506	2053	5	18	7176	650	6526	1826	0
1507	2053	5	19	7323	797	6526	1415	0
1508	2053	5	20	7500	976	6524	1255	0
1509	2053	6	21	7447	851	6596	947	0
1510	2053	6	22	7124	563	6561	997	0
1511	2053	6	23	7570	869	6701	1134	0
1512	2053	6	24	7720	1030	6690	1237	0
1513	2053	7	25	7014	401	6613	1067	0
1514	2053	7	26	6825	284	6541	875	0
1515	2053	7	27	6431	24	6407	827	0
1516	2053	7	28	6046	-255	6301	617	0
1517	2053	8	29	5968	-248	6216	551	0
1518	2053	8	30	5664	-492	6156	649	0
1519	2053	8	31	5997	-161	6158	542	0
1520	2053	8	32	5790	-310	6100	606	0
1521	2053	9	33	5864	-221	6085	586	0
1522	2053	9	34	5789	-178	5967	667	0
1523	2053	9	35	5541	-364	5905	593	0
1524	2053	9	36	5601	-182	5783	532	0
1525	2053	10	37	5649	-226	5875	491	0
1526	2053	10	38	5557	-218	5775	539	0
1527	2053	10	39	5282	-407	5689	565	0
1528	2053	10	40	5385	-163	5548	439	0
1529	2053	11	41	6566	844	5722	510	0
1530	2053	11	42	5838	43	5795	750	0
1531	2053	11	43	6510	801	5709	778	0
1532	2053	11	44	6296	438	5858	934	0
1533	2053	12	45	6947	1037	5910	979	0
1534	2053	12	46	6507	544	5963	1305	0
1535	2053	12	47	7067	1092	5975	1251	0
1536	2053	12	48	7876	1577	6299	1411	0
1537	2054	1	1	7281	967	6314	1541	0
1538	2054	1	2	7374	1045	6329	1537	0
1539	2054	1	3	6718	650	6068	1515	0
1540	2054	1	4	7013	911	6102	1220	0
1541	2054	2	5	7930	1585	6345	1615	0
1542	2054	2	6	6936	810	6126	1611	0
1543	2054	2	7	7256	1193	6063	1284	0
1544	2054	2	8	6784	732	6052	1362	0
1545	2054	3	9	6608	701	5907	1265	0
1546	2054	3	10	6318	335	5983	1196	0
1547	2054	3	11	7388	1196	6192	1273	0
1548	2054	3	12	7074	1000	6074	1514	0
1549	2054	4	13	7466	1286	6180	1424	0
1550	2054	4	14	8726	2357	6369	1725	0
1551	2054	4	15	8482	1942	6540	2186	0
1552	2054	4	16	9670	3236	6434	2650	0
1553	2054	5	17	10493	3737	6756	2931	0
1554	2054	5	18	8634	1821	6813	3537	0
1555	2054	5	19	8562	1824	6738	2787	0
1556	2054	5	20	7778	1020	6758	2539	0
1557	2054	6	21	7322	616	6706	2387	0
1558	2054	6	22	6667	68	6599	1826	0
1559	2054	6	23	6695	137	6558	1335	0
1560	2054	6	24	7618	1005	6613	998	0
1561	2054	7	25	7328	650	6678	946	0
1562	2054	7	26	6493	-144	6637	952	0
1563	2054	7	27	6925	346	6579	811	0
1564	2054	7	28	6647	80	6567	866	0
1565	2054	8	29	6711	96	6615	809	0
1566	2054	8	30	6280	-274	6554	875	0
1567	2054	8	31	6355	-230	6585	912	0
1568	2054	8	32	6386	-96	6482	783	0
1569	2054	9	33	6229	-259	6488	811	0
1570	2054	9	34	5981	-464	6445	709	0
1571	2054	9	35	6360	-9	6369	709	0
1572	2054	9	36	5504	-686	6190	724	0
1573	2054	10	37	6566	289	6277	635	0
1574	2054	10	38	5630	-558	6188	827	0
1575	2054	10	39	5267	-746	6013	820	0
1576	2054	10	40	5284	-700	5984	730	0
1577	2054	11	41	5764	-200	5964	734	0
1578	2054	11	42	5948	31	5917	873	0
1579	2054	11	43	6421	395	6026	978	0
1580	2054	11	44	6506	433	6073	1007	0
1581	2054	12	45	7407	1193	6214	1155	0
1582	2054	12	46	7800	1507	6293	1444	0
1583	2054	12	47	7188	892	6296	1633	0
1584	2054	12	48	7084	874	6210	1549	2
1585	2055	1	1	7609	1461	6148	1358	2
1586	2055	1	2	7350	1366	5984	1476	2
1587	2055	1	3	6356	440	5916	1581	2
1588	2055	1	4	7208	1311	5897	1375	1
1589	2055	2	5	7522	1498	6024	1370	1
1590	2055	2	6	9362	3199	6163	1723	1
1591	2055	2	7	9072	2840	6232	2414	1
1592	2055	2	8	9178	2880	6298	2690	0
1593	2055	3	9	7755	1452	6303	2211	0
1594	2055	3	10	7033	788	6245	1531	1
1595	2055	3	11	8480	2037	6443	1304	1
1596	2055	3	12	8358	1855	6503	1523	0
1597	2055	4	13	9288	2553	6735	2168	0
1598	2055	4	14	8897	2280	6617	2871	0
1599	2055	4	15	8760	2009	6751	3059	0
1600	2055	4	16	8730	2042	6688	3009	0
1601	2055	5	17	8474	1748	6726	2831	0
1602	2055	5	18	8016	1389	6627	2221	0
1603	2055	5	19	8399	1658	6741	1932	0
1604	2055	5	20	8571	1713	6858	2170	0
1605	2055	6	21	7515	842	6673	2010	0
1606	2055	6	22	7021	390	6631	1415	0
1607	2055	6	23	7476	860	6616	1171	0
1608	2055	6	24	7959	1223	6736	1149	0
1609	2055	7	25	7147	563	6584	1208	0
1610	2055	7	26	6899	385	6514	1195	0
1611	2055	7	27	6672	247	6425	1282	0
1612	2055	7	28	5810	-423	6233	1082	0
1613	2055	8	29	6072	-96	6168	681	0
1614	2055	8	30	6817	481	6336	695	0
1615	2055	8	31	6286	58	6228	751	0
1616	2055	8	32	6166	-51	6217	678	0
1617	2055	9	33	5779	-335	6114	657	0
1618	2055	9	34	6458	303	6155	516	0
1619	2055	9	35	5588	-463	6051	671	0
1620	2055	9	36	5593	-406	5999	575	0
1621	2055	10	37	5891	-69	5960	541	0
1622	2055	10	38	6673	721	5952	652	0
1623	2055	10	39	5955	-5	5960	530	0
1624	2055	10	40	5716	-205	5921	472	0
1625	2055	11	41	6077	111	5966	666	0
1626	2055	11	42	6703	673	6030	922	0
1627	2055	11	43	6187	164	6023	1170	0
1628	2055	11	44	6708	835	5873	1046	0
1629	2055	12	45	6767	697	6070	1225	0
1630	2055	12	46	6883	968	5915	1079	0
1631	2055	12	47	7026	942	6084	1208	0
1632	2055	12	48	7980	1817	6163	1366	0
1633	2056	1	1	8175	1793	6382	1577	0
1634	2056	1	2	7520	1255	6265	1477	0
1635	2056	1	3	7648	1372	6276	1495	2
1636	2056	1	4	7559	1374	6185	1437	2
1637	2056	2	5	6747	713	6034	1655	1
1638	2056	2	6	7935	1852	6083	1664	1
1639	2056	2	7	8309	1993	6316	1592	1
1640	2056	2	8	10648	4093	6555	2011	1
1641	2056	3	9	11055	4018	7037	2690	1
1642	2056	3	10	10621	3479	7142	3067	0
1643	2056	3	11	8985	1928	7057	2995	0
1644	2056	3	12	9468	2272	7196	2321	0
1645	2056	4	13	10057	2440	7617	2669	0
1646	2056	4	14	9945	2353	7592	3218	0
1647	2056	4	15	8888	1490	7398	3300	0
1648	2056	4	16	7907	644	7263	2840	0
1649	2056	5	17	9284	1968	7316	3160	0
1650	2056	5	18	7932	705	7227	2313	0
1651	2056	5	19	7723	517	7206	1617	0
1652	2056	5	20	8113	845	7268	1287	0
1653	2056	6	21	7626	340	7286	1069	0
1654	2056	6	22	7758	499	7259	1005	0
1655	2056	6	23	7944	661	7283	988	0
1656	2056	6	24	6876	-165	7041	1104	0
1657	2056	7	25	7182	200	6982	1037	0
1658	2056	7	26	7500	524	6976	1121	0
1659	2056	7	27	6804	-126	6930	1253	0
1660	2056	7	28	6899	94	6805	1111	0
1661	2056	8	29	6377	-300	6677	1126	0
1662	2056	8	30	6359	-219	6578	901	0
1663	2056	8	31	6449	-189	6638	775	0
1664	2056	8	32	7552	848	6704	765	0
1665	2056	9	33	8106	1353	6753	801	0
1666	2056	9	34	6570	-104	6674	832	0
1667	2056	9	35	6412	-156	6568	786	0
1668	2056	9	36	6443	-161	6604	676	0
1669	2056	10	37	6180	-317	6497	774	0
1670	2056	10	38	7205	798	6407	870	0
1671	2056	10	39	6893	589	6304	1007	0
1672	2056	10	40	6337	-26	6363	820	0
1673	2056	11	41	7536	1195	6341	665	0
1674	2056	11	42	8189	1625	6564	1035	0
1675	2056	11	43	8151	1295	6856	1192	0
1676	2056	11	44	8243	1511	6732	1188	0
1677	2056	12	45	8384	1420	6964	1166	0
1678	2056	12	46	8239	1397	6842	1165	0
1679	2056	12	47	7701	722	6979	1240	0
1680	2056	12	48	7566	687	6879	1176	2
1681	2057	1	1	7551	785	6766	1215	2
1682	2057	1	2	7605	899	6706	1185	2
1683	2057	1	3	9187	2316	6871	1359	2
1684	2057	1	4	8469	1453	7016	1563	2
1685	2057	2	5	9713	2661	7052	1375	2
1686	2057	2	6	8667	1450	7217	1278	2
1687	2057	2	7	9464	2198	7266	1147	2
1688	2057	2	8	8591	1318	7273	1102	1
1689	2057	3	9	8965	1656	7309	1055	1
1690	2057	3	10	11183	3634	7549	2016	1
1691	2057	3	11	10835	3209	7626	3052	0
1692	2057	3	12	10209	2675	7534	3075	0
1693	2057	4	13	10131	2594	7537	3126	0
1694	2057	4	14	9623	2123	7500	2869	0
1695	2057	4	15	9804	2168	7636	2268	0
1696	2057	4	16	8957	1500	7457	1941	0
1697	2057	5	17	8727	1174	7553	1447	0
1698	2057	5	18	8175	852	7323	1360	0
1699	2057	5	19	10222	2765	7457	1587	0
1700	2057	5	20	8599	1249	7350	2104	0
1701	2057	6	21	8623	1262	7361	1625	0
1702	2057	6	22	9540	2138	7402	1624	0
1703	2057	6	23	8843	1403	7440	1493	0
1704	2057	6	24	8056	664	7392	1295	0
1705	2057	7	25	7754	492	7262	1141	0
1706	2057	7	26	7855	637	7218	921	0
1707	2057	7	27	7658	492	7166	826	0
1708	2057	7	28	8121	943	7178	833	0
1709	2057	8	29	7510	473	7037	968	0
1710	2057	8	30	7476	530	6946	935	0
1711	2057	8	31	7180	290	6890	894	0
1712	2057	8	32	6804	49	6755	896	0
1713	2057	9	33	6488	-199	6687	814	0
1714	2057	9	34	8400	1666	6734	895	0
1715	2057	9	35	7421	769	6652	1133	0
1716	2057	9	36	7993	1368	6625	858	0
1717	2057	10	37	7304	606	6698	859	0
1718	2057	10	38	6698	4	6694	959	0
1719	2057	10	39	6314	-167	6481	996	0
1720	2057	10	40	6336	-33	6369	887	0
1721	2057	11	41	6374	22	6352	849	0
1722	2057	11	42	6131	-246	6377	879	0
1723	2057	11	43	6648	356	6292	787	0
1724	2057	11	44	7044	784	6260	830	0
1725	2057	12	45	8234	1812	6422	1066	0
1726	2057	12	46	7717	1183	6534	1359	0
1727	2057	12	47	7416	1017	6399	1241	0
1728	2057	12	48	7432	987	6445	1210	0
1729	2058	1	1	7113	737	6376	1222	0
1730	2058	1	2	7155	819	6336	1168	0
1731	2058	1	3	7034	549	6485	1142	0
1732	2058	1	4	6621	188	6433	1011	0
1733	2058	2	5	7199	762	6437	1008	0
1734	2058	2	6	6842	464	6378	1184	0
1735	2058	2	7	6325	59	6266	1031	2
1736	2058	2	8	6812	571	6241	978	0
1737	2058	3	9	8025	1634	6391	1386	0
1738	2058	3	10	6869	518	6351	1431	0
1739	2058	3	11	6796	523	6273	1145	0
1740	2058	3	12	9402	2823	6579	1645	0
1741	2058	4	13	9673	3062	6611	2550	0
1742	2058	4	14	8268	1965	6303	2287	0
1743	2058	4	15	7239	913	6326	1520	0
1744	2058	4	16	6923	562	6361	1207	0
1745	2058	5	17	6533	329	6204	1033	0
1746	2058	5	18	6867	605	6262	839	0
1747	2058	5	19	6594	406	6188	923	0
1748	2058	5	20	6614	497	6117	864	0
1749	2058	6	21	6849	700	6149	914	0
1750	2058	6	22	6326	254	6072	935	0
1751	2058	6	23	6644	591	6053	864	0
1752	2058	6	24	6608	431	6177	756	0
1753	2058	7	25	6234	150	6084	772	0
1754	2058	7	26	6738	630	6108	752	0
1755	2058	7	27	5986	6	5980	721	0
1756	2058	7	28	5888	-65	5953	633	0
1757	2058	8	29	5913	-21	5934	570	0
1758	2058	8	30	5751	-106	5857	544	0
1759	2058	8	31	5635	-210	5845	463	0
1760	2058	8	32	5547	-224	5771	501	0
1761	2058	9	33	5554	-221	5775	456	0
1762	2058	9	34	6003	194	5809	399	0
1763	2058	9	35	5619	-110	5729	447	0
1764	2058	9	36	5430	-281	5711	393	0
1765	2058	10	37	5360	-337	5697	467	0
1766	2058	10	38	5078	-439	5517	519	0
1767	2058	10	39	5229	-293	5522	456	0
1768	2058	10	40	5295	-296	5591	469	0
1769	2058	11	41	5878	296	5582	536	0
1770	2058	11	42	5129	-350	5479	595	0
1771	2058	11	43	5276	-282	5558	527	0
1772	2058	11	44	6531	942	5589	694	0
1773	2058	12	45	5902	369	5533	754	0
1774	2058	12	46	6411	742	5669	635	0
1775	2058	12	47	6424	671	5753	736	0
1776	2058	12	48	5986	371	5615	782	0
1777	2059	1	1	5519	-74	5593	790	0
1778	2059	1	2	5479	-13	5492	627	0
1779	2059	1	3	6573	1083	5490	672	0
1780	2059	1	4	6408	824	5584	779	0
1781	2059	2	5	6060	539	5521	844	2
1782	2059	2	6	6405	757	5648	1044	2
1783	2059	2	7	7118	1421	5697	1163	2
1784	2059	2	8	6772	1059	5713	1220	1
1785	2059	3	9	7010	1303	5707	1207	1
1786	2059	3	10	7012	1253	5759	1281	0
1787	2059	3	11	6629	915	5714	1262	0
1788	2059	3	12	8309	2462	5847	1649	0
1789	2059	4	13	8861	2906	5955	2661	0
1790	2059	4	14	7665	1513	6152	2540	0
1791	2059	4	15	7406	1238	6168	1984	0
1792	2059	4	16	8231	1920	6311	1995	0
1793	2059	5	17	7148	1000	6148	1945	0
1794	2059	5	18	6855	807	6048	1448	0
1795	2059	5	19	7053	1023	6030	1379	0
1796	2059	5	20	6202	320	5882	1208	0
1797	2059	6	21	5845	104	5741	914	0
1798	2059	6	22	5792	88	5704	716	0
1799	2059	6	23	5870	151	5719	590	0
1800	2059	6	24	6000	190	5810	560	0
1801	2059	7	25	5783	128	5655	673	0
1802	2059	7	26	5805	43	5762	497	0
1803	2059	7	27	6268	483	5785	459	0
1804	2059	7	28	5929	70	5859	390	0
1805	2059	8	29	6088	182	5906	558	0
1806	2059	8	30	5965	75	5890	771	0
1807	2059	8	31	5303	-483	5786	845	0
1808	2059	8	32	5725	-116	5841	710	0
1809	2059	9	33	5572	-183	5755	737	0
1810	2059	9	34	5210	-477	5687	697	0
1811	2059	9	35	6062	294	5768	650	0
1812	2059	9	36	5211	-490	5701	653	0
1813	2059	10	37	5941	150	5791	690	0
1814	2059	10	38	5369	-332	5701	869	0
1815	2059	10	39	6064	414	5650	964	0
1816	2059	10	40	5618	-65	5683	1388	0
1817	2059	11	41	6452	828	5624	1605	0
1818	2059	11	42	5892	295	5597	2013	0
1819	2059	11	43	5972	377	5595	2061	0
1820	2059	11	44	5696	106	5590	1662	0
1821	2059	12	45	5524	-11	5535	1325	0
1822	2059	12	46	5378	-213	5591	1182	0
1823	2059	12	47	5769	241	5528	1004	0
1824	2059	12	48	6279	768	5511	1096	0
1825	2060	1	1	6046	471	5575	1147	0
1826	2060	1	2	6141	589	5552	1056	0
1827	2060	1	3	6444	839	5605	1100	0
1828	2060	1	4	6937	1391	5546	1214	0
1829	2060	2	5	5978	396	5582	1187	0
1830	2060	2	6	5912	367	5545	970	0
1831	2060	2	7	6003	556	5447	987	0
1832	2060	2	8	5651	250	5401	1030	2
1833	2060	3	9	5738	348	5390	1151	1
1834	2060	3	10	6379	939	5440	1167	1
1835	2060	3	11	6970	1549	5421	1391	1
1836	2060	3	12	9045	3391	5654	2096	0
1837	2060	4	13	8748	2982	5766	2824	0
1838	2060	4	14	7327	1417	5910	2334	0
1839	2060	4	15	6673	789	5884	1611	0
1840	2060	4	16	6308	458	5850	1188	0
1841	2060	5	17	8174	2120	6054	1385	0
1842	2060	5	18	7682	1760	5922	1826	0
1843	2060	5	19	6971	1125	5846	1501	0
1844	2060	5	20	7190	1408	5782	1253	0
1845	2060	6	21	7302	1398	5904	1151	0
1846	2060	6	22	7008	1104	5904	1146	0
1847	2060	6	23	8170	2162	6008	1273	0
1848	2060	6	24	6739	788	5951	1110	0
1849	2060	7	25	6217	334	5883	801	0
1850	2060	7	26	5865	40	5825	592	0
1851	2060	7	27	5647	-92	5739	525	0
1852	2060	7	28	5801	-39	5840	417	0
1853	2060	8	29	6442	579	5863	486	0
1854	2060	8	30	5706	-38	5744	400	0
1855	2060	8	31	5752	51	5701	361	0
1856	2060	8	32	5364	-261	5625	378	0
1857	2060	9	33	5739	110	5629	318	0
1858	2060	9	34	5526	-75	5601	326	0
1859	2060	9	35	6518	804	5714	384	0
1860	2060	9	36	5164	-412	5576	540	0
1861	2060	10	37	5443	-124	5567	413	0
1862	2060	10	38	5782	266	5516	430	0
1863	2060	10	39	6734	1124	5610	641	0
1864	2060	10	40	5912	401	5511	629	0
1865	2060	11	41	6353	687	5666	696	0
1866	2060	11	42	7260	1548	5712	931	0
1867	2060	11	43	7257	1381	5876	1422	0
1868	2060	11	44	6997	1295	5702	1636	0
1869	2060	12	45	6235	527	5708	1583	0
1870	2060	12	46	5768	194	5574	1283	0
1871	2060	12	47	5438	-58	5496	1305	2
1872	2060	12	48	6520	1056	5464	1375	2
1873	2061	1	1	7353	1773	5580	1393	2
1874	2061	1	2	7753	2047	5706	1593	2
1875	2061	1	3	8872	3010	5862	1835	2
1876	2061	1	4	8637	2704	5933	2333	2
1877	2061	2	5	8331	2501	5830	2174	2
1878	2061	2	6	8152	2119	6033	1941	0
1879	2061	2	7	8562	2500	6062	1854	0
1880	2061	2	8	9343	3165	6178	1578	0
1881	2061	3	9	7958	1618	6340	1407	1
1882	2061	3	10	9258	2791	6467	1547	0
1883	2061	3	11	9578	3016	6562	2570	0
1884	2061	3	12	8104	1595	6509	2365	0
1885	2061	4	13	9569	2936	6633	2371	0
1886	2061	4	14	10304	3544	6760	2894	0
1887	2061	4	15	9883	2902	6981	2933	0
1888	2061	4	16	8960	2039	6921	2619	0
1889	2061	5	17	8392	1600	6792	2139	0
1890	2061	5	18	8766	1975	6791	1428	0
1891	2061	5	19	10047	3064	6983	1661	0
1892	2061	5	20	8069	1142	6927	1835	0
1893	2061	6	21	7928	1133	6795	1170	0
1894	2061	6	22	7462	612	6850	1003	0
1895	2061	6	23	8110	1244	6866	1043	0
1896	2061	6	24	7380	595	6785	1129	0
1897	2061	7	25	6836	182	6654	1125	0
1898	2061	7	26	6800	301	6499	1000	0
1899	2061	7	27	7360	805	6555	884	0
1900	2061	7	28	6788	236	6552	891	0
1901	2061	8	29	6675	221	6454	863	0
1902	2061	8	30	6974	615	6359	807	0
1903	2061	8	31	6299	-40	6339	817	0
1904	2061	8	32	6588	209	6379	653	0
1905	2061	9	33	6161	-150	6311	686	0
1906	2061	9	34	6108	-228	6336	672	0
1907	2061	9	35	5690	-570	6260	839	0
1908	2061	9	36	5962	-153	6115	748	0
1909	2061	10	37	6246	145	6101	833	0
1910	2061	10	38	7432	1238	6194	911	0
1911	2061	10	39	7034	794	6240	1099	0
1912	2061	10	40	5985	-209	6194	1229	0
1913	2061	11	41	6996	902	6094	1193	0
1914	2061	11	42	6202	47	6155	1475	0
1915	2061	11	43	6563	521	6042	1460	0
1916	2061	11	44	6481	508	5973	1667	0
1917	2061	12	45	7751	1721	6030	2043	0
1918	2061	12	46	6838	862	5976	2112	0
1919	2061	12	47	8667	2536	6131	2062	0
1920	2061	12	48	9663	3138	6525	2255	0
1921	2062	1	1	8483	1753	6730	1935	0
1922	2062	1	2	8833	2043	6790	1534	0
1923	2062	1	3	8846	1950	6896	1565	0
1924	2062	1	4	8164	1246	6918	1420	2
1925	2062	2	5	8175	1432	6743	1082	0
1926	2062	2	6	8395	1507	6888	1182	0
1927	2062	2	7	8860	1788	7072	1239	0
1928	2062	2	8	8156	1197	6959	1261	0
1929	2062	3	9	11372	4189	7183	1771	0
1930	2062	3	10	9042	1953	7089	1988	0
1931	2062	3	11	9585	2461	7124	2026	0
1932	2062	3	12	10241	2941	7300	2898	0
1933	2062	4	13	9843	2531	7312	3574	0
1934	2062	4	14	10378	3076	7302	3397	0
1935	2062	4	15	11307	3865	7442	4070	0
1936	2062	4	16	9443	2018	7425	3793	0
1937	2062	5	17	8802	1358	7444	2651	0
1938	2062	5	18	7848	561	7287	1626	0
