Sim	Year	Month	QM	ontNTS	ontNBS	erieOut	stlouisontOut	iceInd
1939	2062	5	19	7926	630	7296	937	0
1940	2062	5	20	8788	1543	7245	990	0
1941	2062	6	21	8065	849	7216	1117	0
1942	2062	6	22	7644	423	7221	817	0
1943	2062	6	23	6936	-144	7080	686	0
1944	2062	6	24	6874	-94	6968	560	0
1945	2062	7	25	7387	462	6925	526	0
1946	2062	7	26	6492	-318	6810	500	0
1947	2062	7	27	6907	128	6779	484	0
1948	2062	7	28	6378	-334	6712	451	0
1949	2062	8	29	6718	74	6644	513	0
1950	2062	8	30	6729	151	6578	586	0
1951	2062	8	31	6801	218	6583	697	0
1952	2062	8	32	6416	-81	6497	746	0
1953	2062	9	33	5911	-489	6400	745	0
1954	2062	9	34	6332	-115	6447	666	0
1955	2062	9	35	5972	-428	6400	643	0
1956	2062	9	36	5985	-340	6325	647	0
1957	2062	10	37	6520	240	6280	641	0
1958	2062	10	38	6143	-111	6254	831	0
1959	2062	10	39	5829	-391	6220	785	0
1960	2062	10	40	6242	122	6120	765	0
1961	2062	11	41	5343	-870	6213	1111	0
1962	2062	11	42	6150	54	6096	871	0
1963	2062	11	43	6706	681	6025	1018	0
1964	2062	11	44	6804	598	6206	1211	0
1965	2062	12	45	7307	1041	6266	1372	0
1966	2062	12	46	7514	1221	6293	1579	0
1967	2062	12	47	7207	829	6378	1543	0
1968	2062	12	48	7292	948	6344	1155	0
1969	2063	1	1	7353	930	6423	1117	0
1970	2063	1	2	8627	1991	6636	1440	0
1971	2063	1	3	8406	1524	6882	1500	0
1972	2063	1	4	8171	1284	6887	1249	2
1973	2063	2	5	8105	1211	6894	1250	2
1974	2063	2	6	7583	749	6834	1310	2
1975	2063	2	7	10078	3189	6889	1592	2
1976	2063	2	8	10052	2866	7186	2167	0
1977	2063	3	9	9913	2811	7102	2419	0
1978	2063	3	10	10550	3094	7456	2824	0
1979	2063	3	11	9554	2146	7408	2576	0
1980	2063	3	12	11062	3413	7649	2758	0
1981	2063	4	13	9799	2044	7755	2788	0
1982	2063	4	14	9944	2236	7708	2578	0
1983	2063	4	15	10603	2956	7647	2478	0
1984	2063	4	16	10254	2434	7820	2743	0
1985	2063	5	17	10274	2412	7862	2458	0
1986	2063	5	18	9320	1645	7675	2014	0
1987	2063	5	19	9000	1433	7567	1511	0
1988	2063	5	20	9034	1551	7483	1411	0
1989	2063	6	21	8750	1282	7468	1138	0
1990	2063	6	22	7645	376	7269	966	0
1991	2063	6	23	8076	710	7366	923	0
1992	2063	6	24	7670	374	7296	882	0
1993	2063	7	25	8215	848	7367	872	0
1994	2063	7	26	8922	1519	7403	1117	0
1995	2063	7	27	9415	1863	7552	1357	0
1996	2063	7	28	8946	1430	7516	1315	0
1997	2063	8	29	8893	1362	7531	1170	0
1998	2063	8	30	8178	788	7390	1094	0
1999	2063	8	31	7585	251	7334	834	0
2000	2063	8	32	9023	1615	7408	1016	0
2001	2063	9	33	8095	786	7309	1173	0
2002	2063	9	34	8191	913	7278	1058	0
2003	2063	9	35	8639	1250	7389	1073	0
2004	2063	9	36	7283	-45	7328	1117	0
2005	2063	10	37	6821	-321	7142	863	0
2006	2063	10	38	7420	225	7195	805	0
2007	2063	10	39	7345	90	7255	957	0
2008	2063	10	40	6940	-84	7024	1056	0
2009	2063	11	41	8406	1353	7053	1242	0
2010	2063	11	42	8918	1517	7401	1769	0
2011	2063	11	43	9247	1734	7513	2124	0
2012	2063	11	44	8588	1182	7406	2034	0
2013	2063	12	45	8210	997	7213	1745	0
2014	2063	12	46	8604	1477	7127	1550	0
2015	2063	12	47	8547	1354	7193	1567	0
2016	2063	12	48	9428	2085	7343	1599	0
2017	2064	1	1	10896	3235	7661	1916	0
2018	2064	1	2	10409	2718	7691	1960	0
2019	2064	1	3	10101	2315	7786	1731	0
2020	2064	1	4	10198	2233	7965	1671	0
2021	2064	2	5	9179	1390	7789	1665	0
2022	2064	2	6	9466	1688	7778	1542	2
2023	2064	2	7	9358	1589	7769	1649	2
2024	2064	2	8	8784	1136	7648	1612	2
2025	2064	3	9	10006	2278	7728	1638	1
2026	2064	3	10	10002	2226	7776	1632	1
2027	2064	3	11	10471	2541	7930	1681	0
2028	2064	3	12	10391	2512	7879	2070	0
2029	2064	4	13	10836	2805	8031	2598	0
2030	2064	4	14	11190	3085	8105	3002	0
2031	2064	4	15	12002	3907	8095	3276	0
2032	2064	4	16	10888	2871	8017	3169	0
2033	2064	5	17	10117	2240	7877	2562	0
2034	2064	5	18	9212	1483	7729	1964	0
2035	2064	5	19	8651	1000	7651	1443	0
2036	2064	5	20	9331	1621	7710	1322	0
2037	2064	6	21	9644	2026	7618	1364	0
2038	2064	6	22	9133	1588	7545	1217	0
2039	2064	6	23	9161	1615	7546	1114	0
2040	2064	6	24	8510	1019	7491	1090	0
2041	2064	7	25	8210	825	7385	848	0
2042	2064	7	26	7652	394	7258	784	0
2043	2064	7	27	7350	267	7083	736	0
2044	2064	7	28	7610	557	7053	647	0
2045	2064	8	29	7152	202	6950	662	0
2046	2064	8	30	7002	171	6831	674	0
2047	2064	8	31	6897	149	6748	705	0
2048	2064	8	32	6917	210	6707	786	0
2049	2064	9	33	7065	349	6716	741	0
2050	2064	9	34	6770	33	6737	861	0
2051	2064	9	35	5940	-655	6595	978	0
2052	2064	9	36	7017	428	6589	935	0
2053	2064	10	37	6504	-72	6576	1042	0
2054	2064	10	38	6337	-126	6463	1278	0
2055	2064	10	39	7840	1321	6519	1335	0
2056	2064	10	40	6572	100	6472	1726	0
2057	2064	11	41	6604	133	6471	1539	0
2058	2064	11	42	6685	367	6318	1499	0
2059	2064	11	43	6596	251	6345	1319	0
2060	2064	11	44	7677	1243	6434	1359	0
2061	2064	12	45	7623	1218	6405	1518	0
2062	2064	12	46	7145	708	6437	1369	0
2063	2064	12	47	7272	871	6401	1360	0
2064	2064	12	48	6869	419	6450	1546	0
2065	2065	1	1	7383	1081	6302	1311	2
2066	2065	1	2	6884	550	6334	1541	2
2067	2065	1	3	6867	529	6338	1920	1
2068	2065	1	4	8206	1787	6419	2300	1
2069	2065	2	5	7306	805	6501	2407	1
2070	2065	2	6	6992	573	6419	2137	1
2071	2065	2	7	8002	1490	6512	1723	1
2072	2065	2	8	8522	1809	6713	1815	1
2073	2065	3	9	8813	2098	6715	1470	1
2074	2065	3	10	9777	2816	6961	1571	1
2075	2065	3	11	9943	2934	7009	1912	0
2076	2065	3	12	9715	2662	7053	2021	0
2077	2065	4	13	10558	3342	7216	2467	0
2078	2065	4	14	10679	3564	7115	2786	0
2079	2065	4	15	9920	2491	7429	2696	0
2080	2065	4	16	9516	2377	7139	1812	0
2081	2065	5	17	8712	1396	7316	1512	0
2082	2065	5	18	8782	1485	7297	1277	0
2083	2065	5	19	7958	843	7115	1276	0
2084	2065	5	20	8297	1260	7037	1222	0
2085	2065	6	21	7578	548	7030	1211	0
2086	2065	6	22	7600	717	6883	1147	0
2087	2065	6	23	7152	362	6790	999	0
2088	2065	6	24	8566	1579	6987	1067	0
2089	2065	7	25	7533	557	6976	1340	0
2090	2065	7	26	6981	94	6887	1198	0
2091	2065	7	27	7202	404	6798	1133	0
2092	2065	7	28	6734	30	6704	1134	0
2093	2065	8	29	6793	157	6636	1081	0
2094	2065	8	30	6519	-28	6547	1024	0
2095	2065	8	31	6620	65	6555	898	0
2096	2065	8	32	6338	-154	6492	931	0
2097	2065	9	33	5690	-690	6380	989	0
2098	2065	9	34	5948	-355	6303	901	0
2099	2065	9	35	5736	-481	6217	824	0
2100	2065	9	36	6430	174	6256	740	0
2101	2065	10	37	6009	-139	6148	755	0
2102	2065	10	38	5335	-754	6089	681	0
2103	2065	10	39	5739	-297	6036	563	0
2104	2065	10	40	5457	-483	5940	630	0
2105	2065	11	41	7038	954	6084	705	0
2106	2065	11	42	5623	-362	5985	1020	0
2107	2065	11	43	5847	-228	6075	894	0
2108	2065	11	44	5951	-58	6009	910	0
2109	2065	12	45	6450	522	5928	824	0
2110	2065	12	46	6407	373	6034	914	0
2111	2065	12	47	6729	774	5955	771	0
2112	2065	12	48	6647	656	5991	704	0
2113	2066	1	1	6821	731	6090	779	0
2114	2066	1	2	8251	2018	6233	1155	0
2115	2066	1	3	9618	3287	6331	1887	0
2116	2066	1	4	8697	2234	6463	1863	0
2117	2066	2	5	7379	984	6395	1280	0
2118	2066	2	6	6884	563	6321	1064	2
2119	2066	2	7	7524	1212	6312	989	2
2120	2066	2	8	7989	1803	6186	1256	2
2121	2066	3	9	9417	2799	6618	1980	2
2122	2066	3	10	8604	2102	6502	2291	0
2123	2066	3	11	7999	1566	6433	2153	0
2124	2066	3	12	7327	1045	6282	1668	0
2125	2066	4	13	7330	971	6359	1164	0
2126	2066	4	14	7572	1162	6410	982	0
2127	2066	4	15	7847	1295	6552	1015	0
2128	2066	4	16	8293	1772	6521	1241	0
2129	2066	5	17	7054	637	6417	1131	0
2130	2066	5	18	7516	1015	6501	1100	0
2131	2066	5	19	7566	1078	6488	1480	0
2132	2066	5	20	7600	1167	6433	1543	0
2133	2066	6	21	7230	784	6446	1469	0
2134	2066	6	22	6405	90	6315	1200	0
2135	2066	6	23	6351	176	6175	900	0
2136	2066	6	24	6548	387	6161	791	0
2137	2066	7	25	6218	35	6183	598	0
2138	2066	7	26	5987	-105	6092	526	0
2139	2066	7	27	6458	312	6146	520	0
2140	2066	7	28	6299	227	6072	604	0
2141	2066	8	29	6397	308	6089	621	0
2142	2066	8	30	5966	-71	6037	613	0
2143	2066	8	31	5455	-492	5947	567	0
2144	2066	8	32	5487	-423	5910	452	0
2145	2066	9	33	5551	-306	5857	420	0
2146	2066	9	34	5304	-479	5783	478	0
2147	2066	9	35	5418	-307	5725	390	0
2148	2066	9	36	5261	-313	5574	405	0
2149	2066	10	37	6940	1237	5703	439	0
2150	2066	10	38	5879	215	5664	454	0
2151	2066	10	39	6649	889	5760	521	0
2152	2066	10	40	5747	120	5627	687	0
2153	2066	11	41	6004	402	5602	867	0
2154	2066	11	42	7667	1874	5793	1261	0
2155	2066	11	43	7089	1403	5686	1823	0
2156	2066	11	44	6892	1162	5730	1734	0
2157	2066	12	45	6893	1117	5776	1582	0
2158	2066	12	46	6598	790	5808	1561	0
2159	2066	12	47	6179	604	5575	1241	0
2160	2066	12	48	6124	566	5558	1142	0
2161	2067	1	1	5712	270	5442	1219	2
2162	2067	1	2	5950	535	5415	1204	2
2163	2067	1	3	8681	2981	5700	1703	2
2164	2067	1	4	8659	2637	6022	2278	2
2165	2067	2	5	6668	895	5773	1920	2
2166	2067	2	6	7542	1699	5843	1543	1
2167	2067	2	7	7340	1444	5896	1597	1
2168	2067	2	8	8482	2472	6010	1734	1
2169	2067	3	9	8095	1960	6135	1941	1
2170	2067	3	10	7450	1403	6047	1377	1
2171	2067	3	11	8544	2386	6158	1478	0
2172	2067	3	12	7943	1635	6308	1770	0
2173	2067	4	13	7550	1290	6260	1573	0
2174	2067	4	14	8800	2539	6261	1586	0
2175	2067	4	15	10393	3847	6546	2890	0
2176	2067	4	16	10205	3420	6785	4114	0
2177	2067	5	17	8977	2211	6766	3974	0
2178	2067	5	18	9489	2653	6836	3371	0
2179	2067	5	19	9359	2491	6868	2876	0
2180	2067	5	20	7806	957	6849	2415	0
2181	2067	6	21	8453	1614	6839	1544	0
2182	2067	6	22	8154	1307	6847	1391	0
2183	2067	6	23	8062	1232	6830	1213	0
2184	2067	6	24	7482	725	6757	924	0
2185	2067	7	25	7160	447	6713	985	0
2186	2067	7	26	7326	675	6651	1006	0
2187	2067	7	27	7233	601	6632	976	0
2188	2067	7	28	7283	648	6635	995	0
2189	2067	8	29	7069	534	6535	992	0
2190	2067	8	30	6398	-79	6477	840	0
2191	2067	8	31	6439	39	6400	712	0
2192	2067	8	32	5874	-427	6301	718	0
2193	2067	9	33	6695	392	6303	640	0
2194	2067	9	34	7633	1098	6535	694	0
2195	2067	9	35	6686	201	6485	754	0
2196	2067	9	36	7163	600	6563	742	0
2197	2067	10	37	6050	-445	6495	875	0
2198	2067	10	38	5980	-370	6350	866	0
2199	2067	10	39	7261	956	6305	909	0
2200	2067	10	40	6471	45	6426	926	0
2201	2067	11	41	7782	1370	6412	1151	0
2202	2067	11	42	7161	650	6511	1748	0
2203	2067	11	43	7182	818	6364	1463	0
2204	2067	11	44	7166	909	6257	1403	0
2205	2067	12	45	7826	1406	6420	1339	0
2206	2067	12	46	8392	1904	6488	1674	0
2207	2067	12	47	8871	2126	6745	1826	0
2208	2067	12	48	8624	1753	6871	1636	0
2209	2068	1	1	9060	2097	6963	1652	0
2210	2068	1	2	8737	1724	7013	1863	0
2211	2068	1	3	8979	1974	7005	1690	2
2212	2068	1	4	9073	2152	6921	1876	2
2213	2068	2	5	9471	2504	6967	1814	1
2214	2068	2	6	8671	1570	7101	1703	1
2215	2068	2	7	9790	2591	7199	1831	1
2216	2068	2	8	10657	3292	7365	2155	1
2217	2068	3	9	10636	3274	7362	2605	0
2218	2068	3	10	10738	3297	7441	2826	0
2219	2068	3	11	9741	2177	7564	2778	0
2220	2068	3	12	10688	3015	7673	3150	0
2221	2068	4	13	9993	2213	7780	3659	0
2222	2068	4	14	9332	1583	7749	3447	0
2223	2068	4	15	9113	1232	7881	2909	0
2224	2068	4	16	9229	1366	7863	2627	0
2225	2068	5	17	9886	1939	7947	2569	0
2226	2068	5	18	9717	1704	8013	2783	0
2227	2068	5	19	9453	1499	7954	2389	0
2228	2068	5	20	9234	1351	7883	1792	0
2229	2068	6	21	8992	1111	7881	1481	0
2230	2068	6	22	8598	724	7874	1266	0
2231	2068	6	23	9512	1580	7932	1235	0
2232	2068	6	24	8566	736	7830	1184	0
2233	2068	7	25	8772	922	7850	1035	0
2234	2068	7	26	8240	482	7758	1143	0
2235	2068	7	27	7872	227	7645	988	0
2236	2068	7	28	7329	-184	7513	863	0
2237	2068	8	29	7065	-292	7357	722	0
2238	2068	8	30	8021	627	7394	610	0
2239	2068	8	31	7985	570	7415	699	0
2240	2068	8	32	7360	35	7325	809	0
2241	2068	9	33	6965	-253	7218	644	0
2242	2068	9	34	7726	514	7212	622	0
2243	2068	9	35	7263	62	7201	772	0
2244	2068	9	36	7337	244	7093	761	0
2245	2068	10	37	6656	-311	6967	724	0
2246	2068	10	38	6276	-621	6897	656	0
2247	2068	10	39	5941	-816	6757	656	0
2248	2068	10	40	6718	-71	6789	656	0
2249	2068	11	41	7461	609	6852	854	0
2250	2068	11	42	6867	180	6687	1135	0
2251	2068	11	43	6933	289	6644	1035	0
2252	2068	11	44	7488	871	6617	1047	0
2253	2068	12	45	7173	416	6757	1115	0
2254	2068	12	46	7128	485	6643	1021	0
2255	2068	12	47	7291	646	6645	903	0
2256	2068	12	48	7709	968	6741	929	0
2257	2069	1	1	10672	3777	6895	1461	0
2258	2069	1	2	9908	2567	7341	2022	0
2259	2069	1	3	9453	2212	7241	1715	0
2260	2069	1	4	8882	1584	7298	1378	0
2261	2069	2	5	8239	997	7242	1111	0
2262	2069	2	6	8554	1304	7250	1015	0
2263	2069	2	7	9930	2720	7210	1388	0
2264	2069	2	8	9418	1981	7437	1372	0
2265	2069	3	9	9944	2416	7528	1575	0
2266	2069	3	10	10404	2765	7639	1905	0
2267	2069	3	11	11252	3646	7606	2395	0
2268	2069	3	12	11097	3332	7765	3151	0
2269	2069	4	13	10791	3004	7787	4311	0
2270	2069	4	14	9804	2167	7637	3624	0
2271	2069	4	15	10358	2398	7960	2900	0
2272	2069	4	16	9283	1387	7896	2222	0
2273	2069	5	17	9347	1432	7915	1546	0
2274	2069	5	18	8852	1012	7840	1264	0
2275	2069	5	19	8028	342	7686	943	0
2276	2069	5	20	8222	574	7648	709	0
2277	2069	6	21	7852	206	7646	680	0
2278	2069	6	22	8893	1300	7593	822	0
2279	2069	6	23	8309	875	7434	996	0
2280	2069	6	24	8968	1611	7357	1056	0
2281	2069	7	25	8323	1085	7238	1154	0
2282	2069	7	26	7138	-6	7144	981	0
2283	2069	7	27	7497	450	7047	797	0
2284	2069	7	28	7035	-17	7052	833	0
2285	2069	8	29	6922	109	6813	870	0
2286	2069	8	30	6694	-131	6825	836	0
2287	2069	8	31	6876	76	6800	743	0
2288	2069	8	32	7365	615	6750	793	0
2289	2069	9	33	6749	84	6665	851	0
2290	2069	9	34	6392	-199	6591	853	0
2291	2069	9	35	5980	-502	6482	836	0
2292	2069	9	36	6328	-152	6480	740	0
2293	2069	10	37	6233	-165	6398	858	0
2294	2069	10	38	5559	-804	6363	824	0
2295	2069	10	39	5785	-456	6241	759	0
2296	2069	10	40	5703	-459	6162	634	0
2297	2069	11	41	5364	-690	6054	677	0
2298	2069	11	42	6181	54	6127	673	0
2299	2069	11	43	5775	-330	6105	738	0
2300	2069	11	44	6386	331	6055	705	0
2301	2069	12	45	6545	458	6087	881	0
2302	2069	12	46	5678	-328	6006	948	0
2303	2069	12	47	6125	104	6021	847	0
2304	2069	12	48	5937	-103	6040	838	0
2305	2070	1	1	7153	1236	5917	1066	0
2306	2070	1	2	7460	1516	5944	1347	2
2307	2070	1	3	9384	3357	6027	1873	2
2308	2070	1	4	8800	2557	6243	2162	2
2309	2070	2	5	8636	2366	6270	2161	2
2310	2070	2	6	7826	1550	6276	2195	0
2311	2070	2	7	6976	684	6292	1937	0
2312	2070	2	8	7022	831	6191	1599	0
2313	2070	3	9	9696	3252	6444	2068	0
2314	2070	3	10	8221	1694	6527	2077	0
2315	2070	3	11	8525	1950	6575	2050	0
2316	2070	3	12	7482	1097	6385	2272	0
2317	2070	4	13	7870	1577	6293	2366	0
2318	2070	4	14	7515	1273	6242	2371	0
2319	2070	4	15	8624	2139	6485	1867	0
2320	2070	4	16	7617	845	6772	1499	0
2321	2070	5	17	7406	798	6608	959	0
2322	2070	5	18	6427	-8	6435	732	0
2323	2070	5	19	6548	242	6306	505	0
2324	2070	5	20	6816	461	6355	475	0
2325	2070	6	21	7245	837	6408	648	0
2326	2070	6	22	6861	481	6380	770	0
2327	2070	6	23	5875	-404	6279	924	0
2328	2070	6	24	7117	870	6247	843	0
2329	2070	7	25	7141	804	6337	915	0
2330	2070	7	26	6238	-66	6304	1059	0
2331	2070	7	27	6248	0	6248	941	0
2332	2070	7	28	6623	350	6273	756	0
2333	2070	8	29	6648	374	6274	696	0
2334	2070	8	30	6058	-177	6235	676	0
2335	2070	8	31	6043	-93	6136	734	0
2336	2070	8	32	5913	-153	6066	695	0
2337	2070	9	33	6398	309	6089	608	0
2338	2070	9	34	5916	-195	6111	622	0
2339	2070	9	35	6039	21	6018	571	0
2340	2070	9	36	6805	705	6100	680	0
2341	2070	10	37	5629	-448	6077	980	0
2342	2070	10	38	6865	827	6038	844	0
2343	2070	10	39	6246	135	6111	1172	0
2344	2070	10	40	5549	-409	5958	1178	0
2345	2070	11	41	6981	951	6030	1194	0
2346	2070	11	42	6174	246	5928	1413	0
2347	2070	11	43	6208	328	5880	1277	0
2348	2070	11	44	7062	1094	5968	1444	0
2349	2070	12	45	6919	1118	5801	1657	0
2350	2070	12	46	7077	1305	5772	1820	0
2351	2070	12	47	6685	667	6018	1775	0
2352	2070	12	48	6585	585	6000	1564	0
2353	2071	1	1	7761	1739	6022	1714	0
2354	2071	1	2	8000	1940	6060	2186	0
2355	2071	1	3	6972	895	6077	1858	0
2356	2071	1	4	6886	896	5990	1473	2
2357	2071	2	5	6952	1074	5878	1259	2
2358	2071	2	6	7632	1666	5966	1303	2
2359	2071	2	7	7767	1783	5984	1394	1
2360	2071	2	8	8635	2649	5986	1630	1
2361	2071	3	9	7816	1864	5952	2314	0
2362	2071	3	10	7853	1892	5961	2418	0
2363	2071	3	11	7330	1460	5870	2111	0
2364	2071	3	12	7982	1894	6088	2041	0
2365	2071	4	13	9780	3637	6143	2748	0
2366	2071	4	14	8333	2258	6075	2882	0
2367	2071	4	15	9374	3305	6069	2222	0
2368	2071	4	16	7689	1443	6246	1969	0
2369	2071	5	17	7627	1486	6141	1718	0
2370	2071	5	18	9106	2974	6132	2082	0
2371	2071	5	19	8644	2365	6279	2163	0
2372	2071	5	20	7470	1098	6372	1827	0
2373	2071	6	21	7490	1173	6317	1414	0
2374	2071	6	22	8842	2379	6463	1139	0
2375	2071	6	23	8005	1464	6541	1167	0
2376	2071	6	24	8399	1787	6612	1191	0
2377	2071	7	25	7257	638	6619	1299	0
2378	2071	7	26	7854	1281	6573	1066	0
2379	2071	7	27	6663	175	6488	1201	0
2380	2071	7	28	6974	667	6307	1107	0
2381	2071	8	29	7266	792	6474	948	0
2382	2071	8	30	7040	578	6462	1050	0
2383	2071	8	31	6855	478	6377	996	0
2384	2071	8	32	6135	-169	6304	996	0
2385	2071	9	33	5831	-410	6241	902	0
2386	2071	9	34	6845	656	6189	857	0
2387	2071	9	35	6668	424	6244	847	0
2388	2071	9	36	5431	-709	6140	905	0
2389	2071	10	37	6224	105	6119	827	0
2390	2071	10	38	5623	-479	6102	794	0
2391	2071	10	39	5669	-301	5970	676	0
2392	2071	10	40	5406	-470	5876	598	0
2393	2071	11	41	5661	-153	5814	463	0
2394	2071	11	42	5953	69	5884	527	0
2395	2071	11	43	5550	-299	5849	757	0
2396	2071	11	44	6572	804	5768	784	0
2397	2071	12	45	5945	180	5765	883	0
2398	2071	12	46	6617	860	5757	883	0
2399	2071	12	47	7393	1405	5988	1196	0
2400	2071	12	48	7209	1273	5936	1316	2
2401	2072	1	1	7471	1545	5926	1346	2
2402	2072	1	2	7342	1465	5877	1287	2
2403	2072	1	3	6882	1020	5862	1294	2
2404	2072	1	4	7793	1891	5902	1292	2
2405	2072	2	5	7723	1647	6076	1510	2
2406	2072	2	6	9235	3193	6042	1626	2
2407	2072	2	7	8019	1769	6250	1701	2
2408	2072	2	8	8215	1987	6228	1524	2
2409	2072	3	9	8107	1817	6290	1586	1
2410	2072	3	10	8794	2437	6357	1745	1
2411	2072	3	11	9256	2849	6407	2078	0
2412	2072	3	12	8507	2032	6475	2095	0
2413	2072	4	13	8783	2371	6412	2138	0
2414	2072	4	14	8560	2027	6533	2670	0
2415	2072	4	15	8208	1682	6526	2514	0
2416	2072	4	16	7315	855	6460	2065	0
2417	2072	5	17	7042	771	6271	1326	0
2418	2072	5	18	6809	603	6206	976	0
2419	2072	5	19	7712	1492	6220	849	0
2420	2072	5	20	7483	1178	6305	976	0
2421	2072	6	21	7341	992	6349	1076	0
2422	2072	6	22	7196	871	6325	941	0
2423	2072	6	23	7527	1072	6455	824	0
2424	2072	6	24	6739	433	6306	934	0
2425	2072	7	25	6445	184	6261	809	0
2426	2072	7	26	6170	-63	6233	742	0
2427	2072	7	27	6344	147	6197	793	0
2428	2072	7	28	5949	-208	6157	684	0
2429	2072	8	29	6386	177	6209	624	0
2430	2072	8	30	6012	-146	6158	592	0
2431	2072	8	31	6472	352	6120	561	0
2432	2072	8	32	6460	275	6185	539	0
2433	2072	9	33	5753	-308	6061	612	0
2434	2072	9	34	5379	-556	5935	561	0
2435	2072	9	35	5861	-34	5895	610	0
2436	2072	9	36	6700	717	5983	729	0
2437	2072	10	37	6494	562	5932	946	0
2438	2072	10	38	6234	245	5989	979	0
2439	2072	10	39	6399	269	6130	1036	0
2440	2072	10	40	6090	-85	6175	1347	0
2441	2072	11	41	6269	214	6055	1410	0
2442	2072	11	42	5637	-289	5926	1625	0
2443	2072	11	43	5655	-145	5800	1471	0
2444	2072	11	44	7903	1971	5932	1432	0
2445	2072	12	45	6730	670	6060	1732	0
2446	2072	12	46	6809	918	5891	1555	0
2447	2072	12	47	7059	1038	6021	1552	0
2448	2072	12	48	6718	543	6175	1654	0
2449	2073	1	1	6718	749	5969	1415	0
2450	2073	1	2	6973	1024	5949	1399	0
2451	2073	1	3	6731	775	5956	1460	0
2452	2073	1	4	7484	1693	5791	1347	0
2453	2073	2	5	7368	1197	6171	1404	0
2454	2073	2	6	7162	1119	6043	1207	0
2455	2073	2	7	7907	1787	6120	1327	0
2456	2073	2	8	7637	1415	6222	1636	0
2457	2073	3	9	8254	1867	6387	1787	0
2458	2073	3	10	8422	2017	6405	2142	0
2459	2073	3	11	8836	2250	6586	2627	0
2460	2073	3	12	9633	3013	6620	2844	0
2461	2073	4	13	10090	3214	6876	3006	0
2462	2073	4	14	10885	3905	6980	3351	0
2463	2073	4	15	9816	2804	7012	3803	0
2464	2073	4	16	10343	3224	7119	3687	0
2465	2073	5	17	9549	2382	7167	3226	0
2466	2073	5	18	11094	3725	7369	2913	0
2467	2073	5	19	9761	2366	7395	2719	0
2468	2073	5	20	10060	2700	7360	2088	0
2469	2073	6	21	9216	1891	7325	1909	0
2470	2073	6	22	10090	2772	7318	2047	0
2471	2073	6	23	8964	1799	7165	2277	0
2472	2073	6	24	8377	1376	7001	1820	0
2473	2073	7	25	7293	402	6891	1354	0
2474	2073	7	26	6904	125	6779	928	0
2475	2073	7	27	7271	585	6686	801	0
2476	2073	7	28	7458	750	6708	709	0
2477	2073	8	29	6436	-215	6651	715	0
2478	2073	8	30	6628	21	6607	618	0
2479	2073	8	31	6552	12	6540	603	0
2480	2073	8	32	6011	-391	6402	623	0
2481	2073	9	33	6102	-231	6333	611	0
2482	2073	9	34	6421	96	6325	524	0
2483	2073	9	35	6020	-296	6316	580	0
2484	2073	9	36	6119	-125	6244	539	0
2485	2073	10	37	6006	-271	6277	546	0
2486	2073	10	38	5349	-778	6127	434	0
2487	2073	10	39	5982	-130	6112	578	0
2488	2073	10	40	5736	-265	6001	623	0
2489	2073	11	41	5894	-108	6002	631	0
2490	2073	11	42	6885	889	5996	644	0
2491	2073	11	43	7286	1151	6135	922	0
2492	2073	11	44	6941	792	6149	1129	0
2493	2073	12	45	6242	166	6076	993	0
2494	2073	12	46	6557	593	5964	715	0
2495	2073	12	47	7638	1530	6108	718	0
2496	2073	12	48	7206	1160	6046	773	0
2497	2074	1	1	7386	1256	6130	753	0
2498	2074	1	2	6309	267	6042	915	2
2499	2074	1	3	5638	-187	5825	1147	2
2500	2074	1	4	5796	64	5732	1272	2
2501	2074	2	5	6867	1057	5810	1274	2
2502	2074	2	6	5916	218	5698	1346	1
2503	2074	2	7	6050	393	5657	1046	1
2504	2074	2	8	6645	953	5692	1124	1
2505	2074	3	9	7658	1801	5857	1155	1
2506	2074	3	10	7372	1499	5873	997	1
2507	2074	3	11	9533	3503	6030	1566	1
2508	2074	3	12	9552	3533	6019	2750	0
2509	2074	4	13	9284	3064	6220	2698	0
2510	2074	4	14	8224	1918	6306	2109	0
2511	2074	4	15	8431	2142	6289	2479	0
2512	2074	4	16	7575	1466	6109	2337	0
2513	2074	5	17	9122	2851	6271	1961	0
2514	2074	5	18	8800	2376	6424	1536	0
2515	2074	5	19	8546	2106	6440	1399	0
2516	2074	5	20	9237	2759	6478	1371	0
2517	2074	6	21	8491	2072	6419	1393	0
2518	2074	6	22	8557	2091	6466	1292	0
2519	2074	6	23	7247	887	6360	1498	0
2520	2074	6	24	6761	439	6322	1078	0
2521	2074	7	25	6518	303	6215	882	0
2522	2074	7	26	7037	740	6297	788	0
2523	2074	7	27	6835	601	6234	856	0
2524	2074	7	28	6851	617	6234	906	0
2525	2074	8	29	6983	725	6258	1008	0
2526	2074	8	30	6523	346	6177	1141	0
2527	2074	8	31	6000	-99	6099	1003	0
2528	2074	8	32	5855	-179	6034	833	0
2529	2074	9	33	5480	-428	5908	750	0
2530	2074	9	34	5791	-156	5947	654	0
2531	2074	9	35	5985	44	5941	580	0
2532	2074	9	36	5994	45	5949	597	0
2533	2074	10	37	5224	-611	5835	859	0
2534	2074	10	38	6148	451	5697	821	0
2535	2074	10	39	5355	-369	5724	1274	0
2536	2074	10	40	6373	728	5645	1386	0
2537	2074	11	41	6490	841	5649	1757	0
2538	2074	11	42	6572	844	5728	1869	0
