Sim	QM	forNTS	indicator	confidence
542	14	7763.073406925386	1	3
543	15	7760.090897978968	1	3
544	16	7744.444611749374	1	3
545	17	7721.71228798512	1	3
546	18	7711.482434384119	1	3
547	19	7702.021484723357	1	3
548	20	7694.506316249886	1	3
549	21	7679.751155210701	1	3
550	22	7661.408580578103	1	3
551	23	7656.95096630051	1	3
552	24	7635.171450657869	1	3
553	25	7623.8851782357915	1	3
554	26	7595.479048531951	1	3
555	27	7572.768905439965	1	3
556	28	7560.685890604003	1	3
557	29	7551.652846293353	1	3
558	30	7551.772712752685	1	3
559	31	7550.648938204988	1	3
560	32	7545.104115315755	1	3
561	33	7534.474995419933	1	3
562	34	7522.160155921761	1	3
563	35	7513.576040369128	1	3
564	36	7512.089975026802	1	3
565	37	7511.639631612373	1	3
566	38	7515.377191956967	1	3
567	39	7515.767421289174	1	3
568	40	7526.510915417228	1	3
569	41	7519.909412875268	1	3
570	42	7521.019809298907	1	3
571	43	7531.895620463074	1	3
572	44	7523.615509267929	1	3
573	45	7512.195053779148	1	3
574	46	7507.01555191595	1	3
575	47	7497.028296381777	1	3
576	48	7487.156552492351	1	3
577	1	7472.588425595361	1	3
578	2	7450.182865796788	1	3
579	3	7422.010349199261	1	2
580	4	7396.426398956356	1	2
581	5	7365.415090037883	1	2
582	6	7349.612196768547	1	2
583	7	7332.692015394568	1	2
584	8	7300.462987151474	1	2
585	9	7240.507294575417	1	1
586	10	7237.465346975832	1	1
587	11	7205.10134671692	0	1
588	12	7184.279567994653	0	2
589	13	7180.28348720354	0	2
590	14	7166.672590450671	0	2
591	15	7132.268769693622	0	2
592	16	7125.754148294715	0	2
593	17	7116.360811426448	0	2
594	18	7093.869304148949	0	2
595	19	7079.111311272939	0	2
596	20	7064.204320297155	0	2
597	21	7049.408993702605	0	2
598	22	7039.088722377557	0	2
599	23	7018.754985522112	0	2
600	24	7000.093509782451	0	2
601	25	6980.998395997232	0	2
602	26	6969.008291405169	0	2
603	27	6951.595744261443	0	2
604	28	6938.429676530158	0	2
605	29	6926.784293788179	0	2
606	30	6913.044936099924	0	2
607	31	6901.662838519625	0	1
608	32	6887.673536261777	0	1
609	33	6870.048767952644	0	1
610	34	6858.269338076752	-1	1
611	35	6833.509140811581	-1	1
612	36	6813.87696405147	-1	1
613	37	6791.159999809657	-1	2
614	38	6765.362785862746	-1	2
615	39	6747.360374508302	-1	2
616	40	6726.359422651154	-1	2
617	41	6710.210643508126	-1	2
618	42	6703.678501389724	-1	2
619	43	6679.1393511649885	-1	2
620	44	6662.621168877104	-1	3
621	45	6655.508400421434	-1	3
622	46	6628.4583814651805	-1	3
623	47	6619.307408468268	-1	3
624	48	6601.6048850532125	-1	3
625	1	6592.456438590801	-1	3
626	2	6592.362101269088	-1	3
627	3	6588.60394180103	-1	3
628	4	6596.213819341123	-1	3
629	5	6605.910329092238	-1	3
630	6	6612.633630761383	-1	3
631	7	6614.09421444708	-1	3
632	8	6612.303805707914	-1	3
633	9	6608.895271744537	-1	3
634	10	6597.062662162705	-1	3
635	11	6601.400587419531	-1	3
636	12	6581.698897361578	-1	3
637	13	6548.521978514545	-1	3
638	14	6527.6594712765145	-1	3
639	15	6517.90606897338	-1	3
640	16	6487.839949822311	-1	3
641	17	6455.633544877585	-1	3
642	18	6424.829890051399	-1	3
643	19	6404.746842659039	-1	3
644	20	6376.656625782087	-1	3
645	21	6354.162379352472	-1	3
646	22	6331.512259439253	-1	3
647	23	6307.9549962902165	-1	3
648	24	6281.9835232228115	-1	3
649	25	6260.506342149118	-1	3
650	26	6242.658175582319	-1	3
651	27	6233.582962297817	-1	3
652	28	6213.523903840838	-1	3
653	29	6192.220120403776	-1	3
654	30	6158.218394841338	-1	3
655	31	6127.651796687786	-1	3
656	32	6126.31246769156	-1	3
657	33	6112.994207674303	-1	3
658	34	6107.098602798162	-1	3
659	35	6096.0772918289	-1	3
660	36	6089.803948802082	-1	3
661	37	6076.797244937445	-1	3
662	38	6062.970844168797	-1	3
663	39	6052.229050391908	-1	3
664	40	6042.129163353517	-1	3
665	41	6037.94479235904	-1	3
666	42	6024.995918821446	-1	3
667	43	6011.566049563869	-1	3
668	44	5995.719088729373	-1	3
669	45	5978.278395465438	-1	3
670	46	5971.00068567979	-1	3
671	47	5965.88649797212	-1	3
672	48	5964.013078453154	-1	3
673	1	5979.564285864835	-1	3
674	2	5989.66894877396	-1	3
675	3	5990.335871516789	-1	3
676	4	5991.734697099153	-1	3
677	5	5998.027979776857	-1	3
678	6	6008.8852984770765	-1	3
679	7	6044.334464672005	-1	3
680	8	6065.351594576062	-1	3
681	9	6106.080801005955	-1	3
682	10	6113.252599005171	-1	3
683	11	6101.928192348514	-1	3
684	12	6114.3668672550075	-1	3
685	13	6119.19453117129	-1	3
686	14	6111.637589631054	-1	3
687	15	6139.426969922636	-1	3
688	16	6161.230220993513	-1	3
689	17	6177.6330957601	-1	3
690	18	6194.390244994346	-1	3
691	19	6195.145706575563	-1	3
692	20	6201.638114798724	-1	3
693	21	6214.599651402456	-1	3
694	22	6230.503380413954	-1	3
695	23	6242.594056220841	-1	3
696	24	6261.0027564294805	-1	3
697	25	6274.944697769465	-1	3
698	26	6302.843616586726	-1	3
699	27	6315.156354316553	-1	3
700	28	6327.572256842711	-1	3
701	29	6335.881933550676	-1	3
702	30	6368.2544305304955	-1	3
703	31	6395.388300362246	-1	3
704	32	6406.2240638316225	-1	3
705	33	6424.084120010519	-1	3
706	34	6441.466865020119	-1	3
707	35	6464.755231898085	-1	3
708	36	6490.986326419631	-1	3
709	37	6509.474201540794	-1	3
710	38	6547.529060700744	-1	3
711	39	6582.123655315519	-1	3
712	40	6616.371240408554	-1	3
713	41	6637.3225470726	-1	3
714	42	6663.811589416526	-1	3
715	43	6691.592774683512	-1	2
716	44	6733.195862496586	-1	2
717	45	6782.227548686286	-1	2
718	46	6826.087302177464	-1	1
719	47	6865.02788760231	0	1
720	48	6897.129797571009	0	1
721	1	6928.37551793569	0	2
722	2	6941.2395923257345	0	2
723	3	6960.034044916337	0	2
724	4	6978.209576663028	0	2
725	5	6999.893414950101	0	2
726	6	6998.5542665459025	0	2
727	7	7016.801971263869	0	2
728	8	7030.392186149543	0	2
729	9	7039.1962528523745	0	2
730	10	7081.870643189781	0	2
731	11	7124.1634035365605	0	2
732	12	7169.6793727104305	0	2
733	13	7211.438146723474	0	1
734	14	7246.027272009355	1	1
735	15	7241.723946708195	1	1
736	16	7242.02809841447	1	1
737	17	7257.184326038259	1	1
738	18	7273.862960966314	1	1
739	19	7301.312164323016	1	2
740	20	7332.177231310139	1	2
741	21	7344.997597477643	1	2
742	22	7364.281311851726	1	2
743	23	7395.747152413197	1	2
744	24	7418.693443542985	1	2
745	25	7436.688885855089	1	3
746	26	7437.818737114587	1	3
747	27	7447.939490414083	1	3
748	28	7465.323151358376	1	3
749	29	7492.5061978465765	1	3
750	30	7494.714785464171	1	3
751	31	7500.813495499618	1	3
752	32	7515.94752471128	1	3
753	33	7523.030379203152	1	3
754	34	7540.067564379286	1	3
755	35	7543.020686804361	1	3
756	36	7544.219807274886	1	3
757	37	7550.289317822305	1	3
758	38	7539.587830641606	1	3
759	39	7537.129025296943	1	3
760	40	7525.460813770664	1	3
761	41	7521.0498192061295	1	3
762	42	7528.760958290324	1	3
763	43	7544.26477297759	1	3
764	44	7537.938663343497	1	3
765	45	7532.435515559503	1	3
766	46	7532.000601140047	1	3
767	47	7540.66721632944	1	3
768	48	7553.091199276173	1	3
769	1	7553.825321166726	1	3
770	2	7557.645343055928	1	3
771	3	7575.71750014763	1	3
772	4	7576.465809677188	1	3
773	5	7589.930903485626	1	3
774	6	7612.563095838086	1	3
775	7	7597.198532137658	1	3
776	8	7597.288240537281	1	3
777	9	7589.1082797914005	1	3
778	10	7544.009966072211	1	3
779	11	7514.881890532775	1	3
780	12	7481.865682351475	1	3
781	13	7456.625592067023	1	3
782	14	7454.7742631383935	1	3
783	15	7466.9479023171925	1	3
784	16	7491.469434239064	1	3
785	17	7487.126494476311	1	3
786	18	7500.272794250031	1	3
787	19	7511.444479825822	1	3
788	20	7521.274892156681	1	3
789	21	7526.615922724054	1	3
790	22	7525.115769030024	1	3
791	23	7521.004804329378	1	3
792	24	7512.360176479679	1	3
793	25	7513.546019878733	1	3
794	26	7514.116401922241	1	3
795	27	7515.6923777448865	1	3
796	28	7510.528743581185	1	3
797	29	7495.165489270623	1	3
798	30	7488.238612570078	1	3
799	31	7477.731266641941	1	3
800	32	7462.223741550118	1	3
801	33	7467.5797160521615	1	3
802	34	7447.563061671953	1	3
803	35	7442.488143449854	1	3
804	36	7442.864663199817	1	3
805	37	7458.461708525175	1	3
806	38	7459.21416895832	1	3
807	39	7444.32549588438	1	3
808	40	7457.543670336683	1	3
809	41	7476.10734712705	1	3
810	42	7480.482622578686	1	3
811	43	7477.956801126957	1	3
812	44	7494.654690897047	1	3
813	45	7487.066378315857	1	3
814	46	7483.429032051627	1	3
815	47	7474.257730854516	1	3
816	48	7469.836038941219	1	3
817	1	7456.610541269618	1	3
818	2	7432.831868232267	1	3
819	3	7410.8513929487835	1	2
820	4	7409.9312672546985	1	2
821	5	7394.524452878288	1	2
822	6	7388.908170884059	1	2
823	7	7374.12044479784	1	2
824	8	7350.05090844653	1	2
825	9	7333.600426632179	1	2
826	10	7328.225079439888	1	2
827	11	7328.785392156349	1	2
828	12	7363.01140678554	1	2
829	13	7383.07892248751	1	2
830	14	7377.504876259051	1	2
831	15	7355.889428099539	1	2
832	16	7314.71239675601	1	2
833	17	7305.466562111761	1	2
834	18	7275.851946833965	1	1
835	19	7249.067944753432	1	1
836	20	7219.70652894572	0	1
837	21	7213.006809011664	0	1
838	22	7201.764592899445	0	1
839	23	7189.113467117557	0	1
840	24	7179.978410469631	0	2
841	25	7187.619198717058	0	1
842	26	7186.079072115796	0	2
843	27	7180.5580523336785	0	2
844	28	7178.712292892944	0	2
845	29	7172.472074409024	0	2
846	30	7172.655188915474	0	2
847	31	7164.825563305828	0	2
848	32	7168.290508573194	0	2
849	33	7151.387553594371	0	2
850	34	7162.047072175719	0	2
851	35	7173.433407072865	0	2
852	36	7168.137880320907	0	2
853	37	7148.8363750642575	0	2
854	38	7152.548462107944	0	2
855	39	7154.870078693957	0	2
856	40	7142.800864850029	0	2
857	41	7121.516981711831	0	2
858	42	7103.763166245304	0	2
859	43	7089.947162744307	0	2
860	44	7076.765579205961	0	2
861	45	7086.208155363781	0	2
862	46	7095.508408794658	0	2
863	47	7087.372839229745	0	2
864	48	7084.82883666391	0	2
865	1	7093.317799491665	0	2
866	2	7107.284568993746	0	2
867	3	7112.473682679757	0	2
868	4	7120.415477938216	0	2
869	5	7135.785176360662	0	2
870	6	7135.525289077146	0	2
871	7	7141.883920273856	0	2
872	8	7156.718016713696	0	2
873	9	7167.8478834662055	0	2
874	10	7170.030389199849	0	2
875	11	7157.099800995663	0	2
876	12	7117.600249245098	0	2
877	13	7104.2837604215165	0	2
878	14	7116.161882178069	0	2
879	15	7133.644828118931	0	2
880	16	7171.9532409701515	0	2
881	17	7188.869512453867	0	1
882	18	7205.588863026684	0	1
883	19	7222.294466587273	0	1
884	20	7265.373440127778	1	1
885	21	7278.493507807927	1	1
886	22	7295.928394578522	1	2
887	23	7297.748417994411	1	2
888	24	7315.530680744056	1	2
889	25	7318.939848041904	1	2
890	26	7323.605706398306	1	2
891	27	7329.209402491974	1	2
892	28	7325.559600074693	1	2
893	29	7339.488991836056	1	2
894	30	7339.897647536902	1	2
895	31	7346.389650450781	1	2
896	32	7343.756775742972	1	2
897	33	7350.156802977434	1	2
898	34	7343.0909383058415	1	2
899	35	7330.299674840046	1	2
900	36	7324.71142087315	1	2
901	37	7320.182160099701	1	2
902	38	7314.894240447684	1	2
903	39	7319.121654477444	1	2
904	40	7314.621474308959	1	2
905	41	7313.77284547362	1	2
906	42	7322.590820457284	1	2
907	43	7319.879164053635	1	2
