Sim	Year	Month	QM	ontNTS	ontNBS	erieOut	stlouisontOut	iceInd
1974	2063	2	6	6102	254	5848	1278	0
1975	2063	2	7	8362	2504	5858	1378	0
1976	2063	2	8	8262	2122	6140	1964	0
1977	2063	3	9	8335	2300	6035	2119	0
1978	2063	3	10	8777	2360	6417	2189	0
1979	2063	3	11	8055	1840	6215	1991	0
1980	2063	3	12	9526	3153	6373	1979	0
1981	2063	4	13	8330	1938	6392	2086	0
1982	2063	4	14	8411	2148	6263	1968	0
1983	2063	4	15	9113	2868	6245	1899	0
1984	2063	4	16	8561	2234	6327	2240	0
1985	2063	5	17	8332	1956	6376	1813	0
1986	2063	5	18	7297	1079	6218	1563	0
1987	2063	5	19	7026	919	6107	1233	0
1988	2063	5	20	6868	856	6012	1140	0
1989	2063	6	21	6694	651	6043	875	0
1990	2063	6	22	5969	14	5955	734	0
1991	2063	6	23	6067	129	5938	633	0
1992	2063	6	24	5783	-75	5858	572	0
1993	2063	7	25	6093	205	5888	505	0
1994	2063	7	26	6298	413	5885	595	0
1995	2063	7	27	6593	577	6016	606	0
1996	2063	7	28	6291	244	6047	649	0
1997	2063	8	29	6574	469	6105	581	0
1998	2063	8	30	6228	196	6032	553	0
1999	2063	8	31	5865	-155	6020	497	0
2000	2063	8	32	6897	740	6157	539	0
2001	2063	9	33	6237	144	6093	594	0
2002	2063	9	34	6441	278	6163	604	0
2003	2063	9	35	6735	492	6243	556	0
2004	2063	9	36	5628	-523	6151	697	0
2005	2063	10	37	5369	-652	6021	652	0
2006	2063	10	38	5731	-305	6036	584	0
2007	2063	10	39	5553	-477	6030	626	0
2008	2063	10	40	5439	-453	5892	647	0
2009	2063	11	41	6568	601	5967	753	0
2010	2063	11	42	6774	669	6105	910	0
2011	2063	11	43	6953	756	6197	1232	0
2012	2063	11	44	6503	312	6191	1255	0
2013	2063	12	45	6248	111	6137	1158	0
2014	2063	12	46	6686	593	6093	1074	0
2015	2063	12	47	6555	367	6188	1109	0
2016	2063	12	48	7382	1221	6161	1177	0
2017	2064	1	1	8818	2359	6459	1647	0
2018	2064	1	2	8752	2141	6611	1945	0
2019	2064	1	3	8526	1812	6714	1671	0
2020	2064	1	4	8890	1965	6925	1734	0
2021	2064	2	5	7974	1206	6768	1922	0
2022	2064	2	6	8372	1644	6728	1598	0
2023	2064	2	7	8568	1762	6806	1676	2
2024	2064	2	8	8216	1336	6880	1652	2
2025	2064	3	9	9336	2401	6935	1644	1
2026	2064	3	10	9293	2222	7071	1669	2
2027	2064	3	11	9673	2498	7175	1565	0
2028	2064	3	12	9442	2232	7210	1743	0
2029	2064	4	13	9748	2444	7304	1925	0
2030	2064	4	14	9856	2497	7359	1858	0
2031	2064	4	15	10891	3553	7338	2194	0
2032	2064	4	16	9845	2547	7298	2179	0
2033	2064	5	17	9087	1915	7172	1702	0
2034	2064	5	18	8096	1100	6996	1311	0
2035	2064	5	19	7348	538	6810	886	0
2036	2064	5	20	8084	1243	6841	822	0
2037	2064	6	21	8162	1403	6759	924	0
2038	2064	6	22	7888	1167	6721	838	0
2039	2064	6	23	7710	993	6717	777	0
2040	2064	6	24	7093	436	6657	815	0
2041	2064	7	25	6929	346	6583	731	0
2042	2064	7	26	6506	17	6489	707	0
2043	2064	7	27	6317	-77	6394	674	0
2044	2064	7	28	6614	188	6426	602	0
2045	2064	8	29	6271	-98	6369	609	0
2046	2064	8	30	6280	-58	6338	572	0
2047	2064	8	31	6280	-41	6321	564	0
2048	2064	8	32	6267	-16	6283	577	0
2049	2064	9	33	6335	45	6290	554	0
2050	2064	9	34	6043	-227	6270	534	0
2051	2064	9	35	5350	-765	6115	572	0
2052	2064	9	36	6095	-12	6107	522	0
2053	2064	10	37	5674	-413	6087	492	0
2054	2064	10	38	5501	-478	5979	634	0
2055	2064	10	39	6615	524	6091	674	0
2056	2064	10	40	5576	-399	5975	898	0
2057	2064	11	41	5780	-242	6022	921	0
2058	2064	11	42	5950	66	5884	1013	0
2059	2064	11	43	5886	-72	5958	936	0
2060	2064	11	44	6784	715	6069	1044	0
2061	2064	12	45	6680	671	6009	1145	0
2062	2064	12	46	6169	91	6078	1010	0
2063	2064	12	47	6288	247	6041	985	0
2064	2064	12	48	6053	-10	6063	1271	0
2065	2065	1	1	6597	749	5848	1160	0
2066	2065	1	2	6220	357	5863	1167	2
2067	2065	1	3	6335	449	5886	1296	2
2068	2065	1	4	7660	1758	5902	1597	2
2069	2065	2	5	6934	845	6089	2029	1
2070	2065	2	6	6618	603	6015	2058	1
2071	2065	2	7	7541	1440	6101	1719	1
2072	2065	2	8	7822	1607	6215	1955	1
2073	2065	3	9	7873	1704	6169	1596	1
2074	2065	3	10	8540	2209	6331	1661	1
2075	2065	3	11	8631	2291	6340	1870	1
2076	2065	3	12	8448	2092	6356	1944	0
2077	2065	4	13	9193	2737	6456	2321	0
2078	2065	4	14	9229	2802	6427	2445	0
2079	2065	4	15	8354	1700	6654	2128	0
2080	2065	4	16	8224	1758	6466	1534	0
2081	2065	5	17	7484	913	6571	1366	0
2082	2065	5	18	7586	1088	6498	1243	0
2083	2065	5	19	6803	490	6313	1307	0
2084	2065	5	20	7243	1003	6240	1246	0
2085	2065	6	21	6312	154	6158	1157	0
2086	2065	6	22	6267	255	6012	933	0
2087	2065	6	23	5928	-11	5939	732	0
2088	2065	6	24	6994	892	6102	728	0
2089	2065	7	25	6047	13	6034	856	0
2090	2065	7	26	5653	-325	5978	686	0
2091	2065	7	27	5905	-51	5956	639	0
2092	2065	7	28	5668	-253	5921	652	0
2093	2065	8	29	5786	-108	5894	586	0
2094	2065	8	30	5576	-257	5833	539	0
2095	2065	8	31	5725	-148	5873	451	0
2096	2065	8	32	5577	-267	5844	444	0
2097	2065	9	33	5180	-569	5749	467	0
2098	2065	9	34	5454	-290	5744	417	0
2099	2065	9	35	5388	-317	5705	398	0
2100	2065	9	36	5823	71	5752	338	0
2101	2065	10	37	5504	-149	5653	366	0
2102	2065	10	38	4968	-635	5603	341	0
2103	2065	10	39	5399	-181	5580	244	0
2104	2065	10	40	5123	-388	5511	335	0
2105	2065	11	41	6697	939	5758	409	0
2106	2065	11	42	5188	-376	5564	523	0
2107	2065	11	43	5399	-251	5650	441	0
2108	2065	11	44	5394	-244	5638	570	0
2109	2065	12	45	5889	240	5649	538	0
2110	2065	12	46	5868	81	5787	615	0
2111	2065	12	47	6229	480	5749	519	0
2112	2065	12	48	6153	368	5785	495	0
2113	2066	1	1	6282	443	5839	561	0
2114	2066	1	2	7501	1537	5964	789	0
2115	2066	1	3	8752	2714	6038	1342	0
2116	2066	1	4	8130	2065	6065	1296	0
2117	2066	2	5	6905	904	6001	938	0
2118	2066	2	6	6404	521	5883	660	0
2119	2066	2	7	6952	1101	5851	590	0
2120	2066	2	8	7204	1508	5696	810	0
2121	2066	3	9	8233	2122	6111	1276	0
2122	2066	3	10	7790	1755	6035	1465	0
2123	2066	3	11	7261	1227	6034	1427	0
2124	2066	3	12	6675	821	5854	1136	0
2125	2066	4	13	6628	747	5881	800	0
2126	2066	4	14	6831	935	5896	678	0
2127	2066	4	15	7068	1089	5979	689	0
2128	2066	4	16	7461	1560	5901	795	0
2129	2066	5	17	6462	660	5802	751	0
2130	2066	5	18	7098	1208	5890	737	0
2131	2066	5	19	7181	1349	5832	1062	0
2132	2066	5	20	7239	1410	5829	1151	0
2133	2066	6	21	6701	888	5813	1068	0
2134	2066	6	22	5901	206	5695	834	0
2135	2066	6	23	5886	220	5666	595	0
2136	2066	6	24	5965	272	5693	475	0
2137	2066	7	25	5746	51	5695	351	0
2138	2066	7	26	5642	-30	5672	347	0
2139	2066	7	27	5897	165	5732	336	0
2140	2066	7	28	5857	110	5747	420	0
2141	2066	8	29	5859	84	5775	392	0
2142	2066	8	30	5666	-114	5780	425	0
2143	2066	8	31	5419	-365	5784	448	0
2144	2066	8	32	5487	-298	5785	419	0
2145	2066	9	33	5507	-261	5768	431	0
2146	2066	9	34	5288	-447	5735	460	0
2147	2066	9	35	5321	-382	5703	343	0
2148	2066	9	36	5252	-348	5600	373	0
2149	2066	10	37	6497	823	5674	340	0
2150	2066	10	38	5624	6	5618	327	0
2151	2066	10	39	6218	550	5668	316	0
2152	2066	10	40	5313	-206	5519	350	0
2153	2066	11	41	5490	12	5478	388	0
2154	2066	11	42	6991	1360	5631	681	0
2155	2066	11	43	6383	838	5545	1219	0
2156	2066	11	44	6478	876	5602	1342	0
2157	2066	12	45	6752	1117	5635	1303	0
2158	2066	12	46	6896	1222	5674	1582	0
2159	2066	12	47	6457	1017	5440	1375	0
2160	2066	12	48	6222	794	5428	1195	0
2161	2067	1	1	5734	359	5375	977	0
2162	2067	1	2	5876	504	5372	770	0
2163	2067	1	3	8067	2448	5619	1300	0
2164	2067	1	4	8205	2325	5880	1883	0
2165	2067	2	5	6268	661	5607	1629	2
2166	2067	2	6	7091	1471	5620	1316	2
2167	2067	2	7	6977	1313	5664	1438	2
2168	2067	2	8	8063	2304	5759	1586	1
2169	2067	3	9	7748	1850	5898	1824	1
2170	2067	3	10	7048	1259	5789	1318	0
2171	2067	3	11	7899	2047	5852	1369	0
2172	2067	3	12	7279	1348	5931	1553	0
2173	2067	4	13	6999	1150	5849	1366	0
2174	2067	4	14	8047	2197	5850	1428	0
2175	2067	4	15	9374	3244	6130	2412	0
2176	2067	4	16	9094	2816	6278	3376	0
2177	2067	5	17	7876	1619	6257	3155	0
2178	2067	5	18	8434	2133	6301	2501	0
2179	2067	5	19	8415	2116	6299	2183	0
2180	2067	5	20	6922	693	6229	1865	0
2181	2067	6	21	7526	1302	6224	1229	0
2182	2067	6	22	7257	1023	6234	1075	0
2183	2067	6	23	7065	816	6249	899	0
2184	2067	6	24	6666	453	6213	675	0
2185	2067	7	25	6349	212	6137	698	0
2186	2067	7	26	6296	225	6071	747	0
2187	2067	7	27	6086	93	5993	741	0
2188	2067	7	28	6029	96	5933	765	0
2189	2067	8	29	6092	204	5888	788	0
2190	2067	8	30	5502	-338	5840	727	0
2191	2067	8	31	5521	-253	5774	615	0
2192	2067	8	32	5155	-531	5686	575	0
2193	2067	9	33	5824	49	5775	510	0
2194	2067	9	34	6412	576	5836	549	0
2195	2067	9	35	5578	-184	5762	560	0
2196	2067	9	36	5775	-8	5783	592	0
2197	2067	10	37	4912	-760	5672	551	0
2198	2067	10	38	5034	-540	5574	549	0
2199	2067	10	39	5900	305	5595	629	0
2200	2067	10	40	5093	-474	5567	518	0
2201	2067	11	41	6816	1142	5674	734	0
2202	2067	11	42	5595	-147	5742	1357	0
2203	2067	11	43	5603	4	5599	1147	0
2204	2067	11	44	5780	294	5486	1177	0
2205	2067	12	45	6558	956	5602	1163	0
2206	2067	12	46	7094	1492	5602	1407	0
2207	2067	12	47	7606	1844	5762	1701	0
2208	2067	12	48	7291	1417	5874	1920	0
2209	2068	1	1	7731	1861	5870	1970	0
2210	2068	1	2	7544	1570	5974	2389	0
2211	2068	1	3	8261	2175	6086	2262	0
2212	2068	1	4	8681	2635	6046	2414	0
2213	2068	2	5	8555	2560	5995	2302	0
2214	2068	2	6	7445	1400	6045	1945	0
2215	2068	2	7	8442	2365	6077	1634	0
2216	2068	2	8	9439	3087	6352	2050	0
2217	2068	3	9	9514	3117	6397	2527	0
2218	2068	3	10	9548	3088	6460	2651	0
2219	2068	3	11	8465	2030	6435	2374	0
2220	2068	3	12	9165	2749	6416	2448	0
2221	2068	4	13	8183	1644	6539	2849	0
2222	2068	4	14	7408	928	6480	2898	0
2223	2068	4	15	6922	422	6500	2486	0
2224	2068	4	16	6931	575	6356	2347	0
2225	2068	5	17	7721	1397	6324	2094	0
2226	2068	5	18	7456	1051	6405	2428	0
2227	2068	5	19	7243	895	6348	2159	0
2228	2068	5	20	6967	726	6241	1700	0
2229	2068	6	21	6796	529	6267	1244	0
2230	2068	6	22	6485	253	6232	932	0
2231	2068	6	23	7181	928	6253	849	0
2232	2068	6	24	6426	269	6157	775	0
2233	2068	7	25	6571	390	6181	626	0
2234	2068	7	26	6140	56	6084	658	0
2235	2068	7	27	5876	-129	6005	584	0
2236	2068	7	28	5625	-324	5949	541	0
2237	2068	8	29	5518	-386	5904	483	0
2238	2068	8	30	6198	249	5949	396	0
2239	2068	8	31	6116	219	5897	403	0
2240	2068	8	32	5612	-212	5824	409	0
2241	2068	9	33	5472	-316	5788	368	0
2242	2068	9	34	6022	199	5823	328	0
2243	2068	9	35	5653	-103	5756	349	0
2244	2068	9	36	5947	192	5755	335	0
2245	2068	10	37	5454	-234	5688	357	0
2246	2068	10	38	5112	-491	5603	341	0
2247	2068	10	39	4840	-703	5543	380	0
2248	2068	10	40	5315	-238	5553	333	0
2249	2068	11	41	6202	539	5663	402	0
2250	2068	11	42	5540	-13	5553	592	0
2251	2068	11	43	5496	-79	5575	494	0
2252	2068	11	44	5983	405	5578	449	0
2253	2068	12	45	6053	395	5658	493	0
2254	2068	12	46	5956	388	5568	440	0
2255	2068	12	47	5805	279	5526	366	0
2256	2068	12	48	6100	519	5581	350	0
2257	2069	1	1	8554	2720	5834	698	0
2258	2069	1	2	7834	1805	6029	1064	0
2259	2069	1	3	7400	1605	5795	969	0
2260	2069	1	4	6716	980	5736	746	0
2261	2069	2	5	5985	351	5634	611	0
2262	2069	2	6	5984	479	5505	446	0
2263	2069	2	7	7214	1714	5500	455	0
2264	2069	2	8	6659	1034	5625	436	0
2265	2069	3	9	6882	1259	5623	382	0
2266	2069	3	10	7049	1402	5647	558	0
2267	2069	3	11	8212	2595	5617	889	0
2268	2069	3	12	8388	2368	6020	1511	0
2269	2069	4	13	8155	2161	5994	2170	0
2270	2069	4	14	7259	1404	5855	1985	0
2271	2069	4	15	7692	1666	6026	1494	0
2272	2069	4	16	6542	661	5881	1253	0
2273	2069	5	17	6795	869	5926	936	0
2274	2069	5	18	6685	755	5930	817	0
2275	2069	5	19	5986	130	5856	631	0
2276	2069	5	20	6221	386	5835	491	0
2277	2069	6	21	5617	-146	5763	442	0
2278	2069	6	22	6310	562	5748	501	0
2279	2069	6	23	6090	371	5719	531	0
2280	2069	6	24	6960	1067	5893	697	0
2281	2069	7	25	6595	656	5939	702	0
2282	2069	7	26	5836	-60	5896	623	0
2283	2069	7	27	5947	20	5927	498	0
2284	2069	7	28	5724	-160	5884	459	0
2285	2069	8	29	5565	-233	5798	427	0
2286	2069	8	30	5584	-265	5849	391	0
2287	2069	8	31	5718	-118	5836	369	0
2288	2069	8	32	6113	223	5890	381	0
2289	2069	9	33	5740	-100	5840	366	0
2290	2069	9	34	5580	-244	5824	379	0
2291	2069	9	35	5379	-368	5747	394	0
2292	2069	9	36	5582	-176	5758	313	0
2293	2069	10	37	5415	-248	5663	385	0
2294	2069	10	38	4991	-614	5605	364	0
2295	2069	10	39	5169	-355	5524	373	0
2296	2069	10	40	5170	-334	5504	332	0
2297	2069	11	41	4927	-503	5430	370	0
2298	2069	11	42	5654	134	5520	320	0
2299	2069	11	43	5272	-158	5430	280	0
2300	2069	11	44	5798	333	5465	262	0
2301	2069	12	45	5959	466	5493	301	0
2302	2069	12	46	5217	-198	5415	456	0
2303	2069	12	47	5625	124	5501	471	0
2304	2069	12	48	5439	-111	5550	520	0
2305	2070	1	1	6644	1091	5553	712	0
2306	2070	1	2	7060	1506	5554	854	0
2307	2070	1	3	8684	2889	5795	1478	0
2308	2070	1	4	7880	2044	5836	1651	0
2309	2070	2	5	7380	1558	5822	1571	0
2310	2070	2	6	6756	986	5770	1434	0
2311	2070	2	7	6167	414	5753	1287	0
2312	2070	2	8	6262	665	5597	1072	0
2313	2070	3	9	8439	2632	5807	1420	0
2314	2070	3	10	7110	1332	5778	1505	0
2315	2070	3	11	7301	1490	5811	1388	0
2316	2070	3	12	6381	772	5609	1461	0
2317	2070	4	13	6599	1029	5570	1406	0
2318	2070	4	14	6159	645	5514	1559	0
2319	2070	4	15	6994	1286	5708	1288	0
2320	2070	4	16	6091	309	5782	1020	0
2321	2070	5	17	6201	571	5630	726	0
2322	2070	5	18	5288	-219	5507	625	0
2323	2070	5	19	5427	-42	5469	453	0
2324	2070	5	20	5863	350	5513	346	0
2325	2070	6	21	6052	520	5532	428	0
2326	2070	6	22	5641	129	5512	467	0
2327	2070	6	23	5010	-429	5439	576	0
2328	2070	6	24	5995	451	5544	498	0
2329	2070	7	25	6154	532	5622	643	0
2330	2070	7	26	5416	-162	5578	742	0
2331	2070	7	27	5357	-209	5566	598	0
2332	2070	7	28	5633	11	5622	551	0
2333	2070	8	29	5623	62	5561	511	0
2334	2070	8	30	5044	-449	5493	493	0
2335	2070	8	31	5115	-351	5466	556	0
2336	2070	8	32	5049	-403	5452	559	0
2337	2070	9	33	5489	-33	5522	511	0
2338	2070	9	34	5054	-429	5483	514	0
2339	2070	9	35	5182	-231	5413	515	0
2340	2070	9	36	5661	190	5471	508	0
2341	2070	10	37	4586	-823	5409	628	0
2342	2070	10	38	5487	136	5351	512	0
2343	2070	10	39	4926	-400	5326	613	0
2344	2070	10	40	4513	-686	5199	602	0
2345	2070	11	41	5830	432	5398	778	0
2346	2070	11	42	5032	-281	5313	800	0
2347	2070	11	43	5134	-181	5315	591	0
2348	2070	11	44	5951	527	5424	735	0
2349	2070	12	45	5663	322	5341	851	0
2350	2070	12	46	5919	580	5339	1019	0
2351	2070	12	47	5496	-46	5542	1293	0
2352	2070	12	48	5740	218	5522	1293	0
2353	2071	1	1	6952	1461	5491	1474	0
2354	2071	1	2	7099	1639	5460	1940	0
2355	2071	1	3	6268	714	5554	1811	0
2356	2071	1	4	6311	754	5557	1417	0
2357	2071	2	5	6204	671	5533	1209	0
2358	2071	2	6	6744	1138	5606	1113	0
2359	2071	2	7	7033	1397	5636	1193	0
2360	2071	2	8	7880	2306	5574	1579	0
2361	2071	3	9	7007	1435	5572	2022	0
2362	2071	3	10	7026	1477	5549	1943	0
2363	2071	3	11	6633	1192	5441	1739	0
2364	2071	3	12	7200	1509	5691	1602	0
2365	2071	4	13	8708	3002	5706	2184	0
2366	2071	4	14	7255	1612	5643	2261	0
2367	2071	4	15	8291	2657	5634	1883	0
2368	2071	4	16	6655	931	5724	1693	0
2369	2071	5	17	6857	1151	5706	1370	0
2370	2071	5	18	8356	2565	5791	1732	0
2371	2071	5	19	7940	2007	5933	1807	0
2372	2071	5	20	6828	862	5966	1521	0
2373	2071	6	21	6709	809	5900	1230	0
2374	2071	6	22	7817	1784	6033	971	0
2375	2071	6	23	7035	958	6077	986	0
2376	2071	6	24	7252	1145	6107	986	0
2377	2071	7	25	6227	121	6106	1087	0
2378	2071	7	26	6667	542	6125	892	0
2379	2071	7	27	5846	-201	6047	892	0
2380	2071	7	28	6122	161	5961	844	0
2381	2071	8	29	6347	286	6061	745	0
2382	2071	8	30	6226	190	6036	769	0
2383	2071	8	31	6034	51	5983	684	0
2384	2071	8	32	5682	-258	5940	625	0
2385	2071	9	33	5428	-446	5874	532	0
2386	2071	9	34	6253	342	5911	574	0
2387	2071	9	35	6045	142	5903	585	0
2388	2071	9	36	5023	-772	5795	596	0
2389	2071	10	37	5675	-106	5781	520	0
2390	2071	10	38	5205	-523	5728	420	0
2391	2071	10	39	5345	-293	5638	360	0
2392	2071	10	40	5155	-408	5563	334	0
2393	2071	11	41	5548	-11	5559	342	0
2394	2071	11	42	5971	362	5609	379	0
2395	2071	11	43	5345	-215	5560	595	0
2396	2071	11	44	6267	724	5543	642	0
2397	2071	12	45	5614	67	5547	757	0
2398	2071	12	46	6670	1026	5644	811	0
2399	2071	12	47	7660	1777	5883	1216	0
2400	2071	12	48	7392	1549	5843	1303	0
2401	2072	1	1	7544	1692	5852	1242	0
2402	2072	1	2	7236	1434	5802	1193	0
2403	2072	1	3	6701	922	5779	1186	0
2404	2072	1	4	7282	1518	5764	1100	0
2405	2072	2	5	6842	937	5905	1322	0
2406	2072	2	6	8487	2669	5818	1375	0
2407	2072	2	7	7348	1298	6050	1614	0
2408	2072	2	8	7761	1738	6023	1393	0
2409	2072	3	9	7645	1545	6100	1452	0
2410	2072	3	10	8349	2170	6179	1532	0
2411	2072	3	11	8772	2537	6235	1779	0
2412	2072	3	12	8052	1783	6269	1785	0
2413	2072	4	13	8262	2095	6167	1846	0
2414	2072	4	14	7716	1467	6249	2258	0
2415	2072	4	15	7452	1230	6222	2011	0
2416	2072	4	16	6658	548	6110	1629	0
2417	2072	5	17	6622	669	5953	1172	0
2418	2072	5	18	6395	486	5909	954	0
2419	2072	5	19	7263	1331	5932	786	0
2420	2072	5	20	6886	938	5948	868	0
2421	2072	6	21	6565	657	5908	968	0
2422	2072	6	22	6477	553	5924	865	0
2423	2072	6	23	6722	706	6016	747	0
2424	2072	6	24	5972	127	5845	828	0
2425	2072	7	25	5704	-76	5780	691	0
2426	2072	7	26	5537	-185	5722	576	0
2427	2072	7	27	5568	-96	5664	571	0
2428	2072	7	28	5298	-312	5610	480	0
2429	2072	8	29	5645	-36	5681	472	0
2430	2072	8	30	5399	-223	5622	470	0
2431	2072	8	31	5651	59	5592	379	0
2432	2072	8	32	5613	27	5586	368	0
2433	2072	9	33	5098	-415	5513	393	0
2434	2072	9	34	4821	-605	5426	314	0
2435	2072	9	35	5175	-253	5428	301	0
2436	2072	9	36	5762	317	5445	367	0
2437	2072	10	37	5379	28	5351	450	0
2438	2072	10	38	5124	-243	5367	453	0
2439	2072	10	39	5031	-315	5346	458	0
2440	2072	10	40	4643	-675	5318	625	0
2441	2072	11	41	5061	-217	5278	619	0
2442	2072	11	42	4570	-666	5236	818	0
2443	2072	11	43	4848	-415	5263	768	0
2444	2072	11	44	6785	1424	5361	815	0
2445	2072	12	45	5451	10	5441	977	0
2446	2072	12	46	5640	339	5301	977	0
2447	2072	12	47	5911	520	5391	1000	0
2448	2072	12	48	5580	69	5511	1253	0
2449	2073	1	1	5660	284	5376	1094	0
2450	2073	1	2	6023	606	5417	1044	0
2451	2073	1	3	5876	418	5458	1067	0
2452	2073	1	4	6516	1234	5282	927	0
2453	2073	2	5	6150	517	5633	969	0
2454	2073	2	6	6142	635	5507	855	0
2455	2073	2	7	6729	1200	5529	979	0
2456	2073	2	8	6485	908	5577	1195	0
2457	2073	3	9	6842	1160	5682	1261	0
2458	2073	3	10	7200	1505	5695	1558	0
2459	2073	3	11	7538	1686	5852	1978	0
2460	2073	3	12	8324	2483	5841	2272	0
2461	2073	4	13	8971	2981	5990	2505	0
2462	2073	4	14	9543	3395	6148	2620	0
2463	2073	4	15	8125	1994	6131	2746	0
2464	2073	4	16	8406	2287	6119	2468	0
2465	2073	5	17	7600	1525	6075	2266	0
2466	2073	5	18	9343	3219	6124	2267	0
2467	2073	5	19	7891	1795	6096	2398	0
2468	2073	5	20	8260	2168	6092	1922	0
2469	2073	6	21	7172	1169	6003	1922	0
2470	2073	6	22	7933	1876	6057	1965	0
2471	2073	6	23	6979	1041	5938	2183	0
2472	2073	6	24	6658	748	5910	1858	0
2473	2073	7	25	5944	55	5889	1488	0
2474	2073	7	26	5713	-188	5901	1020	0
2475	2073	7	27	6067	153	5914	744	0
2476	2073	7	28	6186	235	5951	625	0
2477	2073	8	29	5390	-464	5854	601	0
2478	2073	8	30	5571	-252	5823	540	0
2479	2073	8	31	5553	-233	5786	466	0
2480	2073	8	32	5265	-459	5724	510	0
2481	2073	9	33	5407	-324	5731	487	0
2482	2073	9	34	5711	-74	5785	407	0
2483	2073	9	35	5362	-380	5742	398	0
2484	2073	9	36	5418	-285	5703	349	0
2485	2073	10	37	5188	-523	5711	381	0
2486	2073	10	38	4747	-819	5566	354	0
2487	2073	10	39	5158	-387	5545	420	0
2488	2073	10	40	4915	-513	5428	477	0
2489	2073	11	41	5210	-264	5474	468	0
2490	2073	11	42	6073	545	5528	468	0
2491	2073	11	43	6367	720	5647	692	0
2492	2073	11	44	6093	373	5720	962	0
2493	2073	12	45	5820	200	5620	876	0
2494	2073	12	46	6185	677	5508	681	0
2495	2073	12	47	7380	1633	5747	592	0
2496	2073	12	48	6867	1197	5670	619	0
2497	2074	1	1	6940	1096	5844	536	0
2498	2074	1	2	6083	321	5762	553	0
2499	2074	1	3	5544	-69	5613	594	0
2500	2074	1	4	5706	158	5548	587	2
2501	2074	2	5	6562	971	5591	673	2
2502	2074	2	6	5580	206	5374	876	2
2503	2074	2	7	5719	414	5305	739	1
2504	2074	2	8	6129	821	5308	883	1
2505	2074	3	9	6800	1403	5397	941	1
2506	2074	3	10	6578	1227	5351	790	1
2507	2074	3	11	8760	3157	5603	1234	1
2508	2074	3	12	9060	3377	5683	2197	0
2509	2074	4	13	8769	2999	5770	2238	0
2510	2074	4	14	7604	1704	5900	1799	0
2511	2074	4	15	7631	1685	5946	1843	0
2512	2074	4	16	6886	1054	5832	1584	0
2513	2074	5	17	8516	2535	5981	1364	0
2514	2074	5	18	8358	2200	6158	1123	0
2515	2074	5	19	8087	1970	6117	1016	0
2516	2074	5	20	8841	2637	6204	1109	0
2517	2074	6	21	7910	1782	6128	1149	0
2518	2074	6	22	7894	1719	6175	987	0
2519	2074	6	23	6783	747	6036	1071	0
2520	2074	6	24	6332	361	5971	806	0
2521	2074	7	25	6080	217	5863	644	0
2522	2074	7	26	6382	516	5866	538	0
2523	2074	7	27	6148	346	5802	498	0
2524	2074	7	28	6165	356	5809	506	0
2525	2074	8	29	6264	433	5831	520	0
2526	2074	8	30	6000	201	5799	604	0
2527	2074	8	31	5675	-79	5754	564	0
2528	2074	8	32	5546	-156	5702	483	0
2529	2074	9	33	5255	-384	5639	484	0
2530	2074	9	34	5567	-160	5727	475	0
2531	2074	9	35	5610	-50	5660	336	0
2532	2074	9	36	5417	-168	5585	368	0
2533	2074	10	37	4741	-735	5476	479	0
2534	2074	10	38	5398	15	5383	388	0
2535	2074	10	39	4773	-609	5382	588	0
2536	2074	10	40	5386	42	5344	590	0
2537	2074	11	41	5605	250	5355	828	0
2538	2074	11	42	5595	146	5449	979	0
2539	2074	11	43	6107	701	5406	1200	0
2540	2074	11	44	7179	1574	5605	1607	0
2541	2074	12	45	6102	502	5600	1976	0
2542	2074	12	46	7378	1648	5730	1823	0
2543	2074	12	47	7622	1882	5740	2165	0
2544	2074	12	48	8467	2549	5918	2334	0
2545	2075	1	1	7848	1940	5908	2604	0
2546	2075	1	2	7219	1303	5916	2348	0
2547	2075	1	3	6973	988	5985	1818	0
2548	2075	1	4	6851	997	5854	1495	2
2549	2075	2	5	7611	1740	5871	1412	2
2550	2075	2	6	7052	1208	5844	1426	2
2551	2075	2	7	7054	1219	5835	1335	2
2552	2075	2	8	6901	1153	5748	1231	2
2553	2075	3	9	8516	2524	5992	1507	0
2554	2075	3	10	7579	1591	5988	1920	0
2555	2075	3	11	7651	1657	5994	1627	0
2556	2075	3	12	9024	2815	6209	1965	0
2557	2075	4	13	8181	1981	6200	2328	0
2558	2075	4	14	7767	1700	6067	2024	0
2559	2075	4	15	8043	1988	6055	1927	0
2560	2075	4	16	7275	1298	5977	1774	0
2561	2075	5	17	8361	2343	6018	1710	0
2562	2075	5	18	7818	1884	5934	1815	0
2563	2075	5	19	8416	2336	6080	1576	0
2564	2075	5	20	8051	1814	6237	1625	0
2565	2075	6	21	7182	1036	6146	1403	0
2566	2075	6	22	6866	815	6051	1045	0
2567	2075	6	23	6476	425	6051	854	0
2568	2075	6	24	6144	156	5988	669	0
2569	2075	7	25	6557	601	5956	580	0
2570	2075	7	26	6594	658	5936	624	0
2571	2075	7	27	6022	170	5852	654	0
2572	2075	7	28	6624	686	5938	606	0
2573	2075	8	29	5721	-126	5847	509	0
2574	2075	8	30	5566	-247	5813	437	0
2575	2075	8	31	5532	-167	5699	405	0
2576	2075	8	32	5859	157	5702	331	0
2577	2075	9	33	5510	-149	5659	271	0
2578	2075	9	34	6006	337	5669	361	0
