Sim	QM	forNTS	indicator	confidence
337	1	7187.786928209933	0	1
338	2	7190.302704063985	0	1
339	3	7189.372665730927	0	1
340	4	7163.482164768183	0	2
341	5	7166.077286091331	0	2
342	6	7162.474557228487	0	2
343	7	7133.124994889786	0	2
344	8	7108.432718714398	0	2
345	9	7099.444775229116	0	2
346	10	7093.103321351443	0	2
347	11	7078.60539238112	0	2
348	12	7063.314455916875	0	2
349	13	7049.884948319304	0	2
350	14	7017.109545352485	0	2
351	15	6990.117080539045	0	2
352	16	6976.206313334394	0	2
353	17	6956.393833943131	0	2
354	18	6956.656075106101	0	2
355	19	6944.975229307014	0	2
356	20	6923.663264106975	0	2
357	21	6905.266858116559	0	1
358	22	6900.347901265005	0	1
359	23	6897.145270497169	0	1
360	24	6887.73545801426	0	1
361	25	6865.926782846951	0	1
362	26	6857.199534653315	-1	1
363	27	6856.796404965711	-1	1
364	28	6854.703096437458	-1	1
365	29	6849.879870816079	-1	1
366	30	6850.655390255852	-1	1
367	31	6849.507610424505	-1	1
368	32	6855.385384858777	-1	1
369	33	6863.865461170725	0	1
370	34	6862.330951368362	0	1
371	35	6852.966253580591	-1	1
372	36	6849.616187113213	-1	1
373	37	6859.571627588961	0	1
374	38	6856.997970860162	-1	1
375	39	6857.385591674313	-1	1
376	40	6850.128040424529	-1	1
377	41	6846.172457617946	-1	1
378	42	6832.4534888653325	-1	1
379	43	6831.273574115604	-1	1
380	44	6823.431514258243	-1	1
381	45	6822.421908073006	-1	1
382	46	6814.234374189629	-1	1
383	47	6805.343764650618	-1	2
384	48	6772.652433066892	-1	2
385	1	6741.121802180198	-1	2
386	2	6736.316705897703	-1	2
387	3	6744.054186082459	-1	2
388	4	6773.804814779962	-1	2
389	5	6776.000376702772	-1	2
390	6	6782.554419184181	-1	2
391	7	6817.450766335451	-1	1
392	8	6844.4969076182615	-1	1
393	9	6839.469384488975	-1	1
394	10	6865.260364511918	0	1
395	11	6888.617821537108	0	1
396	12	6910.69483036612	0	2
397	13	6937.503242210997	0	2
398	14	6979.673370893741	0	2
399	15	7011.72630820741	0	2
400	16	7026.734199318873	0	2
401	17	7063.437198195089	0	2
402	18	7073.53016292485	0	2
403	19	7085.533833674469	0	2
404	20	7105.202423024635	0	2
405	21	7123.888069540879	0	2
406	22	7129.653999246127	0	2
407	23	7132.528699052885	0	2
408	24	7133.2167311417525	0	2
409	25	7130.082172074911	0	2
410	26	7138.56728874865	0	2
411	27	7136.152070340477	0	2
412	28	7147.29329003665	0	2
413	29	7148.179432513615	0	2
414	30	7146.315432427577	0	2
415	31	7153.174713952473	0	2
416	32	7158.0313243336295	0	2
417	33	7160.764562718572	0	2
418	34	7161.818058603676	0	2
419	35	7157.313597038718	0	2
420	36	7148.408600951419	0	2
421	37	7151.234797498711	0	2
422	38	7182.0223368188235	0	2
423	39	7191.857754826062	0	1
424	40	7196.202117714755	0	1
425	41	7209.960752168761	0	1
426	42	7234.575076706851	0	1
427	43	7249.052742514978	1	1
428	44	7265.054445035918	1	1
429	45	7286.4161518516885	1	1
430	46	7329.936257114409	1	2
431	47	7385.646409108818	1	2
432	48	7417.457007795165	1	2
433	1	7466.61694469882	1	3
434	2	7498.169935736177	1	3
435	3	7529.825895429306	1	3
436	4	7537.938663343497	1	3
437	5	7547.9516372408925	1	3
438	6	7569.894756313999	1	3
439	7	7586.341040698608	1	3
440	8	7613.08601474563	1	3
441	9	7639.260517140981	1	3
442	10	7626.0055382960545	1	3
443	11	7604.747675028796	1	3
444	12	7606.316965022978	1	3
445	13	7620.435413180535	1	3
446	14	7622.959321630524	1	3
447	15	7647.391572938278	1	3
448	16	7684.0700524450685	1	3
449	17	7688.953836899007	1	3
450	18	7705.6367678051365	1	3
451	19	7732.5019532851375	1	3
452	20	7744.281261252344	1	3
453	21	7756.766627868292	1	3
454	22	7768.325196077925	1	3
455	23	7783.583847290977	1	3
456	24	7815.460813474257	1	3
457	25	7842.398792388449	1	3
458	26	7848.326358964704	1	3
459	27	7861.077810569621	1	3
460	28	7867.871647911276	1	3
461	29	7879.814896532803	1	3
462	30	7891.736977662482	1	3
463	31	7897.562898450551	1	3
464	32	7901.942397221575	1	3
465	33	7895.925894980409	1	3
466	34	7894.082278500048	1	3
467	35	7899.170289266181	1	3
468	36	7902.517418973962	1	3
469	37	7895.852153252478	1	3
470	38	7873.541432231844	1	3
471	39	7868.609983114101	1	3
472	40	7867.000380765716	1	3
473	41	7863.382040842653	1	3
474	42	7855.212759104955	1	3
475	43	7849.937318318468	1	3
476	44	7841.940485424688	1	3
477	45	7824.710119155134	1	3
478	46	7782.694421408717	1	3
479	47	7732.739681902159	1	3
480	48	7711.958348213598	1	3
481	1	7671.37897686479	1	3
482	2	7642.364107775482	1	3
483	3	7600.951012752938	1	3
484	4	7547.412136028527	1	3
485	5	7494.534501250163	1	3
486	6	7442.397777704655	1	3
487	7	7385.04232309047	1	2
488	8	7339.791700537439	1	2
489	9	7333.978919536577	1	2
490	10	7348.49268350165	1	2
491	11	7381.99142093412	1	2
492	12	7380.435590758088	1	2
493	13	7357.900765307617	1	2
494	14	7326.150275731088	1	2
495	15	7310.150626178322	1	2
496	16	7295.731215708945	1	2
497	17	7299.355971454167	1	2
498	18	7307.983052510522	1	2
499	19	7294.047534543406	1	2
500	20	7290.619072924712	1	2
501	21	7290.694930029891	1	2
502	22	7293.076700773952	1	2
503	23	7287.265909191808	1	2
504	24	7283.365840444368	1	1
505	25	7266.740505695183	1	1
506	26	7265.586100762865	1	1
507	27	7267.4847586023	1	1
508	28	7260.724734610525	1	1
509	29	7256.044579229065	1	1
510	30	7254.691997301511	1	1
511	31	7249.508804750416	1	1
512	32	7243.396725037205	1	1
513	33	7249.052742514978	1	1
514	34	7249.508804750416	1	1
515	35	7259.8434884320895	1	1
516	36	7256.971578119709	1	1
517	37	7258.399986002135	1	1
518	38	7260.116982685044	1	1
519	39	7260.405667099273	1	1
520	40	7255.193526875042	1	1
521	41	7253.886484676711	1	1
522	42	7244.096209895102	1	1
523	43	7226.084440578831	0	1
524	44	7234.133894172245	0	1
525	45	7235.518262535806	0	1
526	46	7251.469756434762	1	1
527	47	7257.7465777474345	1	1
528	48	7263.125178369783	1	1
529	1	7266.132932259848	1	1
530	2	7276.201138192633	1	1
531	3	7293.243566089704	1	2
532	4	7313.939543179362	1	2
533	5	7348.749874333225	1	2
534	6	7374.1506653729675	1	2
535	7	7386.220274596169	1	2
536	8	7402.1161068996535	1	2
537	9	7401.633221118296	1	2
538	10	7377.353797312199	1	2
539	11	7370.297187729325	1	2
540	12	7371.687544389633	1	2
541	13	7381.795060431599	1	2
542	14	7395.747152413197	1	2
543	15	7391.625915664739	1	2
544	16	7374.105334493798	1	2
545	17	7351.04932109762	1	2
546	18	7340.3971046581	1	2
547	19	7331.556445218696	1	2
548	20	7326.332018688988	1	2
549	21	7313.515219096137	1	2
550	22	7295.791886331644	1	2
551	23	7291.2107509222	1	2
552	24	7272.1926711696415	1	1
553	25	7262.365574702922	1	1
554	26	7243.837707412067	1	1
555	27	7228.656350674722	0	1
556	28	7219.615183959923	0	1
557	29	7213.037267276071	0	1
558	30	7213.555050792637	0	1
559	31	7211.8798211594585	0	1
560	32	7208.803130902202	0	1
561	33	7202.313138027442	0	1
562	34	7193.488905419959	0	1
563	35	7186.277312796392	0	2
564	36	7183.425510105946	0	2
565	37	7184.3863226989515	0	2
566	38	7187.924160398912	0	1
567	39	7187.451467836041	0	1
568	40	7195.62292307998	0	1
569	41	7188.640802290155	0	1
570	42	7189.250690325712	0	1
571	43	7203.029271868472	0	1
572	44	7191.415644683612	0	1
573	45	7178.468212930244	0	2
574	46	7171.785380242965	0	2
575	47	7164.489722046714	0	2
576	48	7155.206080013777	0	2
577	1	7139.377392038344	0	2
578	2	7116.80456956638	0	2
579	3	7090.146352530516	0	2
580	4	7066.981055307843	0	2
581	5	7033.050719360086	0	2
582	6	7014.525774375729	0	2
583	7	6995.413837980729	0	2
584	8	6958.399118451627	0	2
585	9	6891.4968342879365	0	1
586	10	6878.584377126208	0	1
587	11	6842.619498239182	-1	1
588	12	6819.936497838269	-1	1
589	13	6815.073484908969	-1	1
590	14	6798.781967457808	-1	2
591	15	6761.576677960553	-1	2
592	16	6750.775126338966	-1	2
593	17	6734.038540762491	-1	2
594	18	6705.913435513651	-1	2
595	19	6685.726922950386	-1	2
596	20	6663.388685494383	-1	3
597	21	6638.953723507555	-1	3
598	22	6619.354509003853	-1	3
599	23	6587.298629071908	-1	3
600	24	6559.519307973008	-1	3
601	25	6535.042105136794	-1	3
602	26	6516.201059676374	-1	3
603	27	6494.116355354268	-1	3
604	28	6476.514838202943	-1	3
605	29	6459.909904418577	-1	3
606	30	6441.514422682862	-1	3
607	31	6425.670827950826	-1	3
608	32	6406.0175778130315	-1	3
609	33	6383.671360228528	-1	3
610	34	6367.713245376106	-1	3
611	35	6339.708507427454	-1	3
612	36	6319.530036810341	-1	3
613	37	6296.947731261428	-1	3
614	38	6273.584601986232	-1	3
615	39	6258.360390773347	-1	3
616	40	6242.866561894096	-1	3
617	41	6234.1923989140105	-1	3
618	42	6238.297526731964	-1	3
619	43	6220.314456679217	-1	3
620	44	6213.636298466896	-1	3
621	45	6217.055961720976	-1	3
622	46	6191.8342922399925	-1	3
623	47	6185.370402261086	-1	3
624	48	6169.071404774896	-1	3
625	1	6160.779285614298	-1	3
626	2	6160.102860596707	-1	3
627	3	6155.028832942575	-1	3
628	4	6156.7847753811975	-1	3
629	5	6161.568414846893	-1	3
630	6	6160.843705670826	-1	3
631	7	6159.184813079522	-1	3
632	8	6156.768666624842	-1	3
633	9	6154.86772840929	-1	3
634	10	6139.781713782374	-1	3
635	11	6136.362970379438	-1	3
636	12	6110.587752372042	-1	3
637	13	6076.198440180462	-1	3
638	14	6063.456738521879	-1	3
639	15	6059.909392097465	-1	3
640	16	6035.933333391112	-1	3
641	17	6012.102148904195	-1	3
642	18	5989.945480911932	-1	3
643	19	5976.748220852399	-1	3
644	20	5956.778090450887	-1	3
645	21	5945.039047318353	-1	3
646	22	5933.928299391028	-1	3
647	23	5928.574234334736	-1	3
648	24	5921.53625392836	-1	3
649	25	5915.132543931683	-1	3
650	26	5910.769425400792	-1	3
651	27	5912.730518816487	-1	3
652	28	5908.481191392275	-1	3
653	29	5903.413268632808	-1	3
654	30	5888.29842402538	-1	3
655	31	5874.906042290981	-1	3
656	32	5883.093379430624	-1	3
657	33	5881.538096459291	-1	3
658	34	5884.926788927164	-1	3
659	35	5884.402978315205	-1	3
660	36	5886.645426374431	-1	3
661	37	5881.718189321933	-1	3
662	38	5873.710352608311	-1	3
663	39	5867.271799354003	-1	3
664	40	5859.322545951706	-1	3
665	41	5857.371526292788	-1	3
666	42	5845.004240885692	-1	3
667	43	5833.629302042286	-1	3
668	44	5818.598381339932	-1	3
669	45	5800.970846723663	-1	3
670	46	5796.347054542408	-1	3
671	47	5792.49563844577	-1	3
672	48	5790.223864730191	-1	3
673	1	5806.3663607345225	-1	3
674	2	5818.877769819982	-1	3
675	3	5822.213629489895	-1	3
676	4	5834.4174300159775	-1	3
677	5	5851.9107248820255	-1	3
678	6	5872.694767549225	-1	3
679	7	5912.50173647203	-1	3
680	8	5935.087033010326	-1	3
681	9	5978.213284481849	-1	3
682	10	5996.483334053168	-1	3
683	11	5999.377396895805	-1	3
684	12	6022.365995206709	-1	3
685	13	6034.083879094174	-1	3
686	14	6030.076038240457	-1	3
687	15	6059.196594388292	-1	3
688	16	6081.328062286006	-1	3
689	17	6097.160343449833	-1	3
690	18	6110.3293210822185	-1	3
691	19	6107.389392260861	-1	3
692	20	6109.957819311764	-1	3
693	21	6120.695836842227	-1	3
694	22	6135.588821489474	-1	3
695	23	6145.166478115989	-1	3
696	24	6160.537708274622	-1	3
697	25	6170.713258367321	-1	3
698	26	6191.335918242026	-1	3
699	27	6199.725997568295	-1	3
700	28	6207.533832506112	-1	3
701	29	6212.191169737116	-1	3
702	30	6234.416922867598	-1	3
703	31	6254.66041398434	-1	3
704	32	6264.381205477989	-1	3
705	33	6274.30466571991	-1	3
706	34	6285.230038468664	-1	3
707	35	6299.903907534415	-1	3
708	36	6317.662573831203	-1	3
709	37	6328.385850909017	-1	3
710	38	6356.424222850966	-1	3
711	39	6377.324813601572	-1	3
712	40	6396.024008675539	-1	3
713	41	6399.821899063583	-1	3
714	42	6413.735373963756	-1	3
715	43	6425.242430502104	-1	3
716	44	6452.766237611664	-1	3
717	45	6487.16000840629	-1	3
718	46	6515.901087971884	-1	3
719	47	6535.956840908867	-1	3
720	48	6551.201014181626	-1	3
721	1	6570.273979231323	-1	3
722	2	6574.177497830771	-1	3
723	3	6587.4873546566705	-1	3
724	4	6603.710591552576	-1	3
725	5	6621.693686083609	-1	3
726	6	6619.401609420573	-1	3
727	7	6631.58092973264	-1	3
728	8	6641.745214960215	-1	3
729	9	6644.285424211096	-1	3
730	10	6676.40037136083	-1	2
731	11	6709.57003078011	-1	2
732	12	6745.816518414963	-1	2
733	13	6776.34292389336	-1	2
734	14	6800.617008914361	-1	2
735	15	6791.611180292801	-1	2
736	16	6789.9308680136055	-1	2
737	17	6800.990216194203	-1	2
738	18	6814.265453017875	-1	1
739	19	6840.4470610522785	-1	1
740	20	6871.381252197943	0	1
741	21	6883.075294383808	0	1
742	22	6901.198753164176	0	1
743	23	6927.525851266386	0	2
744	24	6946.11738925163	0	2
745	25	6962.933390879102	0	2
746	26	6967.08117871484	0	2
747	27	6979.149499153706	0	2
748	28	6995.844906794982	0	2
749	29	7019.416198643609	0	2
750	30	7025.489100188206	0	2
751	31	7033.004620664948	0	2
752	32	7046.936917042924	0	2
753	33	7058.7571133127585	0	2
754	34	7076.3975962155855	0	2
755	35	7083.495404722183	0	2
756	36	7087.03570088104	0	2
757	37	7095.799450719907	0	2
758	38	7089.993129794198	0	2
759	39	7095.385863559534	0	2
760	40	7092.490513991136	0	2
761	41	7098.801530911794	0	2
762	42	7114.371430182289	0	2
763	43	7138.888276970676	0	2
764	44	7140.584843982233	0	2
765	45	7144.863837534085	0	2
766	46	7153.388551592351	0	2
767	47	7171.28178970088	0	2
768	48	7195.058954521844	0	1
769	1	7206.8837714254305	0	1
770	2	7220.0110092715795	0	1
771	3	7241.784777411883	1	1
772	4	7240.111867021417	1	1
773	5	7250.299288522858	1	1
774	6	7271.676372252387	1	1
775	7	7259.7827114351985	1	1
776	8	7262.076917921566	1	1
777	9	7257.56422753436	1	1
778	10	7223.086005357834	0	1
779	11	7204.004392243879	0	1
780	12	7180.451277447734	0	2
781	13	7166.626798430282	0	2
782	14	7171.37335255045	0	2
783	15	7185.7130842252245	0	2
784	16	7210.28060957952	0	1
785	17	7208.81836318899	0	1
786	18	7222.522798235989	0	1
787	19	7232.536429303769	0	1
788	20	7240.385625374545	1	1
789	21	7246.392176628698	1	1
790	22	7248.064572761126	1	1
791	23	7249.174360106026	1	1
792	24	7243.5335826552	1	1
793	25	7242.514731722011	1	1
794	26	7239.929359413205	1	1
795	27	7238.0129310026105	1	1
796	28	7232.064772893606	0	1
797	29	7219.310697713693	0	1
798	30	7213.996679258806	0	1
799	31	7205.588863026684	0	1
800	32	7193.229759418019	0	1
801	33	7196.247842902836	0	1
802	34	7179.673329138488	0	2
803	35	7174.364177704631	0	2
804	36	7176.896877702172	0	2
805	37	7190.07401006898	0	1
806	38	7190.577133452916	0	1
807	39	7177.003671338955	0	2
808	40	7185.484338436511	0	2
809	41	7193.91572691168	0	1
810	42	7186.628041557287	0	2
811	43	7173.4791836791	0	2
812	44	7180.207218451034	0	2
813	45	7160.886709985957	0	2
814	46	7151.463931208254	0	2
815	47	7140.707113559067	0	2
816	48	7129.6692912898925	0	2
817	1	7108.5398759992495	0	2
818	2	7082.60640063704	0	2
819	3	7061.289099097496	0	2
820	4	7057.882352460065	0	2
821	5	7041.638573913868	0	2
822	6	7028.594016491583	0	2
823	7	7009.495680551956	0	2
824	8	6984.942129002	0	2
825	9	6967.512868385961	0	2
826	10	6959.5559201375045	0	2
827	11	6954.820313330208	0	2
828	12	6981.722499932287	0	2
829	13	6992.288307276658	0	2
830	14	6977.947623050947	0	2
831	15	6948.494103202802	0	2
832	16	6900.549015071675	0	1
833	17	6881.728128346011	0	1
834	18	6846.63786236322	-1	1
835	19	6817.947938347065	-1	1
836	20	6786.632048284418	-1	2
837	21	6776.000376702772	-1	2
838	22	6757.431352002383	-1	2
839	23	6738.578996755506	-1	2
840	24	6721.9878044542575	-1	2
841	25	6723.174486208833	-1	2
842	26	6712.585408788445	-1	2
843	27	6700.474113817503	-1	2
844	28	6689.575127521306	-1	2
845	29	6673.911467008256	-1	2
846	30	6661.446337812258	-1	3
847	31	6644.395178575983	-1	3
848	32	6634.718643917856	-1	3
849	33	6610.764544969438	-1	3
850	34	6607.874160968197	-1	3
851	35	6606.774440622481	-1	3
852	36	6591.9061307980355	-1	3
853	37	6565.928773537623	-1	3
854	38	6557.739381846426	-1	3
855	39	6550.2555165547765	-1	3
856	40	6531.635103399618	-1	3
857	41	6507.357731785046	-1	3
858	42	6486.321906303014	-1	3
859	43	6467.462353985328	-1	3
860	44	6445.350330785234	-1	3
861	45	6444.225003672155	-1	3
862	46	6440.151053631334	-1	3
863	47	6416.513609270791	-1	3
864	48	6405.525178550554	-1	3
865	1	6413.989401773854	-1	3
866	2	6423.052685313971	-1	3
867	3	6420.577002336678	-1	3
868	4	6414.275178795355	-1	3
869	5	6416.704101203793	-1	3
870	6	6409.019334617656	-1	3
871	7	6406.112879345679	-1	3
872	8	6408.257030925867	-1	3
873	9	6404.810381540214	-1	3
874	10	6392.3047970464895	-1	3
875	11	6365.7075346048105	-1	3
876	12	6311.659828219815	-1	3
877	13	6281.83957527575	-1	3
878	14	6279.168328853391	-1	3
879	15	6280.751930751312	-1	3
880	16	6303.131170707016	-1	3
881	17	6300.990378410552	-1	3
882	18	6299.16890426047	-1	3
883	19	6293.719344148597	-1	3
884	20	6320.056721752297	-1	3
885	21	6311.388379656369	-1	3
886	22	6305.926593331454	-1	3
887	23	6291.769241703747	-1	3
888	24	6296.692038839633	-1	3
889	25	6285.965619367938	-1	3
890	26	6284.830253435404	-1	3
891	27	6283.03910576076	-1	3
892	28	6276.688667616725	-1	3
893	29	6283.95069461351	-1	3
894	30	6281.679631740339	-1	3
895	31	6287.452678818449	-1	3
