Sim	Year	Month	QM	ontNBS_QM1	ontNBS_QM2	ontNBS_QM3	ontNBS_QM4	erieOut_QM1	erieOut_QM2	erieOut_QM3	erieOut_QM4	slonFlow_QM1	slonFlow_QM2	slonFlow_QM3	slonFlow_QM4	ontNTS_QM1	ontNTS_QM2	ontNTS_QM3	ontNTS_QM4
33	2022	9	33	-11.977134350400092	2.5145299668999996	19.17984629337616	97.62910353093616	5683.0	5623.3241945804	5659.6965718604	5589.011510797732	483.7110378959999	493.67342939730713	534.9937556644559	578.6323043068055	5671.0228656496	5625.8387245473	5678.876418153775	5686.640614328668
34	2022	9	34	-62.51652207040024	-32.14140484501195	60.927951965046645	127.68270582943694	5599.0	5659.6965718604	5575.1759089204	5647.359881064595	418.390906296	482.06783194218724	539.5911424253604	615.669688269375	5536.4834779296	5627.555167015387	5636.103860885446	5775.042586894032
35	2022	9	35	127.56933652959992	186.9685865665482	217.81761741795287	297.0415555920106	5598.0	5575.1759089204	5612.2668709904	5642.937524004323	543.3706470960001	582.6889025047471	647.4610394570552	681.6919129362773	5725.5693365296	5762.144495486948	5830.084488408353	5939.979079596334
36	2022	9	36	-34.93982055039987	42.69178545637999	171.80455221902344	316.1992135522016	5492.0	5612.2668709904	5595.6270670103995	5514.279225949739	444.3233066959999	550.1857799694671	609.9361666852851	675.8119003706577	5457.0601794496	5654.95865644678	5767.431619229423	5830.478439501941
37	2022	10	37	-217.89217571040035	-33.8432805425557	169.13513947054014	302.43638631840383	5406.0	5595.6270670103995	5396.9546297304	5543.332815035915	523.8590850960002	591.4276923763473	662.1590004143784	797.5386249629979	5188.1078242896	5561.783786467844	5566.089769200939	5845.769201354318
38	2022	10	38	169.23434604960016	329.4000828847402	417.04598465190315	558.6407047346187	5402.0	5396.9546297304	5433.1977393204	5361.193082001051	454.374434696	565.8063548990672	726.4634510839636	826.3317247976457	5571.2343460496	5726.35471261514	5850.243723972303	5919.8337867356695
39	2022	10	39	-60.83233775040026	109.08208995326004	338.40777343528225	567.1588977370664	5288.0	5433.1977393204	5299.219688610399	5405.616965475843	593.2636706960001	745.7667865942673	840.5709594393364	910.3144194042087	5227.1676622496	5542.27982927366	5637.627462045682	5972.77586321291
40	2022	10	40	-64.22648255039985	201.63599295118001	469.34986669945533	681.9675298333285	5353.0	5299.219688610399	5360.0004913504	5291.184639191995	647.431267696	771.4380723096672	859.3180824876466	941.6914413607034	5288.7735174496	5500.855681561579	5829.3503580498555	5973.152169025324
41	2022	11	41	-104.84811843039984	227.47852128253226	508.999086728631	666.5249533210738	5266.0	5360.0004913504	5272.2892803104005	5444.219958410507	542.727045696	698.5272129692672	823.0829802431115	875.5831421913713	5161.1518815696	5587.479012632932	5781.288367039031	6110.744911731581
42	2022	11	42	798.3502382896002	959.5200277018441	988.7041085735325	1196.597634036793	5309.0	5272.2892803104005	5415.2108789304	5325.172202010956	987.8747918959999	1026.503206620107	1025.6374337256905	966.5430068000998	6107.3502382896	6231.809308012244	6403.914987503933	6521.76983604775
43	2022	11	43	657.5082046096	750.3622067573161	1026.1531871648356	1129.9915287215408	5260.0	5415.2108789304	5318.182059370401	5347.432980006011	925.900712296	954.9107933113874	914.3710271057001	960.0028645934226	5917.5082046096	6165.573085687716	6344.335246535236	6477.424508727552
44	2022	11	44	534.6526128496	855.9193389480201	1008.2529092127756	1138.5050926920205	5238.0	5318.182059370401	5246.6354320703995	5252.410272590284	1175.5197948960001	1069.4659244247073	1074.4096536934444	1023.3946910773841	5772.6526128496	6174.10139831842	6254.888341283175	6390.915365282304
45	2022	12	45	539.5260088896002	758.561399668604	959.9442483395367	1043.3215199930137	5288.0	5246.6354320703995	5235.2427172204	5329.369163862043	1074.223838496	1077.7546132782272	1025.8621229038306	992.8644142983987	5827.5260088896	6005.196831739004	6195.186965559937	6372.690683855057
46	2022	12	46	868.4189558495998	1046.64171137582	1105.3211139369093	1330.5103047534549	5313.0	5235.2427172204	5367.1173301004	5322.518527639363	1037.623076696	997.6484212834673	972.0523884560998	908.3202084390514	6181.4189558496	6281.88442859622	6472.43844403731	6653.028832392818
47	2022	12	47	718.0196749295999	845.978945331188	1145.048024970771	1274.9972033075705	5457.0	5367.1173301004	5448.6540700844	5294.6587990255075	1149.910666096	1079.0974186005474	987.2826914068287	1088.549484002513	6175.0196749296	6213.096275431588	6593.7020950551705	6569.6560023330785
48	2022	12	48	1262.6684076095999	1473.891306301116	1510.1615229962229	1596.4901568526966	5588.0	5448.6540700844	5420.2968616644	5329.245927404407	1282.333778296	1130.1640884125873	1193.9469028481617	1180.9613288136359	6850.6684076096	6922.545376385516	6930.458384660623	6925.736084257103
49	2023	1	1	1817.6590800496	1781.4564151611403	1790.5001378164825	1779.9949702702145	5646.0	5420.2968616644	5441.4962923404	5406.784499529111	1298.305102096	1312.155194735747	1268.1584665250093	1195.9068620838498	7463.6590800496	7201.7532768255405	7231.9964301568825	7186.779469799325
50	2023	1	2	1721.8186157696	1743.435137573852	1746.3375735965515	1830.1585460195486	5625.0	5441.4962923404	5523.2196446144	5424.71787778362	1464.693505096	1375.3975792203473	1275.0125113443391	1274.6103910833601	7346.8186157696	7184.931429914252	7269.557218210952	7254.876423803168
51	2023	1	3	1506.6958225296	1559.5074753421482	1696.5515196706526	1659.8714820611185	5727.0	5523.2196446144	5587.1123867004	5461.009846667071	1245.433678096	1183.6439010189472	1207.2117241216836	1072.2881866245916	7233.6958225296	7082.7271199565475	7283.663906371053	7120.881328728189
52	2023	1	4	2052.2866379695997	2085.443323949972	1937.9780506851175	1959.728079458643	5833.0	5587.1123867004	5637.2129128104	5574.443191705587	1317.838381696	1301.5545616844672	1141.8808122152482	992.5764675833407	7885.2866379696	7672.555710650372	7575.190963495517	7534.17127116423
