Sim	Year	Month	QM	ontNBS_QM1	ontNBS_QM2	ontNBS_QM3	ontNBS_QM4	erieOut_QM1	erieOut_QM2	erieOut_QM3	erieOut_QM4	slonFlow_QM1	slonFlow_QM2	slonFlow_QM3	slonFlow_QM4	ontNTS_QM1	ontNTS_QM2	ontNTS_QM3	ontNTS_QM4
565	2033	10	37	202.9546826495997	283.33323151510024	316.8513347262518	402.5408886832354	6241.0	6424.385252010399	6228.3964497304	6374.602462663915	656.0709050960002	700.4150145003473	749.4574184944352	872.8268633199215	6443.9546826496	6707.718483525499	6545.247784456651	6777.14335134715
566	2033	10	38	397.25873912960003	406.759146520508	466.8362859002825	502.67533730684806	6165.0	6228.3964497304	6227.0641313204	6171.7222472170515	695.144254696	745.7519126230673	870.0934721119405	941.6266594089137	6562.2587391296	6635.155596250907	6693.900417220682	6674.397584523899
567	2033	10	39	175.98074892959994	284.71042865158824	372.432435142833	499.8073098879869	6206.0	6227.0641313204	6158.9831466104	6224.920312245444	654.465670696	805.9164429942672	894.2860443258163	964.2479490148904	6381.9807489296	6511.774559971987	6531.415581753233	6724.7276221334305
568	2033	10	40	327.90816520959993	406.5232550980762	524.1865353049402	622.5971182284482	6166.0	6158.9831466104	6190.1870343504	6133.454354102395	801.171147696	890.9499561256672	961.7870612246978	1023.7078059825968	6493.9081652096	6565.506401708476	6714.373569655339	6756.051472330843
569	2033	11	41	90.48323988959987	274.773855021204	444.2356718781806	597.6161041007272	6245.0	6190.1870343504	6182.3807403104	6299.722598068907	945.497965696	1000.1359857132671	1051.996146811452	1052.095168028915	6335.4832398896	6464.960889371604	6626.61641218858	6897.338702169634
570	2033	11	42	129.3169093696	329.44385775641206	515.5255144296742	697.0074480081331	6196.0	6182.3807403104	6303.0290129304	6208.809576458955	909.410851896	988.2135939121073	1005.0455409686051	975.3736021799256	6325.3169093696	6511.8245980668125	6818.554527360075	6905.817024467088
571	2033	11	43	641.5802525696001	761.8575328391322	873.1658335236934	979.7314130697407	6149.0	6303.0290129304	6189.8226113704	6210.735747625211	903.641492296	945.5887585073872	931.5149086368671	974.1521040892753	6790.5802525696	7064.886545769533	7062.988444894094	7190.467160694951
572	2033	11	44	613.9815449696	756.4649579721722	896.2756042871542	1016.2765868192942	6221.0	6189.8226113704	6164.0776450704	6121.646206567883	890.335214896	892.6699720687071	945.497876629965	924.9676529231217	6834.9815449696	6946.287569342572	7060.353249357554	7137.922793387177
573	2033	12	45	545.2767167295999	729.6099203294681	897.0896536856949	970.1071137367305	6174.0	6164.0776450704	6112.6463052204	6217.517611616443	717.002538496	821.9982806182272	833.8673493084185	835.356531300306	6719.2767167296	6893.687565399868	7009.735958906094	7187.624725353174
574	2033	12	46	864.2649905696001	1003.3568362139321	1046.1015192887735	1090.4507419994454	6234.0	6112.6463052204	6257.2894471004	6190.508241493763	850.646676696	854.0080508034671	850.2134545653637	793.0136329139464	7098.2649905696	7116.003141434332	7303.390966389174	7280.9589834932085
575	2033	12	47	542.8690716896001	682.693463153484	830.5682595455007	1025.6863172873009	6218.0	6257.2894471004	6250.433423084401	6156.574207175107	915.957006096	893.7654709885471	825.1400693340902	953.1720777653221	6760.8690716896	6939.982910253884	7081.001682629902	7182.260524462408
576	2033	12	48	578.8182017296	748.5919080704681	967.0629120980734	1112.5327625055268	6150.0	6250.433423084401	6095.5479696644	6089.341667390807	642.892998296	648.7690232165871	823.0707950969946	893.4177486535789	6728.8182017296	6999.025331154869	7062.610881762474	7201.874429896334
577	2034	1	1	379.43938952960013	675.734869280348	904.1965583468223	1017.059342685212	6020.0	6095.5479696644	5958.2711363404005	6041.90410475951	657.543922096	829.2398182597472	897.9683698805461	886.2703890761852	6399.4393895296	6771.282838944748	6862.467694687222	7058.963447444722
578	2034	1	2	689.7643350095998	915.2683419251559	1024.977060944212	1232.0816941453834	5901.0	5958.2711363404005	5931.2452196143995	5940.50817105082	649.9183850960001	771.8999000363474	793.2751384847904	876.6078902832855	6590.7643350096	6873.539478265557	6956.222280558612	7172.589865196203
579	2034	1	3	642.9597885296002	810.0764062857484	1078.4006882602855	1150.6301986498179	5915.0	5931.2452196143995	5915.8955487004005	5861.49053372707	706.855758096	747.5471108749473	842.8763046466629	751.1521527686281	6557.959788529601	6741.321625900147	6994.296236960686	7012.120732376889
580	2034	1	4	581.3382906495999	897.8849821519002	1021.5387571328771	1135.994050709334	5775.0	5915.8955487004005	5772.6182528104	5864.841953251188	837.965141696	906.4429547164673	798.0425176616305	698.5716860743009	6356.3382906496	6813.7805308523	6794.157009943277	7000.836003960522
581	2034	2	5	738.7334294095999	895.9394234073961	1046.1747247696035	1154.9863657475246	5617.0	5772.6182528104	5694.8301651504	5788.579977044956	1023.6802186960001	880.4639115678673	759.370378958216	714.6635937906456	6355.7334294096	6668.557676217796	6741.004889920003	6943.56634279248
582	2034	2	6	872.3359378096	1027.547309494036	1141.6654202104428	1278.4587471130144	5676.0	5694.8301651504	5733.6235148464	5775.899103617948	826.0449456959999	721.112176149267	686.4421744159872	905.59886753025	6548.3359378096	6722.377474644436	6875.288935056843	7054.357850730962
583	2034	2	7	822.3606734095998	979.736087209796	1162.6589008194223	1298.016728908587	5510.0	5733.6235148464	5670.7677056804005	5718.287415675033	758.4057542959999	712.660704175787	924.9391414953719	937.8399718710209	6332.3606734096	6713.359602056196	6833.426606499823	7016.304144583621
584	2034	2	8	786.8773116095999	1010.4584773795161	1189.1742769972316	1316.9712851275003	5538.0	5670.7677056804005	5607.016760430401	5735.327611931412	714.0448282959999	925.9122232225872	938.5577721202039	1187.2145936448687	6324.8773116096	6681.226183059916	6796.191037427632	7052.298897058912
585	2034	3	9	825.4227052896001	1043.1476169400441	1212.5438507890822	1275.6845461059659	5380.0	5607.016760430401	5569.9389409404	5736.112558363212	947.578303296	953.7896912175872	1198.450520718463	1633.606573816894	6205.4227052896	6650.1643773704445	6782.482791729482	7011.797104469178
586	2034	3	10	1839.8004010096	1841.246852208756	1725.286292618609	1804.1130813125737	5576.0	5569.9389409404	5718.4702250304	5710.728153487299	841.289808296	1119.3596510585874	1575.264664435419	2139.229925804856	7415.8004010096	7411.185793149156	7443.756517649009	7514.841234799873
587	2034	3	11	1982.7723818896	1836.975509134404	1883.9849233409057	1844.0253652446977	5630.0	5718.4702250304	5744.8908838804	5865.948772027691	1175.541039496	1614.761904386427	2168.3653292205695	2330.7507942264956	7612.7723818896	7555.445734164804	7628.875807221306	7709.974137272389
588	2034	3	12	1989.9047366896	2004.6737181224844	1930.3330380182886	1851.3542370953076	5747.0	5744.8908838804	5882.176508030399	5807.970493731571	1467.5663738960002	2064.8823547125075	2254.4158854407124	2440.0527836478714	7736.9047366896	7749.564602002884	7812.509546048688	7659.324730826878
589	2034	4	13	2644.4797300895993	2435.2555941101236	2212.4373917166417	2051.2787174085825	6037.0	5882.176508030399	5974.1221589804	5990.008484098091	2564.4738288959998	2605.644021343507	2699.138568962747	2625.6863626199165	8681.479730089599	8317.432102140523	8186.559550697042	8041.287201506673
590	2034	4	14	2680.3961142095995	2405.897558853476	2189.627077172953	2170.598672568958	6132.0	5974.1221589804	6132.1080863304	6074.719029848451	3332.7842430960004	3210.340456551947	3002.7778566144343	2894.0321351146654	8812.3961142096	8380.019717833875	8321.735163503352	8245.31770241741
591	2034	4	15	1955.3141630495998	1834.03535767294	1916.3058542244826	1878.2062134805528	6127.0	6132.1080863304	6161.6759458204	6245.717200245132	3002.159776696	2856.420450823467	2786.0706151227278	2655.781623088982	8082.314163049599	7966.14344400334	8077.981800044882	8123.923413725684
592	2034	4	16	2263.8738558896	2255.526100934804	2120.791368997575	1983.8047022141723	6261.0	6161.6759458204	6319.030920740401	6283.500097513043	2107.025132696	2259.2227119026675	2267.1487409412894	2155.9392729418196	8524.8738558896	8417.202046755203	8439.822289737975	8267.304799727215
593	2034	5	17	2246.0939689296	2113.3477124635883	1978.4815512660084	1940.1279683737775	6540.0	6319.030920740401	6498.6908195304	6397.90768719754	2628.185891696	2526.5411776664673	2347.2818400768206	2052.019446839139	8786.0939689296	8432.378633203989	8477.172370796408	8338.035655571319
594	2034	5	18	1888.3427148095998	1800.911949818236	1813.143362354408	1826.8420946566532	6485.0	6498.6908195304	6492.3108994804	6460.827814439292	2197.331986496	2115.837677171827	1881.2931109530539	1671.863066153752	8373.3427148096	8299.602769348636	8305.454261834808	8287.669909095945
595	2034	5	19	1564.3984973696001	1626.491510501212	1693.3625369107565	1537.5130193296934	6493.0	6492.3108994804	6457.5908762904	6507.288098014851	1840.330046496	1687.6027928638273	1528.9861065928485	1358.9861644271891	8057.398497369601	8118.802409981612	8150.953413201157	8044.801117344545
596	2034	5	20	1572.1979836495998	1650.5151334097	1506.8717349647288	1492.2760655475104	6527.0	6457.5908762904	6527.0192583904	6373.06194293438	1505.8624464959998	1401.217066543827	1264.7364768418242	1133.7153975996378	8099.197983649599	8108.1060097001	8033.890993355129	7865.33800848189
597	2034	6	21	1368.5087703696	1284.3177561070122	1333.1219699541693	1337.4937142708332	6428.0	6527.0192583904	6356.2306525004005	6387.08607320286	1285.865890496	1183.6410606246272	1073.894821033175	976.6316556354618	7796.5087703696	7811.337014497412	7689.352622454569	7724.579787473693
598	2034	6	22	1054.3698936896	1151.6515550346842	1207.7195358369183	1206.9914203401308	6326.0	6356.2306525004005	6272.7463190304	6362.754753492628	1003.171894496	947.0194596974272	883.0411961345799	811.989378170742	7380.3698936896	7507.8822075350845	7480.465854867318	7569.746173832758
599	2034	6	23	922.7188034896	1027.0502268257642	1077.7901334221049	1087.4732817079225	6450.0	6272.7463190304	6416.0907583503995	6343.987164074892	873.073220896	831.0547212779072	773.6412070329927	694.7737205713511	7372.7188034896	7299.796545856164	7493.880891772505	7431.460445782814
600	2034	6	24	807.9184826896001	904.8555902940841	963.8033255487295	932.3746774080547	6429.0	6416.0907583503995	6432.8642578104	6384.781085680108	831.859350896	774.2068863439073	695.1909977012939	632.7674397057058	7236.9184826896	7320.946348644484	7396.66758335913	7317.1557630881625
601	2034	7	25	588.8106784096001	714.3867809027962	754.0104675526204	771.1053970846777	6272.0	6432.8642578104	6302.8222623304	6346.731306482955	791.6929978960001	707.4842706693072	641.835654792806	597.8012275388344	6860.8106784096	7147.251038713196	7056.832729883021	7117.836703567633
602	2034	7	26	438.73403292960006	536.4706390779883	615.5370498724025	661.0826807066221	6192.0	6302.8222623304	6209.7277166404	6253.552594463932	579.257209896	551.6880965277071	531.3032778022689	520.4359219893954	6630.7340329296	6839.292901408388	6825.264766512802	6914.635275170554
603	2034	7	27	265.6002670496001	401.7713801913401	508.21333187891526	468.57314251726405	6102.0	6209.7277166404	6139.324891650401	6143.62495527546	624.393586896	582.4174684391071	558.1406468339464	520.4458244677429	6367.6002670496	6611.49909683174	6647.538223529316	6612.198097792724
604	2034	7	28	415.7244934495999	519.2248595607799	476.4477702291714	463.1546062218249	6102.0	6139.324891650401	6082.3494300504	6115.543526911148	598.5715562959999	569.4974662721872	528.8232583406665	520.2244348771219	6517.7244934496	6658.549751211181	6558.797200279571	6578.6981331329725
605	2034	8	29	532.1698149695999	486.6636791941721	470.4602664501152	493.5877019923802	6120.0	6082.3494300504	6104.5515285404	6083.854061703068	525.591241096	497.95583481554706	497.4548733096917	497.08411981684753	6652.1698149696	6569.013109244572	6575.011794990515	6577.441763695448
606	2034	8	30	603.8092850095998	562.9093175951559	559.7004050721944	519.2165186445548	6152.0	6104.5515285404	6123.4713058904	6078.038235004179	548.6663192959999	533.1058999087873	523.3823382097628	509.2798823136427	6755.8092850096	6667.460846135556	6683.171710962594	6597.254753648734
607	2034	8	31	473.7750309295999	489.3573463687883	468.9123814340161	402.0593550558201	6112.0	6123.4713058904	6082.274925570399	6046.174962370859	642.7888014960001	600.4927835548274	566.1609184437746	559.2790246101737	6585.7750309296	6612.828652259188	6551.187307004416	6448.234317426679
608	2034	8	32	191.41531668959988	233.78228203048388	233.91175100302496	215.4037218427277	6041.0	6082.274925570399	5999.2652835804	6031.155078524843	739.588146096	663.9492263365471	631.4132244512238	646.0906902159145	6232.415316689599	6316.057207600883	6233.177034583425	6246.55880036757
609	2034	9	33	14.79457272959985	61.09087738706796	91.81505368603143	166.4381473564698	5877.0	5999.2652835804	5914.3947008604	5905.841986220932	865.729197896	773.2707359093071	750.7328330341741	756.373431456574	5891.7945727296	6060.356160967468	6006.209754546431	6072.280133577402
610	2034	9	34	-197.4686268303999	-112.23511672410791	20.516602866559538	124.42934466921122	5813.0	5914.3947008604	5799.8942929204	5885.207307839795	875.9534462959999	822.9219291701872	809.62420140271	839.8826855738148	5615.531373169601	5802.159584136292	5820.41089578696	6009.636652509006
611	2034	9	35	-352.16030643040017	-168.82772618226772	-10.975673026562845	92.38546517952398	5732.0	5799.8942929204	5781.4612019904	5852.785662823523	855.9539470960001	832.8467235647472	857.0129344813472	866.5558801623636	5379.8396935696	5631.066566738133	5770.485528963837	5945.171128003047
612	2034	9	36	-335.3362447504003	-142.38098218894015	-1.5858636785058025	142.45664136042217	5615.0	5781.4612019904	5747.6177890104	5689.989111422539	920.574906696	918.6885390894672	912.051302713269	921.4683825243453	5279.6637552495995	5639.08021980146	5746.031925331894	5832.445752782962
613	2034	10	37	-258.97300043040013	-93.59803419466789	76.65636289655174	269.9382226167629	5578.0	5747.6177890104	5574.2603797304	5706.353863709515	825.2920050960001	846.3906735203473	873.0333799155992	981.955593224308	5319.0269995696	5654.019754815732	5650.916742626951	5976.292086326278
614	2034	10	38	-200.87044819039988	-8.00095582156382	209.39758854185902	332.69048774870555	5436.0	5574.2603797304	5529.1056653204	5507.673414601051	780.153954696	826.4669341630672	947.6055428329686	1011.3055398740743	5235.1295518096	5566.259423908836	5738.503253862258	5840.363902349757
615	2034	10	39	-108.67764111040015	129.94549161860414	275.8722421540068	441.7106802359965	5375.0	5529.1056653204	5394.3341106104	5513.734606784643	725.622070696	876.7085094742673	959.0078686837525	1017.6315644372186	5266.3223588896	5659.051156939004	5670.206352764407	5955.44528702064
616	2034	10	40	77.58650008960012	234.5515365921243	412.16117697959953	602.0280253340451	5306.0	5394.3341106104	5386.8321043504	5374.947202425596	734.6518276959999	859.1376625016673	943.9616383883412	1014.5770008593535	5383.5865000896	5628.8856472025245	5798.99328133	5976.975227759641
617	2034	11	41	8.363583649600287	233.65801004970058	474.37580253807323	684.5231204281718	5272.0	5386.8321043504	5305.3635603104	5492.125812884908	649.335545696	796.4643126692673	905.7746113026515	940.9948491502839	5280.3635836496005	5620.4901144001005	5779.739362848473	6176.648933313079
618	2034	11	42	313.21825324960014	537.1632109218602	729.4240170432802	902.5748602989643	5386.0	5305.3635603104	5491.652511930401	5391.133967474956	719.771391896	851.8571347401072	901.2222616794747	880.7506267491673	5699.2182532496	5842.52677123226	6221.076528973681	6293.70882777392
619	2034	11	43	435.0206279296001	648.8150619449882	844.9293155585807	1012.1451546371752	5269.0	5491.652511930401	5370.4503743704	5415.621785856411	957.1078122960001	975.2167175313873	935.3331323735041	961.086257075782	5704.0206279296	6140.467573875389	6215.379689928981	6427.766940493587
620	2034	11	44	516.3918719295999	740.423489827388	937.4103408007677	1090.4593010020797	5340.0	5370.4503743704	5329.3618370704	5300.132482162283	870.9391148960001	862.0227780487073	907.0083835218013	896.581249427082	5856.3918719296	6110.873864197788	6266.7721778711675	6390.591783164363
621	2034	12	45	777.2563074095999	966.478089546196	1111.2463985244779	1226.147409790051	5295.0	5329.3618370704	5257.2163092204	5380.919036026044	958.445838496	974.7967536782271	946.5857943991105	918.5487929972405	6072.2563074096	6295.839926616596	6368.462707744878	6607.0664458160945
622	2034	12	46	629.8650460496	845.5978813847402	1036.175297370003	1210.0132869476788	5270.0	5257.2163092204	5347.1540231004	5323.669033768963	1048.206676696	998.1952228034672	956.6188332957638	885.0565214628796	5899.8650460496	6102.8141906051405	6383.329320470403	6533.682320716642
623	2034	12	47	679.0773305296	904.760492558948	1116.035167506146	1267.694042393152	5250.0	5347.1540231004	5319.5643970844	5245.152007003908	793.120586096	812.4450711445472	778.7057808175296	935.1454854684738	5929.0773305296	6251.914515659348	6435.599564590546	6512.84604939706
624	2034	12	48	678.8141914896	937.7227075705642	1140.1781990919872	1286.4929182012872	5144.0	5319.5643970844	5129.597998664401	5169.662989402007	748.9617782959999	734.0750780125873	902.2233488188818	947.9999302567751	5822.8141914896005	6257.287104654964	6269.776197756388	6456.1559076032945
625	2035	1	1	674.4078922895999	932.375228970244	1137.887649757715	1347.3064675185979	5115.0	5129.597998664401	5053.3067603404	5116.390020254711	603.8782620960001	810.6909922477473	880.4804747809278	876.6848853196173	5789.4078922896	6061.973227634645	6191.1944100981145	6463.696487773309
626	2035	1	2	1173.7530432896	1328.378362114844	1483.5312935124423	1577.8037977968104	5121.0	5053.3067603404	5111.4994786144	5080.271548982019	906.298685096	947.6956164963474	926.2665844953624	972.5496230153001	6294.7530432896	6381.685122455244	6595.030772126842	6658.07534677883
627	2035	1	3	1057.4989677696	1269.7585035930522	1424.9293571028638	1529.7971331872714	5189.0	5111.4994786144	5157.4538637004	5064.54589424627	831.097498096	844.2945295429472	912.0823880182204	813.963629301623	6246.4989677696	6381.257982207452	6582.383220803264	6594.3430274335415
628	2035	1	4	1367.2892934896	1501.898774099764	1584.8399502753455	1661.9262732971788	5157.0	5157.4538637004	5090.4265908104	5120.613491823187	842.473481696	910.8021355044673	813.0192424657722	720.9255158230576	6524.2892934896	6659.352637800164	6675.266541085745	6782.539765120366
629	2035	2	5	1399.2478754096	1503.8298422389962	1603.993853734881	1652.3789000425832	5329.0	5090.4265908104	5218.1889341504	5184.8131466993555	1020.6524586960002	890.2473903358674	777.8933760085936	730.1654847712523	6728.2478754096	6594.256433049396	6822.182787885281	6837.192046741939
630	2035	2	6	1542.1548005696	1634.239171159932	1674.008107327145	1816.3770324161942	5313.0	5218.1889341504	5311.4129018464	5292.286048425148	970.423525696	834.2596593052672	771.7444509200266	967.9289628620865	6855.1548005696	6852.428105310332	6985.421009173545	7108.663080841342
631	2035	2	7	1254.9603028095999	1374.688544683036	1602.3258861256422	1670.6533430690356	5300.0	5311.4129018464	5338.8201826804	5312.665933000632	959.7809542959999	859.9897728157871	1033.0237152086202	1024.4126467898868	6554.9603028096	6686.101446529436	6941.1460688060415	6983.3192760696675
632	2035	2	8	1084.2521849696	1373.119116596172	1506.7416651221047	1619.8322888613247	5197.0	5338.8201826804	5247.5878744304	5376.246871849012	842.815948296	1020.9499896065871	1015.5063822867926	1256.5329628904356	6281.2521849696	6711.939299276572	6754.329539552505	6996.0791607103365
633	2035	3	9	1028.4398296096	1234.7274243023162	1425.3078831041926	1549.3933490625782	5202.0	5247.5878744304	5298.4235519404	5398.822468006411	1044.551183296	1032.0987456335872	1268.772430770434	1695.3718022023613	6230.439829609601	6482.315298732716	6723.731435044592	6948.215817068989
634	2035	3	10	1723.3566811696	1810.9246618526925	1825.157862383509	1896.0744617703117	5269.0	5298.4235519404	5411.0016850304	5414.564245224099	1153.168208296	1353.8879779385873	1758.157855272635	2280.7363419031353	6992.3566811696	7109.348213793092	7236.1595474139085	7310.63870699441
635	2035	3	11	2274.9141809696002	2191.3294356577717	2157.9332066715397	2080.166386979664	5343.0	5411.0016850304	5439.9193288804	5558.565207475691	1965.822939496	2188.366909966427	2598.0829306051255	2664.445652706395	7617.9141809696	7602.331120688172	7597.85253555194	7638.731594455355
636	2035	3	12	1716.2955653696001	1783.0456446140124	1812.0746134930919	1777.3963575963508	5525.0	5439.9193288804	5623.4074490304	5513.444920247571	1882.914233896	2383.340326764507	2506.039333652259	2672.6193592780796	7241.2955653696	7222.964973494412	7435.482062523492	7290.8412778439215
637	2035	4	13	1763.4467692896	1796.6075593544442	1766.3354678941564	1654.790465617224	5593.0	5623.4074490304	5600.5172059804	5703.836693338892	1884.199788896	2155.1282198155072	2413.7674274121373	2451.4247609919926	7356.4467692896	7420.015008384844	7366.852673874557	7358.627158956116
638	2035	4	14	2054.5779226496	1969.9206996591001	1800.3795204793944	1814.217816500776	5663.0	5600.5172059804	5726.3569363304	5701.768806582051	1927.4863630959999	2253.728217135947	2333.370766345463	2370.550643493799	7717.5779226496	7570.4379056395	7526.736456809794	7515.9866230828275
639	2035	4	15	1759.8732175695998	1634.6141016281317	1695.6746861854524	1753.271166580159	5628.0	5726.3569363304	5717.4010198204	5852.678119125132	2121.339556696	2240.297475819467	2301.8945077722547	2209.4510790424747	7387.8732175696	7360.971037958531	7413.075706005852	7605.949285705291
640	2035	4	16	1522.1940725696	1606.954969011132	1689.8254064969244	1573.8711741019156	5696.0	5717.4010198204	5835.4110937404	5848.300584604243	2154.919072696	2241.870870610667	2165.174241335575	2006.5961928162114	7218.1940725696	7324.355988831532	7525.236500237324	7422.171758706159
641	2035	5	17	1362.4438621696	1496.861960155292	1435.8780322012228	1422.641391813007	5742.0	5835.4110937404	5862.2924845304005	5873.54398759994	1937.202931696	1950.9833317944672	1848.59683475475	1673.2358640493621	7104.4438621696	7332.273053895692	7298.170516731623	7296.185379412947
642	2035	5	18	1145.9219031696	1158.922912533892	1224.5836360414064	1296.383562154113	5691.0	5862.2924845304005	5791.4029574804	5829.230075491292	1476.769946496	1515.2102740438272	1427.3110360933242	1304.65944773629	6836.9219031696	7021.215397064292	7015.986593521806	7125.613637645405
643	2035	5	19	1074.4811772896	1157.9438483512442	1248.7277296464379	1195.1413844179192	5650.0	5791.4029574804	5708.478110290401	5792.709703605251	1366.9478064959999	1323.0779720958271	1227.771230418071	1091.7366762335782	6724.4811772896	6949.346805831644	6957.205839936839	6987.85108802317
644	2035	5	20	957.4342816095999	1090.489449501516	1081.9811053073327	1082.200613154389	5558.0	5708.478110290401	5659.9501013904	5601.92967063358	1182.4748864959997	1128.922946951827	1018.8205783160499	920.6408008098533	6515.4342816096	6798.967559791917	6741.931206697733	6684.130283787968
645	2035	6	21	895.2227394496001	927.8803864723802	971.999210949217	986.5999562660405	5447.0	5659.9501013904	5453.2009215004	5526.16970970126	1098.991850496	997.7780990966273	905.1186751705654	829.4110800078593	6342.2227394496	6587.8304878627805	6425.200132449617	6512.769665967301
646	2035	6	22	700.9158743296	792.8831984864281	858.509471808668	889.3360394473757	5372.0	5453.2009215004	5362.3836920304	5467.634522499827	1017.753774496	919.1621879134271	839.770371179711	767.1539005803504	6072.9158743296	6246.084119986828	6220.893163839068	6356.970561947202
647	2035	6	23	569.3865245295999	682.1302103113483	763.2026762556352	848.7589951867129	5316.0	5362.3836920304	5389.5946383504	5410.613841837292	852.524560896	792.9220746659073	732.5959410884544	665.6471912612637	5885.3865245296	6044.513902341749	6152.797314606035	6259.372837024005
648	2035	6	24	408.1025657696	546.9453480438522	694.1077970206134	667.0565238382798	5273.0	5389.5946383504	5359.7723978104	5369.156115624108	799.4122508959999	737.1587341239073	669.0129660838899	615.2269786618235	5681.1025657696	5936.539986394252	6053.880194831014	6036.212639462387
649	2035	7	25	264.50967032959977	471.215011308028	507.66013871659936	552.3965831132249	5259.0	5359.7723978104	5294.8738853304	5323.9226965149555	714.2276178960001	652.8916877533072	603.335009797135	568.9431656121471	5523.509670329599	5830.987409118428	5802.534024047	5876.31927962818
650	2035	7	26	268.7935217695998	347.9130060014518	438.15728457809007	548.9333665700076	5248.0	5294.8738853304	5260.346556640399	5279.5055426263325	597.997469896	564.7426902597072	540.4752827963914	523.2816264373237	5516.7935217695995	5642.7868913318525	5698.5038412184895	5828.43890919634
651	2035	7	27	282.9908005695996	386.9219330799318	512.2936440543767	572.5759219015943	5272.0	5260.346556640399	5266.4948766504	5231.090459467459	550.853686896	530.7108872591073	516.0788547134705	489.34566197195784	5554.9908005696	5647.268489720331	5778.788520704777	5803.666381369054
652	2035	7	28	152.94849912959978	327.6463257765081	440.5298578631799	451.5922992681601	5357.0	5266.4948766504	5286.0669380504005	5267.481304379147	529.101516296	514.9474175441874	488.51104977101704	486.9251651917473	5509.948499129599	5594.141202426908	5726.5967959135805	5719.073603647307
653	2035	8	29	182.91776808959992	326.3128734649241	369.91278517183025	453.45473526082674	5389.0	5286.0669380504005	5337.162218540399	5281.3861722534675	482.7358810960001	465.86535126354727	470.22041411384544	472.00920044917075	5571.9177680896	5612.379811515325	5707.07500371223	5734.8409075142945
654	2035	8	30	44.91410072959991	147.83830485586793	294.64354145312393	408.685881215264	5228.0	5337.162218540399	5248.3576978904	5275.854740476178	433.97125929599997	447.79788881678724	455.4690745836883	456.1811230348776	5272.9141007296	5485.000523396267	5543.0012393435245	5684.5406216914425
655	2035	8	31	-102.23512735040026	97.29041528909977	267.553565952392	425.9248672743197	5114.0	5248.3576978904	5148.9200705704	5172.41726514046	503.387641496	494.5503764428272	485.00970693313616	492.83770396529815	5011.7648726496	5345.6481131795	5416.473636522792	5598.342132414779
656	2035	8	32	444.8092067296001	541.8086888834682	622.0517856784234	631.2737141082916	5174.0	5148.9200705704	5130.122606580399	5147.133551000843	615.761826096	570.2250753125472	555.697390820187	581.13959105189	5618.8092067296	5690.728759453868	5752.174392258823	5778.407265109135
657	2035	9	33	166.9652393696	326.2325699744123	419.7257562773375	503.0672682290814	5127.0	5130.122606580399	5134.6654148604	5095.223712543331	486.21645789600007	496.6367550413073	537.5731177605767	591.1408985057078	5293.9652393696	5456.355176554812	5554.391171137738	5598.290980772413
658	2035	9	34	52.40486736960008	203.62621838321218	348.5289099925534	514.8203794561967	5328.0	5134.6654148604	5207.7763739204	5182.681042962996	660.538626296	652.8011624461874	676.1396369209335	719.376712406558	5380.4048673696	5338.2916332436125	5556.305283912953	5697.501422419193
659	2035	9	35	-199.0267316704003	30.762973198827694	287.577754811373	411.9683853316408	5143.0	5207.7763739204	5187.421754990401	5237.376526496323	588.086727096	630.6434031607471	685.8161110545943	723.0773054087904	4943.9732683296	5238.539347119227	5474.9995098017735	5649.344911827964
660	2035	9	36	-164.75953995040004	133.27516110914019	301.6226171974031	540.3499852918359	5135.0	5187.421754990401	5195.981325010399	5097.91588096894	621.8861066959998	679.659462929467	718.535812711157	762.1438716098555	4970.2404600496	5320.69691609954	5497.603942207802	5638.2658662607755
661	2035	10	37	-180.0749612304005	54.33274844965217	363.50661627210604	555.786545571414	5018.0	5195.981325010399	5001.5487867304	5148.595531986314	657.185145096	702.7356776683473	750.4887962408927	871.9504626179047	4837.925038769599	5250.314073460051	5365.055403002506	5704.382077557728
662	2035	10	38	-257.44387495039973	117.45852251814017	379.8312019066145	600.4186217711415	4934.0	5001.5487867304	4999.5805543204	4968.186682502651	640.064534696	706.4290597190673	839.4495030686877	919.2537695415953	4676.5561250496	5119.00730924854	5379.411756227014	5568.605304273792
663	2035	10	39	-66.95021443039968	234.29938588093228	496.3450631742314	733.5641057206168	4945.0	4999.5805543204	4936.021732610399	5013.0654006478435	645.599030696	796.6841261462672	887.7076030143829	956.4020576995073	4878.0497855696	5233.879940201332	5432.366795784631	5746.62950636846
664	2035	10	40	63.89435764959967	361.8647037900996	637.3937290654666	862.9238363975342	4890.0	4936.021732610399	4950.7359813504	4928.6086988191955	713.685047696	829.3567041056671	913.3591265609338	986.7147584451849	4953.894357649599	5297.8864364004985	5588.129710415867	5791.532535216729
665	2035	11	41	160.20984164959964	478.2516038964999	749.1171943771642	919.3722923776713	4976.0	4950.7359813504	4951.3483373104	5065.059359122508	675.9587456959999	805.5156549092671	907.1632997554194	940.974597811761	5136.209841649599	5428.9875852468995	5700.465531687564	5984.431651500179
666	2035	11	42	269.3280130495999	584.2387288029399	801.4634452477806	1001.0046024654193	5044.0	4951.3483373104	5118.1079329304	5000.584227632556	679.662471896	818.6846503961073	875.7077299000139	864.137882718769	5313.3280130496	5535.5870661133395	5919.571378178181	6001.588830097975
