Sim	Year	Month	QM	ontNBS_QM1	ontNBS_QM2	ontNBS_QM3	ontNBS_QM4	erieOut_QM1	erieOut_QM2	erieOut_QM3	erieOut_QM4	slonFlow_QM1	slonFlow_QM2	slonFlow_QM3	slonFlow_QM4	ontNTS_QM1	ontNTS_QM2	ontNTS_QM3	ontNTS_QM4
33	2022	9	33	-3.574479670400251	-22.434958401972608	-43.78688922276683	13.80673433099878	5897.0	5904.7751315804	5902.5773958603995	5855.854942763332	484.96101789599993	500.5764020333071	542.409129375031	582.9080295899244	5893.4255203296	5882.340173178427	5858.7905066376325	5869.66167709433
34	2022	9	34	-84.33491035040038	-92.63713660269991	-21.12733865735595	23.872334181997303	5801.0	5902.5773958603995	5796.8276479204005	5886.499501755796	368.643846296	449.65649445018744	514.4884276188063	596.4317138414776	5716.665089649599	5809.9402592577	5775.700309263045	5910.371835937793
35	2022	9	35	128.6854118496001	153.5361449534205	148.7787003136383	203.38991372986607	5766.0	5796.8276479204005	5808.8142789904	5861.830962147524	502.9259070960002	551.9384592367473	624.0569803277776	661.4138091180698	5894.6854118496	5950.363792873821	5957.592979304039	6065.2208758773895
36	2022	9	36	-27.13715151039969	6.194821822764197	101.42450136618118	225.31683599258315	5696.0	5808.8142789904	5804.4801960104	5724.69999062014	341.030186696	475.78199318546723	552.0377724074162	630.0401398450376	5668.8628484896	5815.009100813165	5905.904697376581	5950.016826612723
37	2022	10	37	-203.5132860704	-64.07308991941181	106.9652360835363	214.95086355874446	5650.0	5804.4801960104	5634.3664287304	5767.620302811115	487.91058509600003	560.5645446763472	636.3299704812382	772.3320447852255	5446.4867139296	5740.407106090988	5741.331664813936	5982.571166369859
38	2022	10	38	204.3195156495999	318.7755002969001	366.4218514569941	477.76810603135834	5588.0	5634.3664287304	5644.4863673204	5588.2421252722515	439.9623746960001	551.5429444070674	709.7883274988095	810.4619070363677	5792.3195156496	5953.1419290273	6010.908218777394	6066.0102313036095
39	2022	10	39	-9.324741830400171	107.49147285689219	292.6003079122021	494.8775361368665	5492.0	5644.4863673204	5507.2641006103995	5617.364143082244	607.140410696	748.8750522622671	839.294491176294	908.3109798482441	5482.6752581696	5751.977840177292	5799.8644085226015	6112.24167921911
40	2022	10	40	-92.63560467039997	134.66388087302812	381.93311997464843	562.8105768060993	5510.0	5507.2641006103995	5540.8682973504	5489.879841737595	703.606747696	807.4694840456672	884.835050324842	961.2338934076139	5417.3643953296	5641.927981483428	5922.8014173250485	6052.690418543694
41	2022	11	41	-177.7958611503998	135.3459221876202	386.4697059300901	518.3550739767102	5446.0	5540.8682973504	5455.032821310399	5626.797707463308	696.6813056960001	806.9475615012674	903.779665954594	938.5590366797915	5268.2041388496	5676.21421953802	5841.502527240489	6145.152781440018
42	2022	11	42	453.7056378896001	637.7130490720041	698.0256745960903	908.7201192959717	5388.0	5455.032821310399	5539.8462199304	5483.877263131755	1085.9164518960001	1099.9033558321073	1083.2309892275491	1018.4892174910127	5841.7056378896	6092.745870382403	6237.871894526491	6392.597382427727
