,Year,Month,wt_lvl__m,month
1360,2013, May,74.85,5.0
1361,2013, Jun,74.94,6.0
1362,2013, Jul,75.16,7.0
1363,2013, Aug,75.08,8.0
1364,2013, Sep,74.9,9.0
1365,2013, Oct,74.68,10.0
1366,2013, Nov,74.63,11.0
1367,2013, Dec ,74.56,12.0
1368,2014, Jan,74.6,1.0
1369,2014, Feb,74.64,2.0
1370,2014, Mar,74.58,3.0
1371,2014, Apr,74.56,4.0
1372,2014, May,75.06,5.0
1373,2014, Jun,75.18,6.0
1374,2014, Jul,75.16,7.0
1375,2014, Aug,75.03,8.0
1376,2014, Sep,74.88,9.0
1377,2014, Oct,74.66,10.0
1378,2014, Nov,74.53,11.0
1379,2014, Dec ,74.44,12.0
1380,2015, Jan,74.5,1.0
1381,2015, Feb,74.55,2.0
1382,2015, Mar,74.42,3.0
1383,2015, Apr,74.44,4.0
1384,2015, May,74.77,5.0
1385,2015, Jun,74.87,6.0
1386,2015, Jul,75.2,7.0
1387,2015, Aug,75.17,8.0
1388,2015, Sep,75.0,9.0
1389,2015, Oct,74.8,10.0
1390,2015, Nov,74.61,11.0
1391,2015, Dec ,74.5,12.0
1392,2016, Jan,74.53,1.0
1393,2016, Feb,74.72,2.0
1394,2016, Mar,74.92,3.0
1395,2016, Apr,75.04,4.0
1396,2016, May,75.12,5.0
1397,2016, Jun,75.04,6.0
1398,2016, Jul,74.99,7.0
1399,2016, Aug,74.89,8.0
1400,2016, Sep,74.8,9.0
1401,2016, Oct,74.6,10.0
1402,2016, Nov,74.51,11.0
1403,2016, Dec ,74.46,12.0
1404,2017, Jan,74.49,1.0
1405,2017, Feb,74.75,2.0
1406,2017, Mar,74.92,3.0
1407,2017, Apr,75.08,4.0
1408,2017, May,75.52,5.0
1409,2017, Jun,75.87,6.0
1410,2017, Jul,75.78,7.0
1411,2017, Aug,75.58,8.0
1412,2017, Sep,75.23,9.0
1413,2017, Oct,74.94,10.0
1414,2017, Nov,74.82,11.0
1415,2017, Dec ,74.84,12.0
1416,2018, Jan,74.76,1.0
1417,2018, Feb,74.92,2.0
1418,2018, Mar,74.96,3.0
1419,2018, Apr,74.89,4.0
1420,2018, May,75.16,5.0
1421,2018, Jun,75.26,6.0
1422,2018, Jul,75.16,7.0
1423,2018, Aug,74.98,8.0
1424,2018, Sep,74.84,9.0
1425,2018, Oct,74.66,10.0
1426,2018, Nov,74.58,11.0
1427,2018, Dec ,74.67,12.0
1428,2019, Jan,74.78,1.0
1429,2019, Feb,74.89,2.0
1430,2019, Mar,75.0,3.0
1431,2019, Apr,75.02,4.0
1432,2019, May,75.41,5.0
1433,2019, Jun,75.89,6.0
1434,2019, Jul,75.9,7.0
1435,2019, Aug,75.7,8.0
1436,2019, Sep,75.36,9.0
1437,2019, Oct,75.12,10.0
1438,2019, Nov,75.04,11.0
1439,2019, Dec ,75.0,12.0
1440,2020, Jan,75.02,1.0
1441,2020, Feb,75.15,2.0
1442,2020, Mar,75.1,3.0
1443,2020, Apr,75.24,4.0
1444,2020, May,75.37,5.0
1445,2020, Jun,75.34,6.0
1446,2020, Jul,75.22,7.0
1447,2020, Aug,75.12,8.0
1448,2020, Sep,74.98,9.0
1449,2020, Oct,74.76,10.0
1450,2020, Nov,74.64,11.0
1451,2020, Dec ,74.6,12.0
